time,balance,drawdown_pct,symbol,r_multiple
,300.0,0.0,START,0.0
2026-05-25T04:55:00+00:00,304.0,0.0,USDSGD,0.3333
2026-05-25T18:30:00+00:00,322.24,0.0,USDSGD,1.5
2026-05-26T01:15:00+00:00,337.63,0.0,USDSGD,1.1944
2026-05-26T15:30:00+00:00,324.13,4.0,EURJPY,-1.0
2026-05-26T17:10:00+00:00,333.67,1.17,USDSGD,0.7359
2026-05-27T05:55:00+00:00,338.12,0.0,USDSGD,0.3333
2026-05-27T13:15:00+00:00,353.9,0.0,USDSGD,1.1667
2026-05-27T14:15:00+00:00,358.62,0.0,EURJPY,0.3333
2026-05-28T01:05:00+00:00,380.13,0.0,USDSGD,1.5
2026-05-28T10:30:00+00:00,385.2,0.0,USDSGD,0.3333
2026-05-28T14:25:00+00:00,416.02,0.0,EURJPY,2.0
2026-05-29T00:55:00+00:00,440.98,0.0,USDSGD,1.5
2026-05-29T03:20:00+00:00,423.34,4.0,USDSGD,-1.0
2026-05-29T13:05:00+00:00,450.28,0.0,EURJPY,1.5908
2026-06-01T13:05:00+00:00,474.29,0.0,EURJPY,1.3333
2026-06-01T13:45:00+00:00,455.32,4.0,USDSGD,-1.0
2026-06-01T18:05:00+00:00,482.64,0.0,USDSGD,1.5
2026-06-02T01:15:00+00:00,489.07,0.0,USDSGD,0.3333
2026-06-02T10:20:00+00:00,518.42,0.0,USDSGD,1.5
2026-06-03T00:50:00+00:00,497.68,4.0,USDSGD,-1.0
2026-06-03T04:25:00+00:00,477.77,7.84,USDSGD,-1.0
2026-06-04T08:45:00+00:00,458.66,11.53,USDSGD,-1.0
2026-06-04T15:30:00+00:00,478.93,7.62,EURJPY,1.1046
2026-06-04T16:00:00+00:00,501.28,3.31,USDSGD,1.1667
2026-06-05T03:30:00+00:00,531.36,0.0,USDSGD,1.5
2026-06-05T07:15:00+00:00,556.15,0.0,USDSGD,1.1667
2026-06-05T13:05:00+00:00,533.91,4.0,EURJPY,-1.0
2026-06-08T01:15:00+00:00,532.91,4.18,USDSGD,-0.0466
2026-06-08T11:50:00+00:00,511.6,8.01,USDSGD,-1.0
2026-06-08T15:40:00+00:00,491.13,11.69,EURJPY,-1.0
2026-06-09T01:05:00+00:00,497.68,10.51,USDSGD,0.3333
2026-06-09T06:25:00+00:00,477.77,14.09,USDSGD,-1.0
2026-06-09T14:45:00+00:00,458.66,17.53,EURJPY,-1.0
2026-06-10T01:05:00+00:00,486.18,12.58,USDSGD,1.5
2026-06-10T06:05:00+00:00,492.66,11.42,USDSGD,0.3333
2026-06-10T15:35:00+00:00,499.23,10.24,EURJPY,0.3333
2026-06-11T10:30:00+00:00,479.26,13.83,USDSGD,-1.0
2026-06-11T12:50:00+00:00,460.09,17.27,USDSGD,-1.0
2026-06-11T15:15:00+00:00,466.23,16.17,EURJPY,0.3333
2026-06-12T00:20:00+00:00,447.58,19.52,USDSGD,-1.0
2026-06-12T05:10:00+00:00,429.67,22.74,USDSGD,-1.0
2026-06-15T02:05:00+00:00,425.05,23.57,USDSGD,-0.2691
2026-06-15T13:05:00+00:00,408.05,26.63,EURJPY,-1.0
2026-06-15T14:30:00+00:00,391.72,29.57,USDSGD,-1.0
2026-06-15T15:15:00+00:00,410.26,26.23,EURJPY,1.1829
2026-06-16T01:20:00+00:00,415.73,25.25,USDSGD,0.3333
2026-06-16T13:10:00+00:00,399.1,28.24,USDSGD,-1.0
2026-06-16T14:20:00+00:00,404.42,27.28,EURJPY,0.3333
2026-06-17T01:05:00+00:00,417.39,24.95,USDSGD,0.8016
2026-06-17T12:50:00+00:00,442.43,20.45,USDSGD,1.5
2026-06-18T01:15:00+00:00,445.77,19.85,USDSGD,0.1885
2026-06-18T13:10:00+00:00,427.94,23.05,EURJPY,-1.0
2026-06-18T15:20:00+00:00,433.64,22.03,USDSGD,0.3333
2026-06-19T01:15:00+00:00,453.88,18.39,USDSGD,1.1667
