starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,284.66,-15.34,-5.11,44,8,36,18.18,4.65,0.1057,0.0002,45.65,M30
