bot,symbol,timeframe,series_key,start_index,opened_at,direction,entry,base_stop,configured_rr,setup_score,atr,atr_percentile,session_metric,entry_model
LTA,AUDUSD,M15,LTA:AUDUSD:M15,3580,2026-06-02 05:45:00,SELL,0.7161,0.71664,6.0,100,0.00030285714285712854,0.16666666666666666,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4135,2026-06-10 00:30:00,SELL,0.70189,0.70325,6.0,98,0.0005264285714285626,0.5625,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4252,2026-06-11 05:45:00,SELL,0.70066,0.70121,6.0,95,0.0003671428571428516,0.07291666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4444,2026-06-15 05:45:00,SELL,0.70804,0.70874,6.0,92,0.000361428571428576,0.10416666666666667,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4612,2026-06-16 23:45:00,SELL,0.70648,0.70704,6.0,98,0.00017428571428572997,0.020833333333333332,,Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M15,LTA:AUDUSD:M15,4618,2026-06-17 01:15:00,SELL,0.70676,0.70723,6.0,92,0.0002435714285714303,0.1875,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M15,LTA:AUDUSD:M15,5092,2026-06-23 23:45:00,BUY,0.69148,0.69097,6.0,90,0.00017499999999998867,0.052083333333333336,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,AUDUSD,M30,LTA:AUDUSD:M30,1882,2026-06-04 03:30:00,BUY,0.71273,0.71213,6.0,95,0.000570000000000007,0.5520833333333334,,Entry Model 1 - Double Wick Confirmation
LTA,AUDUSD,M30,LTA:AUDUSD:M30,2497,2026-06-22 23:00:00,SELL,0.6998,0.7002,6.0,95,0.0002814285714285674,0.5,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,3187,2026-05-27 03:30:00,BUY,214.2,214.14764,6.0,96,0.06242857142857312,0.25,,Entry Model 2 - Internal Swing Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,3559,2026-06-02 00:30:00,SELL,214.903,214.95586,6.0,91,0.0657142857142828,0.22916666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,3763,2026-06-04 03:30:00,BUY,214.676,214.59984,6.0,96,0.05442857142856943,0.125,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,3958,2026-06-08 04:15:00,BUY,213.929,213.7861,6.0,97,0.10600000000000064,0.34375,,Entry Model 2 - Internal Swing Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,3961,2026-06-08 05:00:00,BUY,213.887,213.82982,6.0,97,0.08121428571428371,0.16666666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4036,2026-06-08 23:45:00,SELL,213.576,213.71463,6.0,98,0.07750000000000463,0.15625,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4147,2026-06-10 03:30:00,SELL,214.588,214.67725,6.0,96,0.08835714285713436,0.34375,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4249,2026-06-11 05:00:00,BUY,214.847,214.70128,6.0,90,0.05814285714285867,0.020833333333333332,,Entry Model 2 - Internal Swing Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4345,2026-06-12 05:00:00,SELL,214.867,215.00134,6.0,95,0.07557142857143415,0.11458333333333333,,Entry Model 3 - Confirmation of Internal Structure
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4438,2026-06-15 04:15:00,BUY,215.254,215.13379,6.0,97,0.06807142857143081,0.11458333333333333,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4540,2026-06-16 05:45:00,SELL,214.664,214.79237,6.0,90,0.08250000000000211,0.3958333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4612,2026-06-16 23:45:00,SELL,215.372,215.46279,6.0,90,0.07192857142857788,0.19791666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4615,2026-06-17 00:30:00,SELL,215.38,215.4395,6.0,90,0.06335714285715101,0.07291666666666667,,Entry Model 2 - Internal Swing Confirmation
LTA,GBPJPY,M15,LTA:GBPJPY:M15,4999,2026-06-23 00:30:00,BUY,214.026,213.87715,6.0,92,0.07899999999999555,0.0625,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,GBPJPY,M15,LTA:GBPJPY:M15,5107,2026-06-24 03:30:00,BUY,213.253,213.03023,6.0,96,0.09849999999999934,0.5208333333333334,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M30,LTA:GBPJPY:M30,1594,2026-05-27 03:30:00,BUY,214.198,214.14431,6.0,95,0.08457142857142433,0.2604166666666667,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M30,LTA:GBPJPY:M30,1882,2026-06-04 03:30:00,BUY,214.716,214.59289,6.0,96,0.10071428571428141,0.34375,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M30,LTA:GBPJPY:M30,2164,2026-06-12 00:30:00,SELL,214.748,214.86428,6.0,91,0.14185714285714215,0.3958333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M30,LTA:GBPJPY:M30,2506,2026-06-23 03:30:00,BUY,214.021,213.82919,6.0,98,0.11871428571427803,0.052083333333333336,,Entry Model 1 - Double Wick Confirmation
LTA,GBPJPY,M30,LTA:GBPJPY:M30,2554,2026-06-24 03:30:00,BUY,213.219,213.02617,6.0,90,0.12549999999999834,0.2708333333333333,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3361,2026-05-28 23:00:00,SELL,1.37818,1.3785,6.0,96,0.00023214285714290295,0.010416666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3475,2026-06-01 03:30:00,BUY,1.38118,1.38051,6.0,100,0.00032642857142858465,0.14583333333333334,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,3580,2026-06-02 05:45:00,BUY,1.38452,1.38419,6.0,100,0.00014642857142854737,0.5,,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
LTA,USDCAD,M15,LTA:USDCAD:M15,4612,2026-06-16 23:45:00,BUY,1.39961,1.39906,6.0,91,0.00022714285714283848,0.010416666666666666,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,4900,2026-06-21 23:45:00,SELL,1.41742,1.41788,6.0,91,0.000581428571428574,0.78125,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,4999,2026-06-23 00:30:00,SELL,1.41573,1.41646,6.0,92,0.0003100000000000166,0.07291666666666667,,Entry Model 3 - Confirmation of Internal Structure
LTA,USDCAD,M15,LTA:USDCAD:M15,5095,2026-06-24 00:30:00,SELL,1.42105,1.42144,6.0,91,0.00026285714285716785,0.07291666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,5098,2026-06-24 01:15:00,SELL,1.42096,1.42151,6.0,91,0.00031071428571429117,0.125,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M15,LTA:USDCAD:M15,5116,2026-06-24 05:45:00,BUY,1.42161,1.42107,6.0,100,0.0003871428571428399,0.2916666666666667,,Entry Model 1 - Double Wick Confirmation
LTA,USDCAD,M30,LTA:USDCAD:M30,1597,2026-05-27 05:00:00,BUY,1.38088,1.38067,6.0,96,0.00034142857142850847,0.19791666666666666,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M30,LTA:USDCAD:M30,1681,2026-05-28 23:00:00,SELL,1.37822,1.37872,6.0,96,0.0004814285714286009,0.34375,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M30,LTA:USDCAD:M30,2119,2026-06-11 02:00:00,BUY,1.39366,1.39303,6.0,93,0.0004935714285714741,0.2708333333333333,,Entry Model 2 - Internal Swing Confirmation
LTA,USDCAD,M30,LTA:USDCAD:M30,2506,2026-06-23 03:30:00,SELL,1.41651,1.41722,6.0,97,0.0005350000000000156,0.125,,Entry Model 1 - Double Wick Confirmation
ORB,AUDUSD,M15,ORB:AUDUSD:M15,673,2026-05-25 23:15:00,SELL,0.71732,0.71754,6.0,100,0.00021999999999999797,0.19791666666666666,1.0883392226149167,ORB 15m breakout
ORB,AUDUSD,M15,ORB:AUDUSD:M15,769,2026-05-26 23:15:00,BUY,0.71683,0.71671,6.0,100,0.00014714285714285364,0.010416666666666666,0.8155339805826047,ORB 15m breakout
