bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,5202,AUDUSDm
LTA,AUDUSD,M30,ok,2601,AUDUSDm
LTA,GBPJPY,M15,ok,5198,GBPJPYm
LTA,GBPJPY,M30,ok,2601,GBPJPYm
LTA,USDCAD,M15,ok,5198,USDCADm
LTA,USDCAD,M30,ok,2601,USDCADm
ORB,AUDUSD,M15,ok,2802,AUDUSDm
ORB,NZDUSD,M15,ok,2798,NZDUSDm
ORB,USDCAD,M15,ok,2802,USDCADm
ORB,GBPUSD,M15,ok,2798,GBPUSDm
ORB,USDCHF,M15,ok,2798,USDCHFm
