symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,applied_risk_pct,loss_streak_before,risk_cash,pnl_cash,balance,drawdown_pct
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-06-09T16:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-15T16:00:00+00:00,4147.06,4363.7,4363.7,stop,18,-1.0,1.0,1.0,0,250.0,-250.0,24750.0,1.0
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-16T16:00:00+00:00,4354.39,4369.73,4328.312000000002,target,0,1.699999999999994,1.0,1.0,1,247.5,420.7499999999985,25170.75,0.0
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-06-30T04:00:00+00:00,4219.92,4382.41,3943.6870000000004,target,43,1.7000000000000006,1.0,1.0,0,251.7075,427.9027500000002,25598.65275,0.0
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-06-30T16:00:00+00:00,2026-07-01T16:00:00+00:00,2026-07-01T16:00:00+00:00,4023.07,4063.6,4063.6,stop,0,-1.0,1.0,1.0,0,255.98652750000002,-255.98652750000002,25342.6662225,1.0000000000000042
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-08T12:00:00+00:00,4146.06,4203.25,4048.837000000001,target,8,1.7000000000000033,1.0,1.0,1,253.426662225,430.82532578250084,25773.4915482825,0.0
XAUUSD,trail_start_1.5R_distance_1R_cap_1.7R,sell,2026-07-07T16:00:00+00:00,2026-07-08T16:00:00+00:00,2026-07-31T20:00:00+00:00,4072.18,4180.7,4046.83,end_of_period,103,0.23359749354957532,1.0,1.0,0,257.73491548282504,60.20623025699956,25833.697778539503,0.0
