trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
11,4,7,0,36.36,-2.75,20.0,0.0,1,52399.91,False,,100.0,0.0,10,204.66,mt5_min_step_compounding,XAUUSD
