prague_day;start_balance;min_equity;daily_loss_usd;end_balance;max_margin_usd
2026.07.19;10000.00;10000.00;0.00;10000.00;0.00
2026.07.20;10000.00;10000.00;0.00;10000.00;0.00
2026.07.21;10000.00;10000.00;0.00;10000.00;0.00
2026.07.22;10000.00;10000.00;0.00;10000.00;0.00
2026.07.23;10000.00;9962.46;37.54;10014.63;29.22
2026.07.24;10014.63;10014.63;0.00;10014.63;0.00
2026.07.27;10014.63;10014.63;0.00;10014.63;0.00
2026.07.28;10014.63;10014.63;0.00;10014.63;0.00
2026.07.29;10014.63;10014.63;0.00;10014.63;0.00
2026.07.30;10014.63;9961.19;53.44;10014.68;16.16
2026.07.31;10014.68;10014.68;0.00;10014.68;0.00
2026.08.03;10014.68;10014.68;0.00;10014.68;0.00
2026.08.04;10014.68;10014.68;0.00;10014.68;0.00
2026.08.05;10014.68;9994.15;20.53;10131.52;34.22
2026.08.06;10131.52;10131.52;0.00;10131.52;0.00
2026.08.07;10131.52;10131.52;0.00;10131.52;0.00
2026.08.10;10131.52;10036.04;95.48;10048.19;44.69
2026.08.11;10048.19;10048.19;0.00;10048.19;0.00
2026.08.12;10048.19;10048.19;0.00;10048.19;0.00
2026.08.13;10048.19;10048.19;0.00;10048.19;0.00
2026.08.14;10048.19;10035.27;12.92;10059.75;59.41
2026.08.17;10059.75;10059.75;0.00;10059.75;0.00
2026.08.18;10059.75;10059.75;0.00;10059.75;0.00
2026.08.19;10059.75;10059.75;0.00;10059.75;0.00
2026.08.20;10059.75;10059.75;0.00;10059.75;0.00
2026.08.21;10059.75;10059.75;0.00;10059.75;0.00
2026.08.24;10059.75;10059.75;0.00;10059.75;0.00
2026.08.25;10059.75;10023.06;36.69;10043.86;41.60
2026.08.26;10043.86;10043.86;0.00;10043.86;0.00
2026.08.27;10043.86;10043.86;0.00;10043.86;0.00
2026.08.28;10043.86;10043.86;0.00;10043.86;0.00
2026.08.31;10043.86;10043.86;0.00;10043.86;0.00
2026.09.01;10043.86;9942.77;101.09;9942.77;55.36
2026.09.02;9942.77;9924.28;18.49;9994.53;61.12
2026.09.03;9994.53;9994.53;0.00;9994.53;0.00
2026.09.04;9994.53;9994.53;0.00;9994.53;0.00
2026.09.07;9994.53;9994.53;0.00;9994.53;0.00
2026.09.08;9994.53;9994.53;0.00;9994.53;0.00
2026.09.09;9994.53;9994.53;0.00;9994.53;0.00
2026.09.10;9994.53;9994.53;0.00;9994.53;0.00
2026.09.11;9994.53;9994.53;0.00;9994.53;0.00
2026.09.14;9994.53;9994.53;0.00;9994.53;0.00
2026.09.15;9994.53;9975.50;19.03;10074.19;62.49
2026.09.16;10074.19;10074.19;0.00;10074.19;0.00
2026.09.17;10074.19;10074.19;0.00;10074.19;0.00
2026.09.18;10074.19;9972.41;101.78;9972.41;57.44
