starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,337.19,37.19,12.4,57,24,33,42.11,3.55,0.0622,0.0234,22.76,M15
300.0,341.06,41.06,13.69,47,22,25,46.81,3.5,0.0744,0.0097,23.07,M30
