basket,entry_time,exit_time,side,entry_a,entry_b,exit_a,exit_b,lots_a,lots_b,net,return_fraction,R,reason,swap,fees,entry_adaptive_RR,risk_usd,entry_fills,exit_fills
1,1699632000,1699653609,1,37064.98,2087.82,37229.17,2090.59,0.08,1.52,7.810000000000001,0.0007810000000000001,0.07810000000000002,6,0.0,-1.1099999999999999,1.8153460502896772,100.0,2,2
2,1699732801,1699740692,1,37117.24,2074.94,36766.46,2037.65,0.14,2.65,47.769999999999996,0.0047732720745098075,0.4773272074509808,1,0.0,-1.94,2.6245556915510138,100.07809999999999,2,2
3,1699905601,1699909722,1,36848.68,2099.01,36642.88,2075.97,0.24,4.36,47.83,0.004756563022719724,0.47565630227197236,1,0.0,-3.2300000000000004,5.935944129660269,100.5558,2,2
4,1699977600,1699987351,1,36142.65,2036.8,35721.97,2002.33,0.12,2.2600000000000002,25.760000000000012,0.0025496342324027245,0.2549634232402725,1,0.0,-1.66,2.426000275751634,101.0341,2,2
5,1699992000,1700013600,1,35280.6,1978.98,35394.14,1973.23,0.1,1.8900000000000001,19.189999999999998,0.0018945283769548737,0.18945283769548735,6,-1.6400000000000001,-1.39,1.758476847496319,101.2917,2,2
6,1703707200,1703709880,1,43208.05,2348.95,43460.98,2357.03,0.29,5.39,25.83,0.0025452388366199066,0.2545238836619907,1,0.0,-3.97,3.8623126733103197,101.48360000000001,2,2
7,1703779200,1703779746,1,42444.44,2355.36,42388.98,2369.43,0.23,4.17,-74.52000000000001,-0.007324415997735447,-0.7324415997735447,1,0.0,-3.0999999999999996,4.804487258996774,101.7419,2,2
8,1703793600,1703795449,1,42627.41,2364.28,42375.06,2346.16,0.2,3.61,12.25,0.0012129109168913439,0.12129109168913439,1,0.0,-2.69,4.026001427706908,100.9967,2,2
9,1703865600,1703869629,1,42274.69,2327.48,41860.46,2299.38,0.12,2.27,12.419999999999995,0.0012282533880806014,0.12282533880806012,1,0.0,-1.6700000000000002,2.0468099476013673,101.1192,2,2
10,1703880000,1703888421,1,42127.41,2316.96,41667.56,2270.54,0.11,2.17,48.57,0.004797349753169095,0.4797349753169095,1,0.0,-1.57,1.8857008474264902,101.24340000000001,2,2
11,1704988800,1704989314,1,46687.24,2611.86,46218.19,2598.83,0.11,2.13,-25.4,-0.0024968273581502244,-0.24968273581502243,1,0.0,-1.55,3.433064650472457,101.7291,2,2
12,1705003200,1705005375,1,46664.95,2619.88,46340.26,2609.92,0.15,2.68,-24.01,-0.0023660976929315665,-0.23660976929315666,1,0.0,-2.0,4.558202586444374,101.4751,2,2
13,1705089600,1705093849,1,43436.9,2579.95,43644.69,2538.47,0.16,2.83,148.52,0.014670815429446338,1.4670815429446338,3,0.0,-2.12,8.463537056712541,101.235,2,2
14,1705161600,1705165546,1,43168.7,2562.26,42761.14,2550.84,0.12,2.09,-26.619999999999997,-0.002591505857659934,-0.2591505857659934,1,0.0,-1.58,5.863357250882317,102.7202,2,2
15,1705176000,1705186632,1,42805.89,2571.91,42943.93,2575.12,0.32,5.4,22.74,0.0022195326683194408,0.22195326683194408,2,0.0,-4.1,16.839691764740635,102.454,2,2
16,1705248000,1705262584,1,42930.4,2536.52,42197.09,2485.3,0.07,1.32,15.310000000000002,0.001491019795211207,0.1491019795211207,1,0.0,-0.97,3.3419368178213333,102.6814,2,2
17,1705334400,1705338389,1,42263.52,2514.81,42650.77,2531.62,0.17,2.99,13.329999999999998,0.0012962575789253604,0.12962575789253605,1,0.0,-2.24,7.578451173422158,102.8345,2,2
18,1705348800,1705356876,1,42996.3,2534.48,42431.84,2513.92,0.09,1.6600000000000001,-17.889999999999993,-0.0017374363636010472,-0.17374363636010473,1,0.0,-1.22,3.8137095977138986,102.96780000000001,2,2
19,1705420800,1705430323,1,43242.71,2558.39,42802.17,2556.27,0.11,1.86,-45.92,-0.004467408445853589,-0.44674084458535895,1,0.0,-1.4100000000000001,4.273946949862949,102.7889,2,2
20,1705435200,1705439733,1,43167.97,2575.19,43329.09,2591.38,0.17,2.96,-22.740000000000002,-0.0022222287371115135,-0.22222287371115135,1,0.0,-2.2199999999999998,7.391092358911192,102.32969999999999,2,2
21,1705507200,1705528815,1,42469.13,2537.81,42631.13,2526.64,0.11,1.98,38.46,0.0037668103460940646,0.37668103460940644,6,0.0,-1.47,4.7211936263337275,102.1023,2,2
22,1708358400,1708359765,1,52110.38,2906.36,52075.82,2917.6,0.26,4.67,-64.96,-0.006338371050348873,-0.6338371050348873,1,0.0,-3.48,5.211869483381213,102.4869,2,2
23,1708444800,1708448192,1,51684.27,2925.33,51387.69,2902.03,0.18,3.19,18.539999999999992,0.0018205510161797291,0.18205510161797292,1,0.0,-2.39,4.725122832785248,101.8373,2,2
24,1708531200,1708542107,1,51139.39,2913.03,50577.46,2900.06,0.09,1.6300000000000001,-30.65,-0.0030042333715927924,-0.30042333715927927,1,0.0,-1.21,2.558757401899579,102.0227,2,2
25,1708545600,1708556469,1,51054.77,2913.79,51545.42,2941.31,0.09,1.73,-4.710000000000001,-0.0004630530829897303,-0.04630530829897302,1,0.0,-1.26,2.782268171322499,101.71620000000001,2,2
26,1708617600,1708627425,1,51573.29,2985.04,51631.05,2997.25,0.22,3.9,-37.82,-0.0037199109660654025,-0.37199109660654023,1,0.0,-2.91,7.76799072347532,101.6691,2,2
27,1708632000,1708633660,1,51498.93,2985.92,51828.48,2997.14,0.25,4.39,29.85,0.0029469577227569307,0.29469577227569305,1,0.0,-3.29,8.949601508722566,101.29090000000001,2,2
28,1708704000,1708710032,1,50932.43,2917.91,51081.86,2946.63,0.09,1.6,-33.69,-0.003316290872866657,-0.3316290872866657,1,0.0,-1.19,2.479628022599848,101.58940000000001,2,2
29,1708718400,1708728991,1,51115.08,2945.9,50730.38,2921.63,0.13,2.25,2.8999999999999986,0.00028641268116836606,0.028641268116836607,1,0.0,-1.6999999999999997,3.9156441444033905,101.2525,2,2
30,1708790400,1708794271,1,51080.52,2955.69,51213.04,2971.52,0.17,3.04,-27.849999999999994,-0.0027497618025009497,-0.274976180250095,1,0.0,-2.26,5.397202100273424,101.2815,2,2
31,1708804800,1708822957,1,51562.08,2987.23,51542.77,3001.07,0.18,3.2600000000000002,-51.01,-0.00505034503925626,-0.505034503925626,1,0.0,-2.42,5.872427777120166,101.00299999999999,2,2
32,1708876800,1708877949,1,51494.84,3042.63,51576.48,3052.27,0.28,4.78,-26.849999999999994,-0.0026718305472326893,-0.2671830547232689,1,0.0,-3.62,11.331770293317431,100.4929,2,2
33,1708963200,1708977854,1,52878.05,3144.24,54484.85,3184.16,0.07,1.23,62.45,0.006231017596513424,0.6231017596513424,1,0.0,-0.9299999999999999,3.068884025519048,100.2244,2,2
