starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,294.66,-5.34,-1.78,44,8,36,18.18,5.43,0.1235,0.0002,45.65,XAUUSD
