symbol,config,side,pivot_time,entry_time,exit_time,entry,initial_stop,exit,exit_reason,bars_held,result_r,risk_pct,risk_cash,pnl_cash,balance,drawdown_pct
XAUUSD,trail_start_1R_distance_1R,buy,2026-05-08T00:00:00+00:00,2026-05-11T00:00:00+00:00,2026-05-11T00:00:00+00:00,4683.16,4677.51,4677.51,stop,0,-1.0,1.0,13.144524157743087,-13.144524157743087,1301.3078916165657,3.3684194854103713
XAUUSD,trail_start_1R_distance_1R,sell,2026-05-08T16:00:00+00:00,2026-05-11T16:00:00+00:00,2026-05-12T00:00:00+00:00,4699.93,4749.56,4749.56,stop,2,-1.0,1.0,13.013078916165657,-13.013078916165657,1288.2948127004001,4.334735290556261
XAUUSD,trail_start_1R_distance_1R,buy,2026-05-11T08:00:00+00:00,2026-05-12T08:00:00+00:00,2026-05-12T16:00:00+00:00,4714.37,4648.09,4648.09,stop,2,-1.0,1.0,12.882948127004001,-12.882948127004001,1275.411864573396,5.291387937650702
XAUUSD,trail_start_1R_distance_1R,sell,2026-05-12T00:00:00+00:00,2026-05-13T00:00:00+00:00,2026-05-18T16:00:00+00:00,4711.66,4773.67,4578.25,stop,22,2.1514271891630283,1.0,12.75411864573396,27.439557628243186,1302.8514222016393,3.253801107262386
XAUUSD,trail_start_1R_distance_1R,sell,2026-05-19T00:00:00+00:00,2026-05-20T00:00:00+00:00,2026-05-28T16:00:00+00:00,4483.23,4589.37,4479.35,stop,40,0.03655549274542291,1.0,13.028514222016392,0.4762637571265595,1303.3276859587659,3.218435057544674
XAUUSD,trail_start_1R_distance_1R,sell,2026-05-29T16:00:00+00:00,2026-06-01T16:00:00+00:00,2026-06-11T20:00:00+00:00,4502.76,4595.55,4164.41,stop,49,3.6464058627007274,1.0,13.033276859587659,47.52461715100216,1350.852303109768,0.0
XAUUSD,trail_start_1R_distance_1R,sell,2026-06-15T16:00:00+00:00,2026-06-16T16:00:00+00:00,2026-06-17T04:00:00+00:00,4354.39,4369.73,4346.819999999999,stop,3,0.4934810951761346,1.0,13.50852303109768,6.66620073959812,1357.518503849366,0.0
XAUUSD,trail_start_1R_distance_1R,sell,2026-06-17T20:00:00+00:00,2026-06-18T20:00:00+00:00,2026-07-02T12:00:00+00:00,4219.92,4382.41,4137.15,stop,57,0.5093851929349532,1.0,13.57518503849366,6.9149982499607825,1364.4335020993267,0.0
XAUUSD,trail_start_1R_distance_1R,sell,2026-07-06T04:00:00+00:00,2026-07-07T04:00:00+00:00,2026-07-09T08:00:00+00:00,4146.06,4203.25,4114.099999999999,stop,13,0.5588389578597861,1.0,13.644335020993267,7.62498596382166,1372.0584880631484,0.0
XAUUSD,trail_start_1R_distance_1R,sell,2026-07-09T16:00:00+00:00,2026-07-10T16:00:00+00:00,2026-07-14T08:00:00+00:00,4100.97,4138.31,4030.79,stop,10,1.8794858061060529,1.0,13.720584880631485,25.78764453462019,1397.8461325977685,0.0
XAUUSD,trail_start_1R_distance_1R,sell,2026-07-14T12:00:00+00:00,2026-07-15T12:00:00+00:00,2026-07-22T00:00:00+00:00,4031.32,4101.32,4101.32,stop,27,-1.0,1.0,13.978461325977685,-13.978461325977685,1383.8676712717909,0.9999999999999943
XAUUSD,trail_start_1R_distance_1R,sell,2026-07-22T16:00:00+00:00,2026-07-23T16:00:00+00:00,2026-07-31T20:00:00+00:00,4061.93,4166.22,4046.83,end_of_period,37,0.1447885703327246,1.0,13.83867671271791,2.003682216531195,1385.871353488322,0.8566593153705995
