instrument,broker_symbol,timeframe,distance,signal_filter,ema_slope_bars,exit,sample,trades,wins,losses,win_rate_pct,net_r,profit_factor,expectancy_r,risk_pct,processed_trades,ruined,max_drawdown_pct,ending_balance,max_dd_pct_at_1pct,ending_balance_at_1pct,selection_score
XAUUSD,XAUUSD..,H1,6,ema200_slope,24,trail_start_1R_distance_1R,training,120,60,60,50.0,37.91313376370608,1.6404636056501265,0.31594278136421733,1.0,120,False,12.775483825552945,1434.3922850513961,12.775483825552945,1434.3922850513961,3.1960299525074944
XAUUSD,XAUUSD..,H1,6,ema200_slope,24,trail_start_1.5R_distance_1R,training,100,46,54,46.0,47.73275306113126,1.9019964267021423,0.4773275306113126,1.0,100,False,11.127681076149166,1583.5066587545791,11.127681076149166,1583.5066587545791,4.613467527072481
XAUUSD,XAUUSD..,H1,8,none,1,fixed_2R,training,329,120,209,36.474164133738604,-9.386099720195054,0.930704873732387,-0.02852917848083603,1.0,329,False,17.50744768742976,895.4846054348432,17.50744768742976,895.4846054348432,-1.0781646048394355
XAUUSD,XAUUSD..,H1,8,none,1,fixed_3R,training,326,118,208,36.19631901840491,1.0346603523332638,1.0076137412474488,0.003173804761758478,1.0,326,False,20.198825377834144,989.3075346670806,20.198825377834144,989.3075346670806,-0.5995064169938378
XAUUSD,XAUUSD..,H1,8,none,1,fixed_4R,training,323,116,207,35.91331269349845,11.854647529039928,1.0872735428851095,0.036701695136346524,1.0,323,False,20.198825377834144,1096.920320281437,20.198825377834144,1096.920320281437,0.01474824938106789
XAUUSD,XAUUSD..,H1,8,none,1,trail_start_1R_distance_0.5R,training,331,129,202,38.972809667673715,4.9057512080142,1.0379381146217783,0.014821000628441692,1.0,331,False,14.202742050940076,1029.9246207704746,14.202742050940076,1029.9246207704746,-0.1427744919972982
XAUUSD,XAUUSD..,H1,8,none,1,trail_start_1R_distance_1R,training,324,127,197,39.19753086419753,10.200531593525355,1.080553540230378,0.03148312220223875,1.0,324,False,15.369450241872794,1081.9621429732358,15.369450241872794,1081.9621429732358,0.11400122099994237
XAUUSD,XAUUSD..,H1,8,none,1,trail_start_1.5R_distance_1R,training,323,120,203,37.15170278637771,18.511025906515858,1.139439548770099,0.057309677729151264,1.0,323,False,18.82057974090423,1170.4622361536392,18.82057974090423,1170.4622361536392,0.44807377606704546
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,fixed_2R,training,65,26,39,40.0,12.466485916022531,1.3456407626548514,0.19179209101573125,1.0,65,False,7.918154022591358,1125.3840300120294,7.918154022591358,1125.3840300120294,1.4313972253485334
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,fixed_3R,training,62,21,41,33.87096774193548,22.323054431522994,1.5869576973896582,0.3600492650245644,1.0,62,False,7.830369485886769,1236.7712072573406,7.830369485886769,1236.7712072573406,2.7598596230085635
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,fixed_4R,training,56,18,38,32.142857142857146,33.323054431523005,1.951223169191808,0.5950545434200537,1.0,56,False,7.830369485886771,1374.6940604688068,7.830369485886771,1374.6940604688068,4.432449151785378
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,trail_start_1R_distance_0.5R,training,87,43,44,49.42528735632184,15.069722650791643,1.350735662944456,0.17321520288266257,1.0,87,False,7.961738217325333,1154.3374265378825,7.961738217325333,1154.3374265378825,1.4997846757929314
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,trail_start_1R_distance_1R,training,74,35,39,47.2972972972973,24.065625101181244,1.6338723994161066,0.32521115001596274,1.0,74,False,6.267285279625007,1258.281829145638,6.267285279625007,1258.281829145638,2.7919615416337225
XAUUSD,XAUUSD..,H1,8,ema200_slope,24,trail_start_1.5R_distance_1R,training,63,27,36,42.857142857142854,28.571096690431585,1.841560645684192,0.45350947127669183,1.0,63,False,6.26728527962504,1315.3437843242593,6.26728527962504,1315.3437843242593,3.6251625202991775
XAUUSD,XAUUSD..,H1,10,none,1,fixed_2R,training,265,112,153,42.26415094339623,12.964825037211119,1.1320918387854757,0.04892386806494762,1.0,265,False,14.329669006543847,1123.0593215848153,14.329669006543847,1123.0593215848153,0.39304988665260143
XAUUSD,XAUUSD..,H1,10,none,1,fixed_3R,training,262,106,156,40.458015267175576,20.130204399216293,1.1983211058804828,0.0768328412183828,1.0,262,False,14.176723202718616,1200.8127063371835,14.176723202718616,1200.8127063371835,0.856327418851311
XAUUSD,XAUUSD..,H1,10,none,1,fixed_4R,training,261,105,156,40.229885057471265,32.795507803795935,1.3230986256559834,0.12565328660458214,1.0,261,False,14.176723202718614,1355.7541251489154,14.176723202718614,1355.7541251489154,1.6613868365109963
XAUUSD,XAUUSD..,H1,10,none,1,trail_start_1R_distance_0.5R,training,265,118,147,44.528301886792455,20.940053137836433,1.2210345563411091,0.07901906844466579,1.0,265,False,11.956311872516915,1213.952133435837,11.956311872516915,1213.952133435837,0.9912399474321276
XAUUSD,XAUUSD..,H1,10,none,1,trail_start_1R_distance_1R,training,264,118,146,44.696969696969695,27.383781067787602,1.2892753774860004,0.1037264434385894,1.0,264,False,12.308293371194805,1289.005568430792,12.308293371194805,1289.005568430792,1.386414791917908
XAUUSD,XAUUSD..,H1,10,none,1,trail_start_1.5R_distance_1R,training,263,111,152,42.20532319391635,32.74010017603593,1.3301046582664018,0.12448707291268414,1.0,263,False,12.626900660580894,1355.473139379591,12.626900660580894,1355.473139379591,1.7132807353483757
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,fixed_2R,training,61,30,31,49.18032786885246,28.058410817308246,1.9338181312307616,0.45997394782472534,1.0,61,False,5.851985059899987,1314.3596105779718,5.851985059899987,1314.3596105779718,3.64850469421218
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,fixed_3R,training,50,22,28,44.0,33.80218339764672,2.2497583320211816,0.6760436679529345,1.0,50,False,5.851985059899989,1387.9261046913489,5.851985059899989,1387.9261046913489,4.883734967284644
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,fixed_4R,training,40,17,23,42.5,35.11253356808366,2.592623579814952,0.8778133392020916,1.0,40,False,4.900995009999995,1403.648525553214,4.900995009999995,1403.648525553214,5.744632761285408
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,trail_start_1R_distance_0.5R,training,79,46,33,58.22784810126582,33.527832078152066,1.9869132190976293,0.4244029376981274,1.0,79,False,5.836994517485063,1386.547629485875,5.836994517485063,1386.547629485875,3.8367330237060737
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,trail_start_1R_distance_1R,training,67,38,29,56.71641791044776,25.12087586809587,1.8381330045511703,0.37493844579247565,1.0,67,False,5.248263623074054,1273.7333842653802,5.248263623074054,1273.7333842653802,3.1347928523087023
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,trail_start_1.5R_distance_1R,training,62,29,33,46.774193548387096,32.29718742584702,2.0065198493201866,0.5209223778362423,1.0,62,False,5.703883255428442,1363.787520087431,5.703883255428442,1363.787520087431,4.174569552012418
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,fixed_4R,validation,21,3,18,14.285714285714285,-6.0,0.6666666666666666,-0.2857142857142857,1.0,21,False,8.648275251635901,938.7144877597916,8.648275251635901,938.7144877597916,
XAUUSD,XAUUSD..,H1,10,ema200_slope,24,fixed_4R,full,61,20,41,32.78688524590164,29.112533568083666,1.7269596009635106,0.47725464865710926,1.0,61,False,8.648275251635908,1317.6252066594718,8.648275251635908,1317.6252066594718,
XAUUSD,XAUUSD..,H4,4,none,1,fixed_2R,training,151,65,86,43.04635761589404,14.62558963450258,1.2612773121155119,0.09685820950001708,1.0,151,False,7.2396674424904095,1147.8504143548046,7.2396674424904095,1147.8504143548046,1.0898185038458403
XAUUSD,XAUUSD..,H4,4,none,1,fixed_3R,training,150,63,87,42.0,21.603929468555126,1.3801143326699061,0.14402619645703418,1.0,150,False,6.330252417416758,1227.098054842612,6.330252417416758,1227.098054842612,1.7177605077717164
XAUUSD,XAUUSD..,H4,4,none,1,fixed_4R,training,149,62,87,41.61073825503356,33.243906039358556,1.5849160532524629,0.2231134633513997,1.0,149,False,6.753999338134308,1372.6774160818657,6.753999338134308,1372.6774160818657,2.6910243334803203
XAUUSD,XAUUSD..,H4,4,none,1,trail_start_1R_distance_0.5R,training,152,67,85,44.07894736842105,21.521691329892462,1.3914652881844027,0.1415900745387662,1.0,152,False,8.246806399236503,1226.6156080662713,8.246806399236503,1226.6156080662713,1.6244872135945831
XAUUSD,XAUUSD..,H4,4,none,1,trail_start_1R_distance_1R,training,149,66,83,44.29530201342282,24.06428932308642,1.4411354149795454,0.16150529747037867,1.0,149,False,6.904112877442732,1256.8869009514783,6.904112877442732,1256.8869009514783,1.9114291929570155
XAUUSD,XAUUSD..,H4,4,none,1,trail_start_1.5R_distance_1R,training,149,64,85,42.95302013422819,24.919131842283768,1.4484479322437698,0.1672424955857971,1.0,149,False,6.904112877442732,1267.4222063033678,6.904112877442732,1267.4222063033678,1.9825574984209868
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,fixed_2R,training,32,17,15,53.125,16.141949120474184,2.0761299413649454,0.5044359100148182,1.0,32,False,5.851985059899992,1170.7766891884262,5.851985059899992,1170.7766891884262,2.930860509972623
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,fixed_3R,training,27,14,13,51.85185185185185,24.141949120474166,2.8570730092672436,0.8941462637212654,1.0,27,False,5.851985059900007,1265.4581805229056,5.851985059900007,1265.4581805229056,4.840601823483422
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,fixed_4R,training,21,11,10,52.38095238095239,27.141949120474177,3.714194912047418,1.2924737676416274,1.0,21,False,5.851985059900002,1301.9537927078754,5.851985059900002,1301.9537927078754,6.245908708373635
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,trail_start_1R_distance_0.5R,training,37,21,16,56.75675675675676,22.832014560482712,2.4270009100301695,0.6170814746076408,1.0,37,False,5.851985059900003,1249.1646197056066,5.851985059900003,1249.1646197056066,3.8835308059930553
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,trail_start_1R_distance_1R,training,30,17,13,56.666666666666664,26.131004128822113,3.010077240678624,0.8710334709607371,1.0,30,False,5.851985059900019,1289.7561259772021,5.851985059900019,1289.7561259772021,4.988278987577961
XAUUSD,XAUUSD..,H4,4,ema200_slope,6,trail_start_1.5R_distance_1R,training,29,16,13,55.172413793103445,25.812030874469208,2.9855408364976315,0.8900700301541107,1.0,29,False,5.851985059899996,1285.655229651425,5.851985059899996,1285.655229651425,5.0069255253497085
XAUUSD,XAUUSD..,H4,5,none,1,fixed_2R,training,127,61,66,48.031496062992126,20.520166457253392,1.4680389465819244,0.1615761138366409,1.0,127,False,8.921542726487285,1218.671073795689,8.921542726487285,1218.671073795689,1.6842144609423961
XAUUSD,XAUUSD..,H4,5,none,1,fixed_3R,training,127,61,66,48.031496062992126,29.85700723181785,1.6810004315500744,0.235094545132424,1.0,127,False,8.742536655478462,1334.0023490042038,8.742536655478462,1334.0023490042038,2.551829570397128
XAUUSD,XAUUSD..,H4,5,none,1,fixed_4R,training,127,60,67,47.24409448818898,30.32337651854729,1.676214136914938,0.23876674424052982,1.0,127,False,8.742536655478524,1337.6808768675182,8.742536655478524,1337.6808768675182,2.592495208438966
XAUUSD,XAUUSD..,H4,5,none,1,trail_start_1R_distance_0.5R,training,128,64,64,50.0,36.394309140248296,1.8355787408431479,0.2843305401581898,1.0,128,False,8.669359837015438,1413.1020065324708,8.669359837015438,1413.1020065324708,3.1453952663544946
XAUUSD,XAUUSD..,H4,5,none,1,trail_start_1R_distance_1R,training,127,64,63,50.39370078740157,40.465655353039324,1.9508843810647134,0.31862720750424667,1.0,127,False,8.595141196488495,1470.190368010186,8.595141196488495,1470.190368010186,3.5395732778310123
XAUUSD,XAUUSD..,H4,5,none,1,trail_start_1.5R_distance_1R,training,127,60,67,47.24409448818898,37.92255540415444,1.8456765379193243,0.29860279845790894,1.0,127,False,8.74253665547846,1433.1229141426238,8.74253665547846,1433.1229141426238,3.292232653625726
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,fixed_2R,training,26,15,11,57.692307692307686,16.30875777649218,2.4826143433174708,0.6272599144804685,1.0,26,False,2.9700999999999986,1173.4147235856303,2.9700999999999986,1173.4147235856303,3.451998695528071
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,fixed_3R,training,21,11,10,52.38095238095239,18.308757776492175,2.8308757776492177,0.8718456084043893,1.0,21,False,3.940399000000011,1195.498754874558,3.940399000000011,1195.498754874558,4.2623139014753235
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,fixed_4R,training,20,10,10,50.0,23.308757776492172,3.3308757776492173,1.1654378888246086,1.0,20,False,3.940399000000004,1253.9517335248051,3.940399000000004,1253.9517335248051,5.554012092578717
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,trail_start_1R_distance_0.5R,training,34,20,14,58.82352941176471,23.22515903114581,2.6589399307961292,0.6830929126807591,1.0,34,False,2.970100000000016,1253.9003885656793,2.970100000000016,1253.9003885656793,4.263118903170686
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,trail_start_1R_distance_1R,training,23,14,9,60.86956521739131,28.07223523790535,4.119137248656149,1.22053196686545,1.0,23,False,2.9701000000000017,1314.3656987474387,2.9701000000000017,1314.3656987474387,6.352532269202622
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,trail_start_1.5R_distance_1R,training,23,14,9,60.86956521739131,28.110384051368523,4.123376005707613,1.2221906109290663,1.0,23,False,2.9701000000000066,1314.8653968249944,2.9701000000000066,1314.8653968249944,6.361122660246589
XAUUSD,XAUUSD..,H4,6,none,1,fixed_2R,training,110,42,68,38.18181818181819,-2.3201125443640165,0.9457843488976619,-0.02109193222149106,1.0,110,False,8.781315205284049,971.9409915252854,8.781315205284049,971.9409915252854,-0.43059900726576206
XAUUSD,XAUUSD..,H4,6,none,1,fixed_3R,training,109,42,67,38.53211009174312,5.01822914765468,1.1178543598139605,0.046038799519767706,1.0,109,False,8.781315205284047,1043.6797996566245,8.781315205284047,1043.6797996566245,0.29708472404939096
XAUUSD,XAUUSD..,H4,6,none,1,fixed_4R,training,109,41,68,37.61467889908257,6.404939957355781,1.150080817426313,0.058760917039961294,1.0,109,False,8.858652803535074,1056.8273543474513,8.858652803535074,1056.8273543474513,0.43164799511440477
XAUUSD,XAUUSD..,H4,6,none,1,trail_start_1R_distance_0.5R,training,110,46,64,41.81818181818181,2.5735214317685706,1.0647134196507175,0.02339564937971428,1.0,110,False,8.203722623837646,1020.0087433484243,8.203722623837646,1020.0087433484243,0.07693374877541032
XAUUSD,XAUUSD..,H4,6,none,1,trail_start_1R_distance_1R,training,109,46,63,42.201834862385326,6.995038890863314,1.1768489702250435,0.06417466872351664,1.0,109,False,7.782082908922189,1064.003767888787,7.782082908922189,1064.003767888787,0.5352472407581781
XAUUSD,XAUUSD..,H4,6,none,1,trail_start_1.5R_distance_1R,training,109,43,66,39.44954128440367,5.3605723928678035,1.1289221447235884,0.0491795632373193,1.0,109,False,8.781315205284109,1046.6014102295087,8.781315205284109,1046.6014102295087,0.3315354276691366
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,fixed_2R,training,25,14,11,56.00000000000001,15.138784564790125,2.3762531422536477,0.605551382591605,1.0,25,False,2.970100000000003,1159.822926552074,2.970100000000003,1159.822926552074,3.265390884296072
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,fixed_3R,training,19,10,9,52.63157894736842,16.45791071600025,2.82865674622225,0.8662058271579078,1.0,19,False,3.940399000000007,1174.1086843128323,3.940399000000007,1174.1086843128323,4.042386216820717
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,fixed_4R,training,18,9,9,50.0,20.457910716000256,3.2731011906666954,1.1365505953333477,1.0,18,False,3.940399,1219.6743139620073,3.940399,1219.6743139620073,5.15532501733091
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,trail_start_1R_distance_0.5R,training,28,17,11,60.71428571428571,14.92829276250791,2.357117523864355,0.5331533129467111,1.0,28,False,2.9701,1157.5747318116385,2.9701,1157.5747318116385,3.055945782034035
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,trail_start_1R_distance_1R,training,23,13,10,56.52173913043478,18.252433127644604,2.8252433127644605,0.7935840490280263,1.0,23,False,2.9700999999999995,1194.2253526099605,2.9700999999999995,1194.2253526099605,4.110877895641424
XAUUSD,XAUUSD..,H4,6,ema200_slope,6,trail_start_1.5R_distance_1R,training,23,13,10,56.52173913043478,18.252433127644604,2.8252433127644605,0.7935840490280263,1.0,23,False,2.9700999999999995,1194.2253526099605,2.9700999999999995,1194.2253526099605,4.110877895641424
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,trail_start_1.5R_distance_1R,validation,14,8,6,57.14285714285714,4.822351102381551,1.8037251837302584,0.34445365017011076,1.0,14,False,2.970100000000002,1047.8571821474911,2.970100000000002,1047.8571821474911,
XAUUSD,XAUUSD..,H4,5,ema200_slope,6,trail_start_1.5R_distance_1R,full,37,22,15,59.45945945945946,32.93273515375007,3.1955156769166715,0.8900739230743263,1.0,37,False,5.291387937650717,1377.7911496202812,5.291387937650717,1377.7911496202812,
US100,NAS100U6,H1,6,none,1,fixed_2R,training,47,18,29,38.297872340425535,-4.235481020918748,0.7746965352506271,-0.09011661746635634,1.0,47,False,6.257030920671673,956.681849537189,6.257030920671673,956.681849537189,-0.7518851596450797
US100,NAS100U6,H1,6,none,1,fixed_3R,training,47,18,29,38.297872340425535,-3.109761125630794,0.8345784215093598,-0.06616513033257009,1.0,47,False,5.530483372399158,967.1756936235224,5.530483372399158,967.1756936235224,-0.5496378518201811
US100,NAS100U6,H1,6,none,1,fixed_4R,training,46,18,28,39.130434782608695,-3.009393928568385,0.8309234767275858,-0.06542160714279098,1.0,46,False,5.530483372399158,968.2372835736775,5.530483372399158,968.2372835736775,-0.5402917410556219
US100,NAS100U6,H1,6,none,1,trail_start_1R_distance_0.5R,training,51,24,27,47.05882352941176,1.0706545768363407,1.0618686817737009,0.020993226996790994,1.0,51,False,4.653329084557925,1008.8661746859038,4.653329084557925,1008.8661746859038,0.12306876696547456
US100,NAS100U6,H1,6,none,1,trail_start_1R_distance_1R,training,50,24,26,48.0,-0.35931766273488674,0.9789666541235288,-0.007186353254697735,1.0,50,False,4.158499484297675,994.360257710698,4.158499484297675,994.360257710698,-0.07031017243736555
US100,NAS100U6,H1,6,none,1,trail_start_1.5R_distance_1R,training,47,20,27,42.5531914893617,-2.752865015094681,0.8436232547509077,-0.05857159606584428,1.0,47,False,4.754630554495077,970.9972348170419,4.754630554495077,970.9972348170419,-0.46518836598880386
US100,NAS100U6,H1,6,ema200_slope,24,fixed_2R,training,11,1,10,9.090909090909092,-6.762228839274175,0.22825242717190564,-0.6147480762976523,1.0,11,False,8.23466249855311,934.0364236669482,8.23466249855311,934.0364236669482,-2.3340373455384253
US100,NAS100U6,H1,6,ema200_slope,24,fixed_3R,training,10,1,9,10.0,-6.998633188824673,0.18161470024136053,-0.6998633188824673,1.0,10,False,8.23466249855311,931.9056789951622,8.23466249855311,931.9056789951622,-2.5153064333792456
US100,NAS100U6,H1,6,ema200_slope,24,fixed_4R,training,10,1,9,10.0,-6.998633188824673,0.18161470024136053,-0.6998633188824673,1.0,10,False,8.23466249855311,931.9056789951622,8.23466249855311,931.9056789951622,-2.5153064333792456
US100,NAS100U6,H1,6,ema200_slope,24,trail_start_1R_distance_0.5R,training,11,1,10,9.090909090909092,-6.946887930183266,0.20717798432222684,-0.6315352663802969,1.0,11,False,8.23466249855311,932.3454597760626,8.23466249855311,932.3454597760626,-2.392875322754384
US100,NAS100U6,H1,6,ema200_slope,24,trail_start_1R_distance_1R,training,11,1,10,9.090909090909092,-7.446887930183266,0.15011487752925046,-0.6769898118348423,1.0,11,False,8.23466249855311,927.7668498561267,8.23466249855311,927.7668498561267,-2.552190461062213
US100,NAS100U6,H1,6,ema200_slope,24,trail_start_1.5R_distance_1R,training,11,1,10,9.090909090909092,-7.446887930183266,0.15011487752925046,-0.6769898118348423,1.0,11,False,8.23466249855311,927.7668498561267,8.23466249855311,927.7668498561267,-2.552190461062213
US100,NAS100U6,H1,8,none,1,fixed_2R,training,37,16,21,43.24324324324324,3.246055003612929,1.2299885383564133,0.08773121631386295,1.0,37,False,4.682663824350106,1030.8653760285863,4.682663824350106,1030.8653760285863,0.5308398831109111
US100,NAS100U6,H1,8,none,1,fixed_3R,training,37,15,22,40.54054054054054,-0.1011673357071313,0.9933063762327,-0.002734252316408954,1.0,37,False,6.113061636803309,996.8890910027113,6.113061636803309,996.8890910027113,-0.11215831657586087
US100,NAS100U6,H1,8,none,1,fixed_4R,training,37,15,22,40.54054054054054,1.8988326642928688,1.125634142314775,0.0513198017376451,1.0,37,False,6.113061636803309,1016.3401270888232,6.113061636803309,1016.3401270888232,0.23648882294716495
US100,NAS100U6,H1,8,none,1,trail_start_1R_distance_0.5R,training,38,16,22,42.10526315789473,1.341134064111135,1.0938064865190293,0.03529300168713513,1.0,38,False,5.159694269649435,1011.4952517527423,5.159694269649435,1011.4952517527423,0.17524387599886043
US100,NAS100U6,H1,8,none,1,trail_start_1R_distance_1R,training,38,16,22,42.10526315789473,0.4925474386182603,1.0344515480570908,0.012961774700480534,1.0,38,False,5.65730329568031,1003.1301018364986,5.65730329568031,1003.1301018364986,0.008777345848322404
US100,NAS100U6,H1,8,none,1,trail_start_1.5R_distance_1R,training,37,16,21,43.24324324324324,0.9985352220673336,1.0707479250860061,0.026987438434252258,1.0,37,False,5.1803183663274694,1008.2018027468064,5.1803183663274694,1008.2018027468064,0.11755763340640182
US100,NAS100U6,H1,8,ema200_slope,24,fixed_2R,training,9,1,8,11.11111111111111,-4.514233657735832,0.3070199972985226,-0.5015815175262035,1.0,9,False,6.260714615043741,955.3748557668468,6.260714615043741,955.3748557668468,-1.7091201375855816
US100,NAS100U6,H1,8,ema200_slope,24,fixed_3R,training,8,1,7,12.5,-5.435026539094598,0.15528249316261541,-0.6793783173868247,1.0,8,False,6.260714615043741,946.7584258660717,6.260714615043741,946.7584258660717,-2.1487082714886787
US100,NAS100U6,H1,8,ema200_slope,24,fixed_4R,training,8,1,7,12.5,-5.435026539094598,0.15528249316261541,-0.6793783173868247,1.0,8,False,6.260714615043741,946.7584258660717,6.260714615043741,946.7584258660717,-2.1487082714886787
US100,NAS100U6,H1,8,ema200_slope,24,trail_start_1R_distance_0.5R,training,9,1,8,11.11111111111111,-5.417175489694809,0.16840939789413845,-0.6019083877438677,1.0,9,False,6.260714615043741,946.9175231935756,6.260714615043741,946.9175231935756,-2.030892338149232
US100,NAS100U6,H1,8,ema200_slope,24,trail_start_1R_distance_1R,training,8,1,7,12.5,-5.435026539094598,0.15528249316261541,-0.6793783173868247,1.0,8,False,6.260714615043741,946.7584258660717,6.260714615043741,946.7584258660717,-2.1487082714886787
US100,NAS100U6,H1,8,ema200_slope,24,trail_start_1.5R_distance_1R,training,8,1,7,12.5,-5.435026539094598,0.15528249316261541,-0.6793783173868247,1.0,8,False,6.260714615043741,946.7584258660717,6.260714615043741,946.7584258660717,-2.1487082714886787
US100,NAS100U6,H1,10,none,1,fixed_2R,training,33,12,21,36.36363636363637,-7.574397502423404,0.5172475058858613,-0.22952719704313343,1.0,33,False,9.293706022447646,925.9157368276146,9.293706022447646,925.9157368276146,-1.612694477513585
US100,NAS100U6,H1,10,none,1,fixed_3R,training,33,12,21,36.36363636363637,-7.262918036812305,0.5370995784554601,-0.22008842535794865,1.0,33,False,8.404428630510848,928.6819488009609,8.404428630510848,928.6819488009609,-1.5199239556987596
US100,NAS100U6,H1,10,none,1,fixed_4R,training,33,12,21,36.36363636363637,-6.262918036812305,0.6008343499616667,-0.18978539505491834,1.0,33,False,7.515151238574072,937.6982784009701,7.515151238574072,937.6982784009701,-1.30071498833966
US100,NAS100U6,H1,10,none,1,trail_start_1R_distance_0.5R,training,33,12,21,36.36363636363637,-9.396704324336525,0.4011031969770267,-0.2847486158889856,1.0,33,False,10.365158584072116,909.4436019334823,10.365158584072116,909.4436019334823,-1.9901971263056022
US100,NAS100U6,H1,10,none,1,trail_start_1R_distance_1R,training,33,12,21,36.36363636363637,-9.343736659813851,0.4044790789725968,-0.28314353514587426,1.0,33,False,9.873797566194515,909.9192216732854,9.873797566194515,909.9192216732854,-1.960815816409608
US100,NAS100U6,H1,10,none,1,trail_start_1.5R_distance_1R,training,33,12,21,36.36363636363637,-9.343736659813851,0.4044790789725968,-0.28314353514587426,1.0,33,False,9.873797566194515,909.9192216732854,9.873797566194515,909.9192216732854,-1.960815816409608
US100,NAS100U6,H1,10,ema200_slope,24,fixed_2R,training,7,1,6,14.285714285714285,-3.2261195064466968,0.3826931239388792,-0.460874215206671,1.0,7,False,5.116032410719106,967.8164694106651,5.116032410719106,967.8164694106651,-1.3665958869568464
