symbol,session_date,phase,side,signal_time,entry_time,exit_time,entry,initial_stop,final_stop,target,exit_price,initial_risk,pnl_r,mae_r,exit_reason,stop_locked,asia_high,asia_low,asia_range,liquidity_level
XAUUSD..,2023-09-26,london_fade,buy,2023-09-26T10:45:00+00:00,2023-09-26 10:45:00+00:00,2023-09-26T10:54:00+00:00,1913.34,1912.1254,1913.52219,1915.7692,1913.52219,1.2146000000000186,0.14999999999999064,0.9962127449364322,locked_stop,True,1916.73,1912.91,3.8199999999999363,1912.91
XAUUSD..,2023-11-09,london_fade,buy,2023-11-09T10:40:00+00:00,2023-11-09 10:40:00+00:00,2023-11-09T10:47:00+00:00,1948.8,1946.106,1949.2041,1954.1879999999999,1949.2041,2.69399999999996,0.14999999999999156,0.3266518188566796,locked_stop,True,1954.55,1947.75,6.7999999999999545,1947.75
XAUUSD..,2023-11-22,london_fade,sell,2023-11-22T08:25:00+00:00,2023-11-22 08:25:00+00:00,2023-11-22T08:27:00+00:00,2000.22,2001.3746,2000.04681,1997.9107999999999,2000.04681,1.1546000000000731,0.14999999999997046,0.44171141520869445,locked_stop,True,2000.26,1995.44,4.819999999999936,2000.26
XAUUSD..,2023-11-30,london_fade,buy,2023-11-30T10:45:00+00:00,2023-11-30 10:45:00+00:00,2023-11-30T10:49:00+00:00,2042.24,2040.8166,2040.8166,2045.0867999999998,2040.8166,1.4233999999999014,-1.0,1.0257130813545998,stop,False,2047.14,2041.36,5.7800000000002,2041.36
XAUUSD..,2023-12-29,london_fade,sell,2023-12-29T08:25:00+00:00,2023-12-29 08:25:00+00:00,2023-12-29T08:36:00+00:00,2071.96,2073.0165,2073.0165,2069.8469999999998,2073.0165,1.0565000000001419,-1.0,1.0506389020350007,stop,False,2072.2,2065.65,6.549999999999727,2072.2
XAUUSD..,2024-01-24,london_fade,sell,2024-01-24T09:40:00+00:00,2024-01-24 09:40:00+00:00,2024-01-24T09:43:00+00:00,2028.93,2030.0052,2030.0052,2026.7796,2030.0052,1.0751999999999953,-1.0,1.2555803571427782,stop,False,2029.59,2022.75,6.839999999999918,2029.59
XAUUSD..,2024-01-31,london_fade,sell,2024-01-31T10:30:00+00:00,2024-01-31 10:30:00+00:00,2024-01-31T10:30:00+00:00,2038.45,2039.4715999999999,2039.4715999999999,2036.4068000000004,2039.4715999999999,1.0215999999998076,-1.0,1.1256851996868444,stop,False,2038.58,2032.86,5.720000000000027,2038.58
XAUUSD..,2024-02-12,london_fade,sell,2024-02-12T10:25:00+00:00,2024-02-12 10:25:00+00:00,2024-02-12T10:31:00+00:00,2026.47,2027.1197,2027.1197,2025.1706000000001,2027.1197,0.6496999999999389,-1.0,1.492996767739139,stop,False,2026.8,2021.81,4.990000000000009,2026.8
XAUUSD..,2024-02-13,london_fade,sell,2024-02-13T08:30:00+00:00,2024-02-13 08:30:00+00:00,2024-02-13T08:30:00+00:00,2021.55,2022.0822,2022.0822,2020.4855999999997,2022.0822,0.5322000000001026,-1.0,1.0710259301011396,stop,False,2021.56,2016.82,4.740000000000009,2021.56
XAUUSD..,2024-02-14,london_fade,buy,2024-02-14T10:45:00+00:00,2024-02-14 10:45:00+00:00,2024-02-14T11:35:00+00:00,1989.42,1987.1569,1989.759465,1993.9462000000003,1989.759465,2.2631000000001222,0.15,0.48605894569399366,locked_stop,True,1993.57,1988.8,4.769999999999982,1988.8
XAUUSD..,2024-02-15,london_fade,sell,2024-02-15T09:35:00+00:00,2024-02-15 09:35:00+00:00,2024-02-15T10:07:00+00:00,1993.43,1994.713,1994.713,1990.8640000000003,1994.713,1.2829999999999018,-1.0,1.098986749805115,stop,False,1994.29,1990.19,4.099999999999909,1994.29
XAUUSD..,2024-02-16,london_fade,sell,2024-02-16T10:00:00+00:00,2024-02-16 10:00:00+00:00,2024-02-16T10:16:00+00:00,2005.09,2005.8775,2004.971875,2003.5149999999996,2004.971875,0.7875000000001364,0.14999999999992783,0.9523809523807873,locked_stop,True,2005.58,2002.33,3.25,2005.58
XAUUSD..,2024-02-20,london_fade,sell,2024-02-20T08:35:00+00:00,2024-02-20 08:35:00+00:00,2024-02-20T08:38:00+00:00,2019.62,2020.0204,2020.0204,2018.8191999999995,2020.0204,0.4004000000002179,-1.0,1.3736263736260803,stop,False,2019.66,2014.98,4.680000000000064,2019.66
XAUUSD..,2024-02-27,london_fade,sell,2024-02-27T08:35:00+00:00,2024-02-27 08:35:00+00:00,2024-02-27T08:36:00+00:00,2034.37,2034.7867,2034.7867,2033.5365999999995,2034.7867,0.416700000000219,-1.0,1.2958963282935139,stop,False,2034.49,2030.6,3.8900000000001,2034.49
XAUUSD..,2024-02-28,london_fade,buy,2024-02-28T09:00:00+00:00,2024-02-28 09:00:00+00:00,2024-02-28T09:03:00+00:00,2029.54,2028.6338,2028.6338,2031.3523999999998,2028.6338,0.9061999999998989,-1.0,1.1255793423086466,stop,False,2033.65,2029.11,4.540000000000191,2029.11
XAUUSD..,2024-02-29,london_fade,sell,2024-02-29T09:15:00+00:00,2024-02-29 09:15:00+00:00,2024-02-29T09:29:00+00:00,2036.74,2037.3639,2036.646415,2035.4922,2036.646415,0.6239000000000487,0.15000000000010932,0.721269434204216,locked_stop,True,2037.01,2033.88,3.1299999999998818,2037.01
XAUUSD..,2024-03-01,london_fade,sell,2024-03-01T08:50:00+00:00,2024-03-01 08:50:00+00:00,2024-03-01T08:50:00+00:00,2046.7,2047.1194,2047.1194,2045.8612,2047.1194,0.419399999999996,-1.0,1.0729613733906767,stop,False,2046.78,2042.8,3.980000000000018,2046.78
XAUUSD..,2024-05-02,london_fade,buy,2024-05-02T09:35:00+00:00,2024-05-02 09:35:00+00:00,2024-05-02T09:41:00+00:00,2318.62,2316.2694,2316.2694,2323.3211999999994,2316.2694,2.3505999999997584,-1.0,1.1869309963414663,stop,False,2326.37,2317.35,9.019999999999982,2317.35
XAUUSD..,2024-05-08,london_fade,sell,2024-05-08T08:15:00+00:00,2024-05-08 08:15:00+00:00,2024-05-08T08:30:00+00:00,2318.93,2319.9402,2319.9402,2316.9095999999995,2319.9402,1.010200000000168,-1.0,1.663037022371819,stop,False,2319.3,2306.96,12.340000000000146,2319.3
XAUUSD..,2024-05-10,london_fade,sell,2024-05-10T08:15:00+00:00,2024-05-10 08:15:00+00:00,2024-05-10T08:44:00+00:00,2354.63,2356.9171,2356.9171,2350.0558,2356.9171,2.2871000000000095,-1.0,1.8626207861482864,stop,False,2355.76,2345.19,10.570000000000164,2355.76
XAUUSD..,2024-05-13,london_fade,buy,2024-05-13T08:05:00+00:00,2024-05-13 08:05:00+00:00,2024-05-13T08:17:00+00:00,2354.61,2353.3143,2353.3143,2357.2014000000004,2353.3143,1.2957000000001244,-1.0,1.11136837230834,stop,False,2364.43,2354.24,10.190000000000055,2354.24
XAUUSD..,2024-05-14,london_fade,sell,2024-05-14T08:50:00+00:00,2024-05-14 08:50:00+00:00,2024-05-14T09:13:00+00:00,2343.83,2345.8624,2343.5251399999997,2339.7652,2343.5251399999997,2.0324000000000524,0.1500000000000895,0.8659712654990026,locked_stop,True,2344.84,2334.76,10.079999999999927,2344.84
XAUUSD..,2024-05-17,london_fade,sell,2024-05-17T08:40:00+00:00,2024-05-17 08:40:00+00:00,2024-05-17T08:42:00+00:00,2381.1,2381.909,2380.97865,2379.4819999999995,2380.97865,0.8090000000001965,0.14999999999983138,0.4820766378242002,locked_stop,True,2381.17,2373.87,7.300000000000182,2381.17
XAUUSD..,2024-05-28,london_fade,buy,2024-05-28T09:05:00+00:00,2024-05-28 09:05:00+00:00,2024-05-28T09:09:00+00:00,2349.7,2348.094,2348.094,2352.9119999999994,2348.094,1.6059999999997672,-1.0,1.226650062266554,stop,False,2356.33,2349.13,7.199999999999818,2349.13
XAUUSD..,2024-05-29,london_fade,buy,2024-05-29T09:10:00+00:00,2024-05-29 09:10:00+00:00,2024-05-29T09:11:00+00:00,2355.36,2353.5335999999998,2355.63396,2359.012800000001,2355.63396,1.8264000000003762,0.14999999999996266,0.2847130968023843,locked_stop,True,2362.26,2354.38,7.880000000000109,2354.38
XAUUSD..,2024-06-04,london_fade,buy,2024-06-04T10:15:00+00:00,2024-06-04 10:15:00+00:00,2024-06-04T10:16:00+00:00,2343.88,2342.5396,2344.08106,2346.5608,2344.08106,1.340400000000045,0.14999999999989821,0.18651148910772275,locked_stop,True,2352.77,2343.09,9.679999999999836,2343.09
XAUUSD..,2024-06-17,london_fade,buy,2024-06-17T08:15:00+00:00,2024-06-17 08:15:00+00:00,2024-06-17T08:30:00+00:00,2321.91,2320.7592999999997,2320.7592999999997,2324.2114,2320.7592999999997,1.1507000000001426,-1.0,1.6077170418003648,stop,False,2332.18,2321.49,10.690000000000055,2321.49
XAUUSD..,2024-06-21,london_fade,sell,2024-06-21T08:55:00+00:00,2024-06-21 08:55:00+00:00,2024-06-21T09:01:00+00:00,2364.55,2365.8307,2364.357895,2361.9886000000006,2364.357895,1.280699999999797,0.15000000000008876,0.570000780823092,locked_stop,True,2364.76,2357.07,7.690000000000055,2364.76
XAUUSD..,2024-06-24,london_fade,sell,2024-06-24T08:35:00+00:00,2024-06-24 08:35:00+00:00,2024-06-24T08:46:00+00:00,2325.54,2327.4211,2325.257835,2321.7778,2325.257835,1.8811000000000604,0.15000000000003627,0.29769815533460603,locked_stop,True,2326.6,2317.23,9.36999999999989,2326.6
XAUUSD..,2024-06-28,london_fade,sell,2024-06-28T11:00:00+00:00,2024-06-28 11:00:00+00:00,2024-06-28T11:17:00+00:00,2327.12,2328.8048000000003,2328.8048000000003,2323.750399999999,2328.8048000000003,1.6848000000004504,-1.0,1.0030864197528506,stop,False,2328.19,2319.03,9.159999999999854,2328.19
XAUUSD..,2024-07-01,london_fade,buy,2024-07-01T09:00:00+00:00,2024-07-01 09:00:00+00:00,2024-07-01T09:05:00+00:00,2322.07,2319.9255,2322.3916750000003,2326.359000000001,2322.3916750000003,2.1445000000003347,0.1500000000000424,0.3777104220097081,locked_stop,True,2328.51,2321.36,7.150000000000091,2321.36
XAUUSD..,2024-07-03,london_fade,sell,2024-07-03T08:15:00+00:00,2024-07-03 08:15:00+00:00,2024-07-03T08:24:00+00:00,2334.93,2335.752,2335.752,2333.2859999999996,2335.752,0.8220000000001164,-1.0,1.0097323600976453,stop,False,2335.2,2326.8,8.399999999999636,2335.2
XAUUSD..,2024-07-04,london_fade,buy,2024-07-04T08:30:00+00:00,2024-07-04 08:30:00+00:00,2024-07-04T08:35:00+00:00,2356.42,2355.2566,2356.59451,2358.7468,2356.59451,1.1633999999999105,0.1499999999998632,0.679044180849256,locked_stop,True,2362.41,2355.63,6.779999999999745,2355.63
