symbol,session_date,phase,side,signal_time,entry_time,exit_time,entry,initial_stop,final_stop,target,exit_price,initial_risk,pnl_r,mae_r,exit_reason,stop_locked,asia_high,asia_low,asia_range,liquidity_level
XAUUSD..,2023-08-09,london_fade,sell,2023-08-09T08:40:00+00:00,2023-08-09 08:40:00+00:00,2023-08-09T09:06:00+00:00,1930.75,1932.1052000000002,1932.1052000000002,1928.0395999999996,1932.1052000000002,1.3552000000001954,-1.0,1.210153482880655,stop,False,1931.02,1924.18,6.839999999999918,1931.02
XAUUSD..,2023-08-10,london_fade,sell,2023-08-10T10:05:00+00:00,2023-08-10 10:05:00+00:00,2023-08-10T10:06:00+00:00,1918.95,1919.8774,1919.8774,1917.0952,1919.8774,0.9274000000000342,-1.0,1.49881388828965,stop,False,1919.16,1913.58,5.580000000000155,1919.16
XAUUSD..,2023-08-11,london_fade,sell,2023-08-11T09:05:00+00:00,2023-08-11 09:05:00+00:00,2023-08-11T09:05:00+00:00,1915.83,1916.3278,1916.3278,1914.8343999999997,1916.3278,0.4978000000000975,-1.0,1.0847730012050179,stop,False,1915.92,1910.66,5.259999999999991,1915.92
XAUUSD..,2023-08-14,london_fade,sell,2023-08-14T10:50:00+00:00,2023-08-14 10:50:00+00:00,2023-08-14T10:52:00+00:00,1914.43,1915.4427,1914.2780950000001,1912.4046,1914.2780950000001,1.0126999999999953,0.14999999999994387,0.4344820776141298,locked_stop,True,1915.15,1910.06,5.0900000000001455,1915.15
XAUUSD..,2023-08-15,london_fade,buy,2023-08-15T10:35:00+00:00,2023-08-15 10:35:00+00:00,2023-08-15T11:00:00+00:00,1904.07,1903.2944,1904.18634,1905.6211999999998,1904.18634,0.7755999999999403,0.15000000000005864,0.7091284167096401,locked_stop,True,1908.16,1903.64,4.519999999999982,1903.64
XAUUSD..,2023-08-16,london_fade,sell,2023-08-16T08:40:00+00:00,2023-08-16 08:40:00+00:00,2023-08-16T08:50:00+00:00,1904.84,1905.5491000000002,1904.7336349999998,1903.4217999999994,1904.7336349999998,0.7091000000002623,0.15000000000008015,0.9166549146803702,locked_stop,True,1905.22,1900.25,4.970000000000027,1905.22
XAUUSD..,2023-08-23,london_fade,sell,2023-08-23T08:05:00+00:00,2023-08-23 08:05:00+00:00,2023-08-23T08:18:00+00:00,1903.22,1903.8369,1903.127465,1901.9862,1903.127465,0.6168999999999869,0.15,0.6970335548712479,locked_stop,True,1903.31,1897.08,6.230000000000018,1903.31
XAUUSD..,2023-08-25,london_fade,buy,2023-08-25T10:05:00+00:00,2023-08-25 10:05:00+00:00,2023-08-25T10:10:00+00:00,1914.07,1912.8874,1914.24739,1916.4351999999997,1914.24739,1.1825999999998658,0.1500000000000673,0.37206155927606727,locked_stop,True,1917.53,1913.11,4.420000000000073,1913.11
XAUUSD..,2023-09-20,london_fade,buy,2023-09-20T10:20:00+00:00,2023-09-20 10:20:00+00:00,2023-09-20T10:21:00+00:00,1928.83,1928.1624,1928.1624,1930.1652,1928.1624,0.6675999999999931,-1.0,1.4230077890950088,stop,False,1932.34,1928.42,3.9199999999998454,1928.42
XAUUSD..,2023-09-25,london_fade,buy,2023-09-25T08:40:00+00:00,2023-09-25 08:40:00+00:00,2023-09-25T08:57:00+00:00,1922.93,1921.7259999999999,1921.7259999999999,1925.3380000000004,1921.7259999999999,1.2040000000001783,-1.0,1.0631229235878599,stop,False,1926.41,1922.61,3.800000000000182,1922.61
