symbol,broker_symbol,setup,side,signal_time_iso,entry_time_iso,exit_time_iso,entry,sl,tp,lot,pnl,result,rr,margin,reason
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-18T19:20:00Z,2025-06-18T19:25:00Z,2025-06-18T22:15:00Z,3370.757,3375.659,3356.051,0.2,-98.04,SL,3.0,33.71,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-06-19T00:15:00Z,2025-06-19T00:20:00Z,2025-06-19T00:45:00Z,3377.651,3382.71,3362.474,0.2,-101.18,SL,3.0,33.78,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-19T00:55:00Z,2025-06-19T01:00:00Z,2025-06-19T01:05:00Z,3379.406,3385.05,3362.474,0.2,-112.88,SL,3.0,33.79,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-19T01:15:00Z,2025-06-19T01:20:00Z,2025-06-19T05:50:00Z,3377.696,3382.77,3362.474,0.2,304.44,TP,3.0,33.78,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-19T07:50:00Z,2025-06-19T07:55:00Z,2025-06-19T08:40:00Z,3367.162,3370.111,3358.315,0.2,-58.98,SL,3.0,33.67,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-06-19T08:45:00Z,2025-06-19T08:50:00Z,2025-06-19T10:25:00Z,3370.089,3377.618,3347.503,0.2,-150.58,SL,3.0,33.7,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-06-19T10:40:00Z,2025-06-19T10:45:00Z,2025-06-19T10:50:00Z,3377.084,3374.995,3383.351,0.2,-41.78,SL,3.0,33.77,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-06-19T11:00:00Z,2025-06-19T11:05:00Z,2025-06-22T22:05:00Z,3374.453,3383.436,3347.503,0.2,-179.66,SL,3.0,33.74,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-06-22T22:30:00Z,2025-06-22T22:35:00Z,2025-06-22T23:45:00Z,3376.529,3371.83,3390.627,0.2,-93.98,SL,3.0,33.77,breakout_up_retest_buy
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-06-22T23:50:00Z,2025-06-22T23:55:00Z,2025-06-23T00:00:00Z,3374.857,3371.569,3384.72,0.2,-65.76,SL,3.0,33.75,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,BUY,2025-06-23T05:40:00Z,2025-06-23T05:45:00Z,2025-06-23T11:10:00Z,3353.297,3346.546,3373.551,0.2,405.08,TP,3.0,33.53,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-06-23T12:00:00Z,2025-06-23T12:05:00Z,2025-06-23T12:35:00Z,3376.829,3383.215,3357.672,0.2,383.14,TP,3.0,33.77,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-23T12:40:00Z,2025-06-23T12:45:00Z,2025-06-23T13:40:00Z,3360.057,3352.737,3382.017,0.2,439.2,TP,3.0,33.6,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-06-23T13:45:00Z,2025-06-23T13:50:00Z,2025-06-23T15:15:00Z,3380.81,3388.523,3357.672,0.2,-154.26,SL,3.0,33.81,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-23T16:10:00Z,2025-06-23T16:15:00Z,2025-06-23T22:15:00Z,3387.578,3398.141,3355.889,0.2,633.78,TP,3.0,33.88,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-24T00:10:00Z,2025-06-24T00:15:00Z,2025-06-24T05:35:00Z,3345.01,3334.248,3377.295,0.2,-215.24,SL,3.0,33.45,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-24T05:45:00Z,2025-06-24T05:50:00Z,2025-06-24T06:10:00Z,3333.525,3325.396,3357.912,0.2,-162.58,SL,3.0,33.34,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-24T09:25:00Z,2025-06-24T09:30:00Z,2025-06-24T12:30:00Z,3320.778,3309.914,3353.369,0.2,-217.28,SL,3.0,33.21,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-24T12:55:00Z,2025-06-24T13:00:00Z,2025-06-24T13:35:00Z,3314.614,3318.254,3303.695,0.2,218.38,TP,3.0,33.15,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-24T15:40:00Z,2025-06-24T15:45:00Z,2025-06-24T16:50:00Z,3315.156,3318.25,3305.875,0.2,-61.88,SL,3.0,33.15,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-06-24T16:55:00Z,2025-06-24T17:00:00Z,2025-06-25T00:05:00Z,3318.378,3326.041,3295.388,0.2,-153.26,SL,3.0,33.18,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-06-25T00:45:00Z,2025-06-25T00:50:00Z,2025-06-25T01:10:00Z,3325.663,3323.914,3330.91,0.2,104.94,TP,3.0,33.26,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-06-25T05:50:00Z,2025-06-25T05:55:00Z,2025-06-25T07:40:00Z,3332.801,3335.859,3323.627,0.2,-61.16,SL,3.0,33.33,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-25T07:45:00Z,2025-06-25T07:50:00Z,2025-06-25T09:05:00Z,3333.8,3337.191,3323.627,0.2,203.46,TP,3.0,33.34,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-25T10:05:00Z,2025-06-25T10:10:00Z,2025-06-25T11:45:00Z,3327.172,3323.857,3337.117,0.2,-66.3,SL,3.0,33.27,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-25T12:55:00Z,2025-06-25T13:00:00Z,2025-06-25T13:10:00Z,3320.571,3322.683,3314.235,0.2,126.72,TP,3.0,33.21,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-25T14:15:00Z,2025-06-25T14:20:00Z,2025-06-25T14:35:00Z,3319.536,3323.369,3308.037,0.2,-76.66,SL,3.0,33.2,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,BUY,2025-06-25T14:40:00Z,2025-06-25T14:45:00Z,2025-06-25T16:40:00Z,3322.201,3318.797,3332.414,0.2,204.26,TP,3.0,33.22,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-06-25T17:25:00Z,2025-06-25T17:30:00Z,2025-06-25T19:30:00Z,3328.863,3334.519,3311.894,0.2,-113.12,SL,3.0,33.29,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-25T20:05:00Z,2025-06-25T20:10:00Z,2025-06-25T23:30:00Z,3334.455,3337.903,3324.111,0.2,-68.96,SL,3.0,33.34,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-26T01:35:00Z,2025-06-26T01:40:00Z,2025-06-26T02:40:00Z,3331.742,3328.937,3340.158,0.2,168.32,TP,3.0,33.32,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-06-26T02:55:00Z,2025-06-26T03:00:00Z,2025-06-26T03:05:00Z,3339.401,3342.112,3331.269,0.2,-54.22,SL,3.0,33.39,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-26T03:25:00Z,2025-06-26T03:30:00Z,2025-06-26T06:10:00Z,3338.876,3341.412,3331.269,0.2,152.14,TP,3.0,33.39,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-26T08:00:00Z,2025-06-26T08:05:00Z,2025-06-26T12:35:00Z,3345.702,3350.609,3330.981,0.2,294.42,TP,3.0,33.46,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-26T12:40:00Z,2025-06-26T12:45:00Z,2025-06-26T12:45:00Z,3334.318,3328.967,3350.37,0.2,-107.02,SL,3.0,33.34,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-26T22:10:00Z,2025-06-26T22:15:00Z,2025-06-26T22:40:00Z,3324.474,3320.465,3336.501,0.2,-80.18,SL,3.0,33.24,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-26T23:10:00Z,2025-06-26T23:15:00Z,2025-06-26T23:30:00Z,3323.088,3324.049,3320.205,0.2,57.66,TP,3.0,33.23,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,BUY,2025-06-27T00:05:00Z,2025-06-27T00:10:00Z,2025-06-27T02:30:00Z,3317.553,3312.628,3332.327,0.2,-98.5,SL,3.0,33.18,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-27T04:15:00Z,2025-06-27T04:20:00Z,2025-06-27T07:20:00Z,3294.017,3284.671,3322.055,0.2,-186.92,SL,3.0,32.94,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-27T08:00:00Z,2025-06-27T08:05:00Z,2025-06-27T10:50:00Z,3285.975,3280.993,3300.922,0.2,-99.64,SL,3.0,32.86,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-06-27T10:55:00Z,2025-06-27T11:00:00Z,2025-06-27T11:35:00Z,3285.793,3280.75,3300.922,0.2,-100.86,SL,3.0,32.86,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T12:15:00Z,2025-06-27T12:20:00Z,2025-06-27T12:20:00Z,3273.503,3276.562,3264.327,0.2,-61.18,SL,3.0,32.74,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T12:35:00Z,2025-06-27T12:40:00Z,2025-06-27T13:20:00Z,3272.98,3277.327,3259.94,0.2,260.8,TP,3.0,32.73,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T14:00:00Z,2025-06-27T14:05:00Z,2025-06-27T14:05:00Z,3273.717,3276.496,3265.379,0.2,-55.58,SL,3.0,32.74,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T14:10:00Z,2025-06-27T14:15:00Z,2025-06-27T14:30:00Z,3270.368,3276.493,3251.994,0.2,-122.5,SL,3.0,32.7,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T15:10:00Z,2025-06-27T15:15:00Z,2025-06-27T15:40:00Z,3272.609,3276.499,3260.938,0.2,-77.8,SL,3.0,32.73,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-27T15:45:00Z,2025-06-27T15:50:00Z,2025-06-27T16:25:00Z,3275.351,3277.895,3267.72,0.2,-50.88,SL,3.0,32.75,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-06-27T17:50:00Z,2025-06-27T17:55:00Z,2025-06-29T22:20:00Z,3278.547,3286.124,3255.816,0.2,454.62,TP,3.0,32.79,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-06-29T23:05:00Z,2025-06-29T23:10:00Z,2025-06-29T23:50:00Z,3269.516,3271.191,3264.491,0.2,100.5,TP,3.0,32.7,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-06-30T01:30:00Z,2025-06-30T01:35:00Z,2025-06-30T02:05:00Z,3273.183,3281.604,3247.921,0.2,-168.42,SL,3.0,32.73,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-30T04:05:00Z,2025-06-30T04:10:00Z,2025-06-30T05:15:00Z,3280.463,3287.476,3259.425,0.2,-140.26,SL,3.0,32.8,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-06-30T08:05:00Z,2025-06-30T08:10:00Z,2025-06-30T11:20:00Z,3295.712,3301.961,3276.964,0.2,374.96,TP,3.0,32.96,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-06-30T11:30:00Z,2025-06-30T11:35:00Z,2025-06-30T16:50:00Z,3277.762,3271.423,3296.778,0.2,380.32,TP,3.0,32.78,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-06-30T20:00:00Z,2025-06-30T20:05:00Z,2025-06-30T22:50:00Z,3307.529,3313.681,3289.073,0.2,-123.04,SL,3.0,33.08,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-06-30T23:35:00Z,2025-06-30T23:40:00Z,2025-07-01T01:00:00Z,3310.549,3309.036,3315.088,0.2,90.78,TP,3.0,33.11,breakout_up_retest_buy
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-01T02:20:00Z,2025-07-01T02:25:00Z,2025-07-01T02:40:00Z,3315.409,3314.255,3318.871,0.2,69.24,TP,3.0,33.15,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-01T04:00:00Z,2025-07-01T04:05:00Z,2025-07-01T05:00:00Z,3320.571,3324.122,3309.917,0.2,-71.02,SL,3.0,33.21,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-01T08:10:00Z,2025-07-01T08:15:00Z,2025-07-01T09:25:00Z,3337.811,3344.117,3318.893,0.2,-126.12,SL,3.0,33.38,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-01T12:25:00Z,2025-07-01T12:30:00Z,2025-07-01T12:40:00Z,3352.083,3357.179,3336.794,0.2,-101.92,SL,3.0,33.52,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-01T13:00:00Z,2025-07-01T13:05:00Z,2025-07-01T20:15:00Z,3352.365,3357.555,3336.794,0.2,311.42,TP,3.0,33.52,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-01T22:45:00Z,2025-07-01T22:50:00Z,2025-07-01T23:50:00Z,3342.243,3344.052,3336.816,0.2,108.54,TP,3.0,33.42,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-07-02T01:15:00Z,2025-07-02T01:20:00Z,2025-07-02T01:20:00Z,3337.295,3335.118,3343.826,0.2,-43.54,SL,3.0,33.37,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-02T02:50:00Z,2025-07-02T02:55:00Z,2025-07-02T03:00:00Z,3337.278,3335.095,3343.826,0.2,-43.66,SL,3.0,33.37,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-02T03:05:00Z,2025-07-02T03:10:00Z,2025-07-02T05:30:00Z,3337.251,3335.059,3343.826,0.2,131.5,TP,3.0,33.37,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-02T07:10:00Z,2025-07-02T07:15:00Z,2025-07-02T10:35:00Z,3331.83,3327.444,3344.987,0.2,263.14,TP,3.0,33.32,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-07-02T11:15:00Z,2025-07-02T11:20:00Z,2025-07-02T12:15:00Z,3342.006,3346.812,3327.587,0.2,-96.12,SL,3.0,33.42,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-02T12:25:00Z,2025-07-02T12:30:00Z,2025-07-02T12:50:00Z,3346.534,3351.089,3332.869,0.2,-91.1,SL,3.0,33.47,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-02T12:55:00Z,2025-07-02T13:00:00Z,2025-07-02T18:10:00Z,3346.515,3351.064,3332.869,0.2,-90.98,SL,3.0,33.47,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-02T20:10:00Z,2025-07-02T20:15:00Z,2025-07-02T22:25:00Z,3358.612,3364.502,3340.943,0.2,-117.8,SL,3.0,33.59,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-02T23:00:00Z,2025-07-02T23:05:00Z,2025-07-03T12:30:00Z,3358.867,3364.842,3340.943,0.2,358.48,TP,3.0,33.59,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-07-03T20:15:00Z,2025-07-03T20:20:00Z,2025-07-03T22:00:00Z,3327.221,3324.674,3334.862,0.2,-50.94,SL,3.0,33.27,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-03T22:35:00Z,2025-07-03T22:40:00Z,2025-07-04T03:30:00Z,3326.884,3324.225,3334.862,0.2,159.56,TP,3.0,33.27,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-04T04:10:00Z,2025-07-04T04:15:00Z,2025-07-04T05:40:00Z,3340.128,3338.628,3344.628,0.2,-30.0,SL,3.0,33.4,breakout_up_retest_buy
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-04T05:45:00Z,2025-07-04T05:50:00Z,2025-07-04T06:05:00Z,3339.807,3338.368,3344.124,0.2,86.34,TP,3.0,33.4,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-04T07:15:00Z,2025-07-04T07:20:00Z,2025-07-04T07:40:00Z,3337.85,3341.844,3325.869,0.2,-79.88,SL,3.0,33.38,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-04T08:20:00Z,2025-07-04T08:25:00Z,2025-07-04T09:30:00Z,3343.257,3345.548,3336.384,0.2,137.46,TP,3.0,33.43,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-07-04T09:55:00Z,2025-07-04T10:00:00Z,2025-07-04T10:45:00Z,3334.293,3336.732,3326.976,0.2,-48.78,SL,3.0,33.34,breakout_down_retest_sell
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-07-04T10:50:00Z,2025-07-04T10:55:00Z,2025-07-06T22:05:00Z,3336.213,3338.394,3329.67,0.2,-43.62,SL,3.0,33.36,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,SELL,2025-07-06T22:35:00Z,2025-07-06T22:40:00Z,2025-07-06T23:05:00Z,3335.405,3336.466,3332.222,0.2,63.66,TP,3.0,33.35,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,SELL,2025-07-07T00:15:00Z,2025-07-07T00:20:00Z,2025-07-07T01:00:00Z,3324.395,3326.521,3318.017,0.2,-42.52,SL,3.0,33.24,breakout_down_retest_sell
XAUUSD,XAUUSDm,range,BUY,2025-07-07T04:00:00Z,2025-07-07T04:05:00Z,2025-07-07T04:25:00Z,3311.385,3305.271,3329.726,0.2,-122.28,SL,3.0,33.11,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-07T04:30:00Z,2025-07-07T04:35:00Z,2025-07-07T07:55:00Z,3308.838,3301.875,3329.726,0.2,-139.26,SL,3.0,33.09,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-07T10:45:00Z,2025-07-07T10:50:00Z,2025-07-07T13:50:00Z,3303.055,3299.002,3315.215,0.2,243.2,TP,3.0,33.03,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-07T16:20:00Z,2025-07-07T16:25:00Z,2025-07-07T17:25:00Z,3324.596,3321.659,3333.407,0.2,176.22,TP,3.0,33.25,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-07T20:00:00Z,2025-07-07T20:05:00Z,2025-07-07T22:05:00Z,3336.931,3342.547,3320.082,0.2,-112.32,SL,3.0,33.37,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-07T22:40:00Z,2025-07-07T22:45:00Z,2025-07-08T11:40:00Z,3339.6,3346.106,3320.082,0.2,390.36,TP,3.0,33.4,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-07-08T13:20:00Z,2025-07-08T13:25:00Z,2025-07-08T13:45:00Z,3323.146,3319.577,3333.852,0.2,-71.38,SL,3.0,33.23,range_rejection_from_h4_low
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-09T00:15:00Z,2025-07-09T00:20:00Z,2025-07-09T00:25:00Z,3305.383,3303.668,3310.528,0.2,-34.3,SL,3.0,33.05,breakout_up_retest_buy
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-09T00:35:00Z,2025-07-09T00:40:00Z,2025-07-09T01:00:00Z,3304.939,3303.754,3308.494,0.2,-23.7,SL,3.0,33.05,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-09T01:10:00Z,2025-07-09T01:15:00Z,2025-07-09T01:20:00Z,3302.817,3304.69,3297.199,0.2,-37.46,SL,3.0,33.03,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-09T01:40:00Z,2025-07-09T01:45:00Z,2025-07-09T02:40:00Z,3303.461,3305.548,3297.199,0.2,125.24,TP,3.0,33.03,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-07-09T06:00:00Z,2025-07-09T06:05:00Z,2025-07-09T08:35:00Z,3289.895,3283.859,3308.003,0.2,-120.72,SL,3.0,32.9,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,BUY,2025-07-09T08:40:00Z,2025-07-09T08:45:00Z,2025-07-09T11:55:00Z,3287.157,3283.598,3297.833,0.2,-71.18,SL,3.0,32.87,range_rejection_from_h4_low
XAUUSD,XAUUSDm,range,SELL,2025-07-09T12:40:00Z,2025-07-09T12:45:00Z,2025-07-09T12:50:00Z,3293.35,3296.925,3282.626,0.2,-71.5,SL,3.0,32.93,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-09T13:05:00Z,2025-07-09T13:10:00Z,2025-07-09T13:50:00Z,3295.602,3299.927,3282.626,0.2,-86.5,SL,3.0,32.96,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-09T16:00:00Z,2025-07-09T16:05:00Z,2025-07-09T19:10:00Z,3308.42,3316.237,3284.969,0.2,-156.34,SL,3.0,33.08,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-09T20:00:00Z,2025-07-09T20:05:00Z,2025-07-09T22:10:00Z,3314.887,3317.22,3307.889,0.2,-46.66,SL,3.0,33.15,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-09T23:15:00Z,2025-07-09T23:20:00Z,2025-07-09T23:45:00Z,3318.484,3316.554,3324.274,0.2,-38.6,SL,3.0,33.18,breakout_up_retest_buy
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-09T23:55:00Z,2025-07-10T00:00:00Z,2025-07-10T00:40:00Z,3317.639,3316.226,3321.878,0.2,84.78,TP,3.0,33.18,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-10T00:45:00Z,2025-07-10T00:50:00Z,2025-07-10T01:25:00Z,3320.248,3323.134,3311.59,0.2,-57.72,SL,3.0,33.2,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-10T02:40:00Z,2025-07-10T02:45:00Z,2025-07-10T04:55:00Z,3319.493,3322.127,3311.59,0.2,-52.68,SL,3.0,33.19,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,SELL,2025-07-10T06:20:00Z,2025-07-10T06:25:00Z,2025-07-10T07:00:00Z,3324.611,3327.687,3315.382,0.2,-61.52,SL,3.0,33.25,range_rejection_from_h4_high
XAUUSD,XAUUSDm,breakout_retest,BUY,2025-07-10T07:15:00Z,2025-07-10T07:20:00Z,2025-07-10T07:35:00Z,3326.848,3325.501,3330.889,0.2,-26.94,SL,3.0,33.27,breakout_up_retest_buy
XAUUSD,XAUUSDm,range,SELL,2025-07-10T08:55:00Z,2025-07-10T09:00:00Z,2025-07-10T13:55:00Z,3328.511,3333.076,3314.817,0.2,273.88,TP,3.0,33.29,range_rejection_from_h4_high
XAUUSD,XAUUSDm,range,BUY,2025-07-10T14:10:00Z,2025-07-10T14:15:00Z,2025-07-10T14:25:00Z,3318.999,3315.226,3330.318,0.2,-75.46,SL,3.0,33.19,range_rejection_from_h4_low
