starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,360.54,60.54,20.18,45,22,23,48.89,4.48,0.0996,0.0216,14.94,M15
300.0,325.07,25.07,8.36,27,13,14,48.15,2.1,0.0777,0.0095,17.16,M30
