starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,237.13,-62.87,-20.96,92,24,68,26.09,1.78,0.0194,0.0001,60.84,BTCUSD
300.0,223.33,-76.67,-25.56,58,15,43,25.86,-1.79,-0.0308,0.048,58.98,US30
