time,event,note,basket,legs,first_entry,gap,volume,price,trigger,bid,ask,balance,equity,basket_start_balance,day_start_balance,basket_pnl,daily_pnl,common_sl,total_lots,positions,day,day_locked
2026.03.05 05:50:51,basket_closed,native_sl_tp,3,3,5190.773,10.0,0.0,0.0,0.0,5160.814,5160.929,2981.13,2981.13,3040.35,3000.0,-59.2199999999998,-18.86999999999989,5160.819,0.0,0,20260305,false
2026.03.05 05:50:51,buy_request,prescribed size; projected basket stop,4,0,0.0,10.0,0.01,5160.847,5160.847,5160.732,5160.847,2981.13,2981.13,2981.13,3000.0,0.0,-18.86999999999989,0.0,0.0,0,20260305,false
2026.03.05 05:50:52,buy_filled,,4,1,5161.272,10.0,0.01,5161.272,5160.847,5161.157,5161.272,2981.07,2980.96,2981.13,3000.0,-0.17000000000007276,-19.039999999999964,5100.902,0.01,1,20260305,false
2026.03.05 05:58:19,buy_request,prescribed size; projected basket stop,4,1,5161.272,10.0,0.01,5151.27,5151.272,5151.155,5151.27,2981.07,2970.96,2981.13,3000.0,-10.170000000000073,-29.039999999999964,5101.332,0.01,1,20260305,false
2026.03.05 05:58:20,buy_filled,,4,2,5161.272,10.0,0.01,5150.441,5151.272,5150.326,5150.441,2981.01,2969.96,2981.13,3000.0,-11.170000000000073,-30.039999999999964,5126.329,0.02,2,20260305,false
2026.03.05 06:08:49,buy_request,prescribed size; projected basket stop,4,2,5161.272,10.0,0.01,5141.073,5141.272,5140.958,5141.073,2981.01,2951.22,2981.13,3000.0,-29.91000000000031,-48.7800000000002,5126.329,0.02,2,20260305,false
2026.03.05 06:08:50,buy_filled,,4,3,5161.272,10.0,0.01,5140.265,5141.272,5140.098,5140.265,2980.95,2949.27,2981.13,3000.0,-31.860000000000127,-50.73000000000002,5130.987,0.03,3,20260305,false
2026.03.05 06:10:42,native_exit,one or more protective SL/TP positions exited,4,3,5161.272,10.0,0.0,0.0,0.0,5130.86,5131.052,2921.55,2921.55,2981.13,3000.0,-59.57999999999993,-78.44999999999982,5130.987,0.0,0,20260305,false
2026.03.05 06:10:42,basket_closed,native_sl_tp,4,3,5161.272,10.0,0.0,0.0,0.0,5130.86,5131.052,2921.55,2921.55,2981.13,3000.0,-59.57999999999993,-78.44999999999982,5130.987,0.0,0,20260305,false
2026.03.05 06:10:42,buy_request,prescribed size; projected basket stop,5,0,0.0,10.0,0.01,5131.161,5131.161,5130.969,5131.161,2921.55,2921.55,2921.55,3000.0,0.0,-78.44999999999982,0.0,0.0,0,20260305,false
2026.03.05 06:10:43,buy_filled,,5,1,5128.503,10.0,0.01,5128.503,5131.161,5128.311,5128.503,2921.49,2921.3,2921.55,3000.0,-0.25,-78.69999999999982,5119.666,0.01,1,20260305,false
2026.03.05 06:37:47,native_exit,one or more protective SL/TP positions exited,5,1,5128.503,10.0,0.0,0.0,0.0,5148.608,5148.723,2941.6,2941.6,2921.55,3000.0,20.049999999999727,-58.40000000000009,5119.666,0.0,0,20260305,false
2026.03.05 06:37:47,basket_closed,native_sl_tp,5,1,5128.503,10.0,0.0,0.0,0.0,5148.608,5148.723,2941.6,2941.6,2921.55,3000.0,20.049999999999727,-58.40000000000009,5119.666,0.0,0,20260305,false
2026.03.05 06:37:47,buy_request,prescribed size; projected basket stop,6,0,0.0,10.0,0.01,5148.831,5148.831,5148.716,5148.831,2941.6,2941.6,2941.6,3000.0,0.0,-58.40000000000009,0.0,0.0,0,20260305,false
2026.03.05 06:37:48,buy_filled,,6,1,5148.363,10.0,0.01,5148.363,5148.831,5148.248,5148.363,2941.54,2941.43,2941.6,3000.0,-0.17000000000007276,-58.570000000000164,5117.286,0.01,1,20260305,false
2026.03.05 06:59:51,native_exit,one or more protective SL/TP positions exited,6,1,5148.363,10.0,0.0,0.0,0.0,5168.424,5168.539,2961.6,2961.6,2941.6,3000.0,20.0,-38.40000000000009,5117.286,0.0,0,20260305,false
2026.03.05 06:59:51,basket_closed,native_sl_tp,6,1,5148.363,10.0,0.0,0.0,0.0,5168.424,5168.539,2961.6,2961.6,2941.6,3000.0,20.0,-38.40000000000009,5117.286,0.0,0,20260305,false
2026.03.05 06:59:51,buy_request,prescribed size; projected basket stop,7,0,0.0,10.0,0.01,5168.752,5168.752,5168.655,5168.752,2961.6,2961.6,2961.6,3000.0,0.0,-38.40000000000009,0.0,0.0,0,20260305,false
2026.03.05 06:59:52,buy_filled,,7,1,5168.487,10.0,0.01,5168.487,5168.752,5168.372,5168.487,2961.54,2961.42,2961.6,3000.0,-0.1799999999998363,-38.57999999999993,5117.207,0.01,1,20260305,false
2026.03.05 08:01:49,buy_request,prescribed size; projected basket stop,7,1,5168.487,10.0,0.01,5158.435,5158.487,5158.338,5158.435,2961.54,2951.39,2961.6,3000.0,-10.210000000000036,-48.61000000000013,5117.207,0.01,1,20260305,false
2026.03.05 08:01:50,buy_filled,,7,2,5168.487,10.0,0.01,5158.5,5158.487,5158.385,5158.5,2961.48,2951.27,2961.6,3000.0,-10.329999999999927,-48.73000000000002,5137.719,0.02,2,20260305,false
2026.03.05 08:09:34,buy_request,prescribed size; projected basket stop,7,2,5168.487,10.0,0.01,5148.381,5148.487,5148.266,5148.381,2961.48,2931.03,2961.6,3000.0,-30.56999999999971,-68.9699999999998,5137.754,0.02,2,20260305,false
2026.03.05 08:09:34,buy_filled,,7,3,5168.487,10.0,0.01,5148.908,5148.487,5148.793,5148.908,2961.42,2931.89,2961.6,3000.0,-29.710000000000036,-68.11000000000013,5141.315,0.03,3,20260305,false
2026.03.05 08:15:16,native_exit,one or more protective SL/TP positions exited,7,3,5168.487,10.0,0.0,0.0,0.0,5141.026,5141.141,2908.61,2908.61,2961.6,3000.0,-52.98999999999978,-91.38999999999987,5141.492,0.0,0,20260305,false
2026.03.05 08:15:16,basket_closed,native_sl_tp,7,3,5168.487,10.0,0.0,0.0,0.0,5141.026,5141.141,2908.61,2908.61,2961.6,3000.0,-52.98999999999978,-91.38999999999987,5141.492,0.0,0,20260305,false
2026.03.05 08:15:16,daily_loss_lock,closed plus floating daily threshold,7,3,5168.487,10.0,0.0,0.0,0.0,5141.026,5141.141,2908.61,2908.61,2961.6,3000.0,-52.98999999999978,-91.38999999999987,5141.492,0.0,0,20260305,true
2026.03.06 00:00:00,day_start,,7,0,0.0,0.0,0.0,0.0,0.0,5086.134,5086.231,2908.61,2908.61,2961.6,2908.61,-52.98999999999978,0.0,0.0,0.0,0,20260306,false
2026.03.06 00:00:00,buy_request,prescribed size; projected basket stop,8,0,0.0,10.0,0.01,5086.231,5086.231,5086.134,5086.231,2908.61,2908.61,2908.61,2908.61,0.0,0.0,0.0,0.0,0,20260306,false
2026.03.06 00:00:00,buy_filled,,8,1,5086.119,10.0,0.01,5086.119,5086.231,5086.022,5086.119,2908.55,2908.45,2908.61,2908.61,-0.16000000000030923,-0.16000000000030923,5026.286,0.01,1,20260306,false
2026.03.06 00:00:15,buy_request,prescribed size; projected basket stop,8,1,5086.119,10.0,0.01,5075.943,5076.119,5075.776,5075.943,2908.55,2898.21,2908.61,2908.61,-10.400000000000091,-10.400000000000091,5026.286,0.01,1,20260306,false
2026.03.06 00:00:16,buy_filled,,8,2,5086.119,10.0,0.01,5077.801,5076.119,5077.609,5077.801,2908.49,2899.79,2908.61,2908.61,-8.820000000000164,-8.820000000000164,5051.089,0.02,2,20260306,false
2026.03.06 00:28:48,native_exit,one or more protective SL/TP positions exited,8,2,5086.119,10.0,0.0,0.0,0.0,5092.204,5092.301,2928.97,2928.97,2908.61,2908.61,20.359999999999673,20.359999999999673,5052.02,0.0,0,20260306,false
2026.03.06 00:28:48,basket_closed,native_sl_tp,8,2,5086.119,10.0,0.0,0.0,0.0,5092.204,5092.301,2928.97,2928.97,2908.61,2908.61,20.359999999999673,20.359999999999673,5052.02,0.0,0,20260306,false
2026.03.06 00:28:48,buy_request,prescribed size; projected basket stop,9,0,0.0,10.0,0.01,5092.217,5092.217,5092.102,5092.217,2928.97,2928.97,2928.97,2908.61,0.0,20.359999999999673,0.0,0.0,0,20260306,false
2026.03.06 00:28:49,buy_filled,,9,1,5092.619,10.0,0.01,5092.619,5092.217,5092.504,5092.619,2928.91,2928.79,2928.97,2908.61,-0.1799999999998363,20.179999999999836,5032.272,0.01,1,20260306,false
2026.03.06 00:41:20,buy_request,prescribed size; projected basket stop,9,1,5092.619,10.0,0.01,5082.56,5082.619,5082.463,5082.56,2928.91,2918.75,2928.97,2908.61,-10.2199999999998,10.139999999999873,5032.679,0.01,1,20260306,false
2026.03.06 00:41:21,buy_filled,,9,2,5092.619,10.0,0.01,5082.027,5082.619,5081.93,5082.027,2928.85,2918.06,2928.97,2908.61,-10.909999999999854,9.449999999999818,5057.647,0.02,2,20260306,false
2026.03.06 01:00:25,buy_request,prescribed size; projected basket stop,9,2,5092.619,10.0,0.01,5072.501,5072.619,5072.386,5072.501,2928.85,2898.98,2928.97,2908.61,-29.98999999999978,-9.63000000000011,5057.647,0.02,2,20260306,false
2026.03.06 01:00:26,buy_filled,,9,3,5092.619,10.0,0.01,5071.974,5072.619,5071.782,5071.974,2928.79,2897.51,2928.97,2908.61,-31.45999999999958,-11.099999999999909,5062.441,0.03,3,20260306,false
2026.03.06 01:31:07,native_exit,one or more protective SL/TP positions exited,9,3,5092.619,10.0,0.0,0.0,0.0,5089.043,5089.14,2949.29,2949.29,2928.97,2908.61,20.320000000000164,40.679999999999836,5062.441,0.0,0,20260306,false
2026.03.06 01:31:07,basket_closed,native_sl_tp,9,3,5092.619,10.0,0.0,0.0,0.0,5089.043,5089.14,2949.29,2949.29,2928.97,2908.61,20.320000000000164,40.679999999999836,5062.441,0.0,0,20260306,false
2026.03.06 01:31:07,buy_request,prescribed size; projected basket stop,10,0,0.0,10.0,0.01,5089.191,5089.191,5089.094,5089.191,2949.29,2949.29,2949.29,2908.61,0.0,40.679999999999836,0.0,0.0,0,20260306,false
2026.03.06 01:31:07,buy_filled,,10,1,5089.574,10.0,0.01,5089.574,5089.191,5089.459,5089.574,2949.23,2949.12,2949.29,2908.61,-0.17000000000007276,40.50999999999976,5029.246,0.01,1,20260306,false
2026.03.06 01:39:13,native_exit,one or more protective SL/TP positions exited,10,1,5089.574,10.0,0.0,0.0,0.0,5109.637,5109.734,2969.3,2969.3,2949.29,2908.61,20.01000000000022,60.690000000000055,5029.634,0.0,0,20260306,false
2026.03.06 01:39:13,basket_closed,native_sl_tp,10,1,5089.574,10.0,0.0,0.0,0.0,5109.637,5109.734,2969.3,2969.3,2949.29,2908.61,20.01000000000022,60.690000000000055,5029.634,0.0,0,20260306,false
2026.03.06 01:39:13,daily_profit_lock,,10,0,0.0,0.0,0.0,0.0,0.0,5109.543,5109.64,2969.3,2969.3,2949.29,2908.61,20.01000000000022,60.690000000000055,0.0,0.0,0,20260306,false
2026.03.08 22:03:03,day_start,,10,0,0.0,0.0,0.0,0.0,0.0,5178.973,5179.165,2969.3,2969.3,2949.29,2969.3,20.01000000000022,0.0,0.0,0.0,0,20260308,false
2026.03.08 22:03:03,buy_request,prescribed size; projected basket stop,11,0,0.0,10.0,0.01,5179.165,5179.165,5178.973,5179.165,2969.3,2969.3,2969.3,2969.3,0.0,0.0,0.0,0.0,0,20260308,false
2026.03.08 22:03:04,buy_filled,,11,1,5178.929,10.0,0.01,5178.929,5179.165,5178.737,5178.929,2969.24,2969.05,2969.3,2969.3,-0.25,-0.25,5119.22,0.01,1,20260308,false
2026.03.08 22:04:56,buy_request,prescribed size; projected basket stop,11,1,5178.929,10.0,0.01,5168.857,5168.929,5168.665,5168.857,2969.24,2958.98,2969.3,2969.3,-10.320000000000164,-10.320000000000164,5119.22,0.01,1,20260308,false
2026.03.08 22:04:57,buy_filled,,11,2,5178.929,10.0,0.01,5168.406,5168.929,5168.159,5168.406,2969.18,2958.16,2969.3,2969.3,-11.140000000000327,-11.140000000000327,5143.951,0.02,2,20260308,false
2026.03.08 22:05:08,buy_request,prescribed size; projected basket stop,11,2,5178.929,10.0,0.01,5155.378,5158.929,5155.131,5155.378,2969.18,2932.1,2969.3,2969.3,-37.20000000000027,-37.20000000000027,5143.951,0.02,2,20260308,false
2026.03.08 22:05:09,add_rejected,invalid stops,11,2,5178.929,10.0,0.01,5155.378,5147.63,5147.439,5147.656,2969.18,2916.72,2969.3,2969.3,-52.58000000000038,-52.58000000000038,5143.951,0.02,2,20260308,false
2026.03.08 22:05:32,native_exit,one or more protective SL/TP positions exited,11,2,5178.929,10.0,0.0,0.0,0.0,5143.364,5143.611,2908.56,2908.56,2969.3,2969.3,-60.74000000000024,-60.74000000000024,5143.951,0.0,0,20260308,false
2026.03.08 22:05:32,basket_closed,native_sl_tp,11,2,5178.929,10.0,0.0,0.0,0.0,5143.364,5143.611,2908.56,2908.56,2969.3,2969.3,-60.74000000000024,-60.74000000000024,5143.951,0.0,0,20260308,false
2026.03.08 22:05:32,buy_request,prescribed size; projected basket stop,12,0,0.0,10.0,0.01,5143.328,5143.328,5143.081,5143.328,2908.56,2908.56,2908.56,2969.3,0.0,-60.74000000000024,0.0,0.0,0,20260308,false
2026.03.08 22:05:33,buy_filled,,12,1,5144.746,10.0,0.01,5144.746,5143.328,5144.499,5144.746,2908.5,2908.25,2908.56,2969.3,-0.30999999999994543,-61.05000000000018,5114.123,0.01,1,20260308,false
2026.03.08 22:07:26,buy_request,prescribed size; projected basket stop,12,1,5144.746,10.0,0.01,5134.449,5134.746,5134.232,5134.449,2908.5,2897.98,2908.56,2969.3,-10.579999999999927,-71.32000000000016,5115.546,0.01,1,20260308,false
2026.03.08 22:07:27,buy_filled,,12,2,5144.746,10.0,0.01,5133.966,5134.746,5133.749,5133.966,2908.44,2897.22,2908.56,2969.3,-11.340000000000146,-72.08000000000038,5125.025,0.02,2,20260308,false
2026.03.08 22:07:42,native_exit,one or more protective SL/TP positions exited,12,2,5144.746,10.0,0.0,0.0,0.0,5124.408,5124.625,2878.54,2878.54,2908.56,2969.3,-30.019999999999982,-90.76000000000022,5125.025,0.0,0,20260308,false
2026.03.08 22:07:42,basket_closed,native_sl_tp,12,2,5144.746,10.0,0.0,0.0,0.0,5124.408,5124.625,2878.54,2878.54,2908.56,2969.3,-30.019999999999982,-90.76000000000022,5125.025,0.0,0,20260308,false
2026.03.08 22:07:42,daily_loss_lock,closed plus floating daily threshold,12,2,5144.746,10.0,0.0,0.0,0.0,5124.408,5124.625,2878.54,2878.54,2908.56,2969.3,-30.019999999999982,-90.76000000000022,5125.025,0.0,0,20260308,true
2026.03.09 00:00:00,day_start,,12,0,0.0,0.0,0.0,0.0,0.0,5075.958,5076.055,2878.54,2878.54,2908.56,2878.54,-30.019999999999982,0.0,0.0,0.0,0,20260309,false
2026.03.09 00:00:00,buy_request,prescribed size; projected basket stop,13,0,0.0,10.0,0.01,5076.055,5076.055,5075.958,5076.055,2878.54,2878.54,2878.54,2878.54,0.0,0.0,0.0,0.0,0,20260309,false
2026.03.09 00:00:01,buy_filled,,13,1,5074.325,10.0,0.01,5074.325,5076.055,5074.21,5074.325,2878.48,2878.36,2878.54,2878.54,-0.1799999999998363,-0.1799999999998363,5016.11,0.01,1,20260309,false
2026.03.09 00:02:19,buy_request,prescribed size; projected basket stop,13,1,5074.325,10.0,0.01,5064.2,5064.325,5064.008,5064.2,2878.48,2868.16,2878.54,2878.54,-10.38000000000011,-10.38000000000011,5016.11,0.01,1,20260309,false
2026.03.09 00:02:20,buy_filled,,13,2,5074.325,10.0,0.01,5064.382,5064.325,5064.215,5064.382,2878.42,2868.15,2878.54,2878.54,-10.389999999999873,-10.389999999999873,5039.32,0.02,2,20260309,false
2026.03.09 00:06:22,buy_request,prescribed size; projected basket stop,13,2,5074.325,10.0,0.01,5054.291,5054.325,5054.176,5054.291,2878.42,2848.07,2878.54,2878.54,-30.4699999999998,-30.4699999999998,5039.414,0.02,2,20260309,false
2026.03.09 00:06:23,buy_filled,,13,3,5074.325,10.0,0.01,5053.604,5054.325,5053.507,5053.604,2878.36,2846.58,2878.54,2878.54,-31.960000000000036,-31.960000000000036,5044.391,0.03,3,20260309,false
2026.03.09 00:11:39,native_exit,one or more protective SL/TP positions exited,13,3,5074.325,10.0,0.0,0.0,0.0,5044.371,5044.486,2819.16,2819.16,2878.54,2878.54,-59.38000000000011,-59.38000000000011,5044.391,0.0,0,20260309,false
2026.03.09 00:11:39,basket_closed,native_sl_tp,13,3,5074.325,10.0,0.0,0.0,0.0,5044.371,5044.486,2819.16,2819.16,2878.54,2878.54,-59.38000000000011,-59.38000000000011,5044.391,0.0,0,20260309,false
2026.03.09 00:11:39,buy_request,prescribed size; projected basket stop,14,0,0.0,10.0,0.01,5044.307,5044.307,5044.192,5044.307,2819.16,2819.16,2819.16,2878.54,0.0,-59.38000000000011,0.0,0.0,0,20260309,false
2026.03.09 00:11:40,buy_filled,,14,1,5045.063,10.0,0.01,5045.063,5044.307,5044.966,5045.063,2819.1,2819.01,2819.16,2878.54,-0.1499999999996362,-59.529999999999745,5013.742,0.01,1,20260309,false
2026.03.09 00:13:42,buy_request,prescribed size; projected basket stop,14,1,5045.063,10.0,0.01,5035.019,5035.063,5034.827,5035.019,2819.1,2808.87,2819.16,2878.54,-10.289999999999964,-69.67000000000007,5014.503,0.01,1,20260309,false
2026.03.09 00:13:43,buy_filled,,14,2,5045.063,10.0,0.01,5033.928,5035.063,5033.813,5033.928,2819.04,2807.67,2819.16,2878.54,-11.489999999999782,-70.86999999999989,5024.789,0.02,2,20260309,false
2026.03.09 00:22:05,native_exit,one or more protective SL/TP positions exited,14,2,5045.063,10.0,0.0,0.0,0.0,5049.595,5049.71,2839.25,2839.25,2819.16,2878.54,20.090000000000146,-39.289999999999964,5024.789,0.0,0,20260309,false
2026.03.09 00:22:05,basket_closed,native_sl_tp,14,2,5045.063,10.0,0.0,0.0,0.0,5049.595,5049.71,2839.25,2839.25,2819.16,2878.54,20.090000000000146,-39.289999999999964,5024.789,0.0,0,20260309,false
2026.03.09 00:22:05,buy_request,prescribed size; projected basket stop,15,0,0.0,10.0,0.01,5049.836,5049.836,5049.721,5049.836,2839.25,2839.25,2839.25,2878.54,0.0,-39.289999999999964,0.0,0.0,0,20260309,false
2026.03.09 00:22:06,buy_filled,,15,1,5049.778,10.0,0.01,5049.778,5049.836,5049.586,5049.778,2839.19,2839.0,2839.25,2878.54,-0.25,-39.539999999999964,4999.181,0.01,1,20260309,false
2026.03.09 00:47:23,buy_request,prescribed size; projected basket stop,15,1,5049.778,10.0,0.01,5039.73,5039.778,5039.615,5039.73,2839.19,2829.03,2839.25,2878.54,-10.2199999999998,-49.50999999999976,4999.181,0.01,1,20260309,false
2026.03.09 00:47:24,buy_filled,,15,2,5049.778,10.0,0.01,5039.106,5039.778,5038.991,5039.106,2839.13,2828.22,2839.25,2878.54,-11.0300000000002,-50.320000000000164,5019.457,0.02,2,20260309,false
2026.03.09 01:00:18,buy_request,prescribed size; projected basket stop,15,2,5049.778,10.0,0.01,5029.577,5029.778,5029.385,5029.577,2839.13,2809.02,2839.25,2878.54,-30.230000000000018,-69.51999999999998,5019.457,0.02,2,20260309,false
2026.03.09 01:00:19,buy_filled,,15,3,5049.778,10.0,0.01,5028.71,5029.778,5028.518,5028.71,2839.07,2807.03,2839.25,2878.54,-32.2199999999998,-71.50999999999976,5022.642,0.03,3,20260309,false
2026.03.09 01:00:22,native_exit,one or more protective SL/TP positions exited,15,3,5049.778,10.0,0.0,0.0,0.0,5022.619,5022.811,2789.33,2789.33,2839.25,2878.54,-49.92000000000007,-89.21000000000004,5022.642,0.0,0,20260309,false
2026.03.09 01:00:22,basket_closed,native_sl_tp,15,3,5049.778,10.0,0.0,0.0,0.0,5022.619,5022.811,2789.33,2789.33,2839.25,2878.54,-49.92000000000007,-89.21000000000004,5022.642,0.0,0,20260309,false
2026.03.09 01:00:22,buy_request,prescribed size; projected basket stop,16,0,0.0,10.0,0.01,5022.927,5022.927,5022.735,5022.927,2789.33,2789.33,2789.33,2878.54,0.0,-89.21000000000004,0.0,0.0,0,20260309,false
2026.03.09 01:00:23,add_rejected,invalid stops,16,0,0.0,10.0,0.01,5022.927,5022.192,5022.062,5022.254,2789.33,2789.33,2789.33,2878.54,0.0,-89.21000000000004,0.0,0.0,0,20260309,false
2026.03.09 01:01:23,buy_request,prescribed size; projected basket stop,17,0,0.0,10.0,0.01,5024.453,5024.453,5024.338,5024.453,2789.33,2789.33,2789.33,2878.54,0.0,-89.21000000000004,0.0,0.0,0,20260309,false
2026.03.09 01:01:24,add_rejected,invalid stops,17,0,0.0,10.0,0.01,5024.453,5023.718,5022.618,5022.733,2789.33,2789.33,2789.33,2878.54,0.0,-89.21000000000004,0.0,0.0,0,20260309,false
2026.03.09 01:02:24,buy_request,prescribed size; projected basket stop,18,0,0.0,10.0,0.01,5030.029,5030.029,5029.914,5030.029,2789.33,2789.33,2789.33,2878.54,0.0,-89.21000000000004,0.0,0.0,0,20260309,false
2026.03.09 01:02:25,buy_filled,,18,1,5031.337,10.0,0.01,5031.337,5030.029,5031.17,5031.337,2789.27,2789.1,2789.33,2878.54,-0.2300000000000182,-89.44000000000005,5029.294,0.01,1,20260309,false
2026.03.09 01:02:31,native_exit,one or more protective SL/TP positions exited,18,1,5031.337,10.0,0.0,0.0,0.0,5030.497,5030.612,2788.43,2788.43,2789.33,2878.54,-0.900000000000091,-90.11000000000013,5030.607,0.0,0,20260309,false
2026.03.09 01:02:31,basket_closed,native_sl_tp,18,1,5031.337,10.0,0.0,0.0,0.0,5030.497,5030.612,2788.43,2788.43,2789.33,2878.54,-0.900000000000091,-90.11000000000013,5030.607,0.0,0,20260309,false
2026.03.09 01:02:31,daily_loss_lock,closed plus floating daily threshold,18,1,5031.337,10.0,0.0,0.0,0.0,5030.497,5030.612,2788.43,2788.43,2789.33,2878.54,-0.900000000000091,-90.11000000000013,5030.607,0.0,0,20260309,true
2026.03.10 00:00:00,day_start,,18,0,0.0,0.0,0.0,0.0,0.0,5139.498,5139.613,2788.43,2788.43,2789.33,2788.43,-0.900000000000091,0.0,0.0,0.0,0,20260310,false
2026.03.10 00:00:00,buy_request,prescribed size; projected basket stop,19,0,0.0,10.0,0.01,5139.613,5139.613,5139.498,5139.613,2788.43,2788.43,2788.43,2788.43,0.0,0.0,0.0,0.0,0,20260310,false
2026.03.10 00:00:01,buy_filled,,19,1,5140.122,10.0,0.01,5140.122,5139.613,5140.025,5140.122,2788.37,2788.28,2788.43,2788.43,-0.1499999999996362,-0.1499999999996362,5079.668,0.01,1,20260310,false
2026.03.10 00:23:02,buy_request,prescribed size; projected basket stop,19,1,5140.122,10.0,0.01,5130.117,5130.122,5130.002,5130.117,2788.37,2778.25,2788.43,2788.43,-10.179999999999836,-10.179999999999836,5080.182,0.01,1,20260310,false
2026.03.10 00:23:03,buy_filled,,19,2,5140.122,10.0,0.01,5129.928,5130.122,5129.813,5129.928,2788.31,2777.88,2788.43,2788.43,-10.549999999999727,-10.549999999999727,5105.177,0.02,2,20260310,false
2026.03.10 01:04:56,native_exit,one or more protective SL/TP positions exited,19,2,5140.122,10.0,0.0,0.0,0.0,5145.155,5145.27,2808.58,2808.58,2788.43,2788.43,20.15000000000009,20.15000000000009,5105.177,0.0,0,20260310,false
2026.03.10 01:04:56,basket_closed,native_sl_tp,19,2,5140.122,10.0,0.0,0.0,0.0,5145.155,5145.27,2808.58,2808.58,2788.43,2788.43,20.15000000000009,20.15000000000009,5105.177,0.0,0,20260310,false
