deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2026.03.05 00:00:00,1772668800000,,0,2,0,0,0.0,0.0,3000.0,0.0,0.0,0.0,
2,2026.03.05 00:00:01,1772668801143,XAUUSD,2,0,0,3,0.01,5165.709,0.0,-0.06,0.0,0.0,CAP|1|0
3,2026.03.05 01:10:36,1772673036410,XAUUSD,2,1,1,5,0.01,5186.049,20.34,0.0,0.0,0.0,tp 5185.769
4,2026.03.05 01:10:37,1772673037451,XAUUSD,4,0,0,3,0.01,5186.034,0.0,-0.06,0.0,0.0,CAP|2|0
5,2026.03.05 01:15:34,1772673334097,XAUUSD,5,0,0,3,0.01,5175.938,0.0,-0.06,0.0,0.0,CAP|2|1
6,2026.03.05 02:58:24,1772679504158,XAUUSD,4,1,1,5,0.01,5191.075,5.05,0.0,0.0,0.0,tp 5191.046
7,2026.03.05 02:58:24,1772679504158,XAUUSD,5,1,1,5,0.01,5191.075,15.14,0.0,0.0,0.0,tp 5191.046
8,2026.03.05 02:58:25,1772679505222,XAUUSD,8,0,0,3,0.01,5190.773,0.0,-0.06,0.0,0.0,CAP|3|0
9,2026.03.05 03:57:34,1772683054607,XAUUSD,9,0,0,3,0.01,5180.753,0.0,-0.06,0.0,0.0,CAP|3|1
10,2026.03.05 04:48:12,1772686092935,XAUUSD,10,0,0,3,0.01,5169.951,0.0,-0.06,0.0,0.0,CAP|3|2
11,2026.03.05 05:50:51,1772689851256,XAUUSD,8,1,1,4,0.01,5160.814,-29.96,0.0,0.0,0.0,sl 5160.819
12,2026.03.05 05:50:51,1772689851256,XAUUSD,9,1,1,4,0.01,5160.814,-19.94,0.0,0.0,0.0,sl 5160.819
13,2026.03.05 05:50:51,1772689851256,XAUUSD,10,1,1,4,0.01,5160.814,-9.14,0.0,0.0,0.0,sl 5160.819
14,2026.03.05 05:50:52,1772689852627,XAUUSD,14,0,0,3,0.01,5161.272,0.0,-0.06,0.0,0.0,CAP|4|0
15,2026.03.05 05:58:20,1772690300917,XAUUSD,15,0,0,3,0.01,5150.441,0.0,-0.06,0.0,0.0,CAP|4|1
16,2026.03.05 06:08:50,1772690930686,XAUUSD,16,0,0,3,0.01,5140.265,0.0,-0.06,0.0,0.0,CAP|4|2
17,2026.03.05 06:10:42,1772691042660,XAUUSD,14,1,1,4,0.01,5130.86,-30.41,0.0,0.0,0.0,sl 5130.987
18,2026.03.05 06:10:42,1772691042660,XAUUSD,15,1,1,4,0.01,5130.86,-19.58,0.0,0.0,0.0,sl 5130.987
19,2026.03.05 06:10:42,1772691042660,XAUUSD,16,1,1,4,0.01,5130.86,-9.41,0.0,0.0,0.0,sl 5130.987
20,2026.03.05 06:10:43,1772691043662,XAUUSD,20,0,0,3,0.01,5128.503,0.0,-0.06,0.0,0.0,CAP|5|0
21,2026.03.05 06:37:47,1772692667975,XAUUSD,20,1,1,5,0.01,5148.608,20.11,0.0,0.0,0.0,tp 5148.563
22,2026.03.05 06:37:48,1772692668987,XAUUSD,22,0,0,3,0.01,5148.363,0.0,-0.06,0.0,0.0,CAP|6|0
23,2026.03.05 06:59:51,1772693991741,XAUUSD,22,1,1,5,0.01,5168.424,20.06,0.0,0.0,0.0,tp 5168.423
24,2026.03.05 06:59:52,1772693992819,XAUUSD,24,0,0,3,0.01,5168.487,0.0,-0.06,0.0,0.0,CAP|7|0
