time,balance
2026-05-14,300.0
2026-05-21 18:15:00,309.8739298529486
2026-05-27 15:00:00,349.86801332350194
2026-05-28 07:30:00,385.7251261072264
2026-05-28 15:30:00,363.8094632404814
2026-05-28 18:30:00,408.1403209175658
2026-06-01 15:30:00,398.25480342234005
2026-06-04 14:45:00,378.0448771238137
2026-06-04 15:45:00,366.60773561988196
2026-06-05 15:30:00,412.02784296275314
2026-06-09 09:15:00,391.278606350723
2026-06-09 18:30:00,389.1862229206334
2026-06-11 15:30:00,424.9680645330851
2026-06-15 23:00:00,458.87013899654085
2026-06-17 20:30:00,435.7662068520779
2026-06-17 20:30:00,444.44861501557693
2026-06-18 14:00:00,456.61424909434544
2026-06-18 14:30:00,433.1545297031522
2026-06-22 03:00:00,477.6353652733146
2026-06-22 14:30:00,522.84016070558
2026-06-25 15:00:00,496.6803973122157
2026-06-25 17:00:00,471.80107441038683
2026-06-25 17:15:00,447.7778141457358
2026-06-26 16:30:00,494.0987944247419
2026-06-29 11:45:00,550.2074695317696
2026-06-29 16:45:00,604.3149709266879
2026-06-30 03:30:00,572.7278457671765
2026-07-02 15:30:00,548.1380334288015
2026-07-02 19:45:00,520.2362393649059
2026-07-03 00:00:00,494.00156404317147
2026-07-10 14:30:00,468.864454613916
2026-07-13 00:00:00,486.09561524487196
2026-07-13 15:45:00,519.6207764892966
