date,side,entry,initial_stop,target,exit,exit_reason,exit_time_utc,result_r,asia_open,asia_close,london_open,london_close,ny_open,or_high,or_low,or_range,total_move,asia_move,london_move
2019-08-16,LONG,7571.37,7539.4575,7635.195,7602.53,time,2019-08-16T19:59:00+00:00,0.9764198981590337,7497.62,7535.3,7534.36,7544.6,7545.84,7571.37,7545.84,25.529999999999745,48.220000000000255,37.68000000000029,10.240000000000691
2019-09-02,LONG,7658.0,7630.0875,7713.825,7630.0875,stop,2019-09-02T15:49:00+00:00,-1.0000000000000162,7620.85,7631.77,7631.73,7655.98,7656.2,7658.0,7635.67,22.329999999999927,35.349999999999454,10.920000000000073,24.25
2019-09-05,LONG,7826.18,7793.692499999999,7891.1550000000025,7860.77,time,2019-09-05T19:59:00+00:00,1.0647171989226387,7717.66,7789.89,7789.86,7800.64,7798.73,7824.72,7798.73,25.99000000000069,81.06999999999971,72.23000000000047,10.780000000000655
2019-09-11,LONG,7843.41,7799.847500000001,7930.534999999998,7885.44,time,2019-09-11T19:59:00+00:00,0.9648206599713148,7815.75,7824.07,7823.53,7825.1,7826.37,7843.41,7808.56,34.849999999999454,10.61999999999989,8.319999999999709,1.5700000000006185
2019-09-12,LONG,7951.76,7913.022500000001,8029.235,7913.022500000001,stop,2019-09-12T14:51:00+00:00,-0.9999999999999882,7889.19,7921.34,7920.96,7932.7,7933.13,7951.76,7920.77,30.98999999999978,43.94000000000051,32.150000000000546,11.739999999999782
2019-09-18,SHORT,7863.43,7883.43,7823.43,7823.43,target,2019-09-18T18:02:00+00:00,2.0,7892.38,7878.56,7878.45,7877.12,7878.3,7879.3,7863.43,15.86999999999989,-14.079999999999927,-13.819999999999709,-1.3299999999999272
2019-09-24,LONG,7867.7,7841.425,7920.249999999998,7841.425,stop,2019-09-24T14:15:00+00:00,-1.0000000000000087,7848.11,7850.23,7850.46,7855.91,7857.69,7867.7,7846.68,21.019999999999527,9.579999999999927,2.119999999999891,5.449999999999818
2019-09-25,SHORT,7694.49,7724.952499999999,7633.5650000000005,7724.952499999999,stop,2019-09-25T14:54:00+00:00,-0.9999999999999926,7716.93,7711.64,7711.61,7706.53,7707.27,7718.86,7694.49,24.36999999999989,-9.659999999999854,-5.289999999999964,-5.079999999999927
2019-10-07,LONG,7739.9,7705.325,7809.049999999999,7718.8,time,2019-10-07T19:59:00+00:00,-0.6102675343456129,7702.52,7715.34,7715.38,7721.22,7720.54,7739.9,7712.24,27.659999999999854,18.019999999999527,12.819999999999709,5.8400000000001455
2019-10-16,SHORT,7904.77,7927.07,7860.170000000002,7927.07,stop,2019-10-16T14:27:00+00:00,-1.0000000000000102,7946.81,7937.99,7937.57,7915.49,7914.45,7922.61,7904.77,17.839999999999236,-32.36000000000058,-8.820000000000618,-22.079999999999927
2019-10-22,LONG,7978.32,7958.32,8018.32,7958.32,stop,2019-10-22T13:48:00+00:00,-1.0,7940.36,7951.59,7951.37,7963.81,7964.56,7977.09,7962.46,14.63000000000011,24.200000000000728,11.230000000000473,12.44000000000051
2019-10-29,SHORT,8082.05,8113.849999999999,8018.450000000001,8050.74,time,2019-10-29T19:59:00+00:00,0.9845911949685815,8103.42,8103.02,8103.03,8095.83,8096.77,8107.49,8082.05,25.4399999999996,-6.649999999999636,-0.3999999999996362,-7.199999999999818
2019-10-31,SHORT,8085.47,8117.0575,8022.295000000002,8086.37,time,2019-10-31T19:59:00+00:00,-0.028492283339917785,8120.83,8108.59,8108.63,8106.66,8106.06,8110.74,8085.47,25.269999999999527,-14.769999999999527,-12.239999999999782,-1.9700000000002547
2019-11-01,LONG,8128.31,8106.9225,8171.085000000002,8158.4,time,2019-11-01T19:59:00+00:00,1.4068965517240544,8085.4,8113.46,8113.69,8121.29,8120.21,8128.31,8111.2,17.110000000000582,34.8100000000004,28.0600000000004,7.600000000000364
2019-11-08,SHORT,8197.75,8230.35,8132.55,8230.35,stop,2019-11-08T15:44:00+00:00,-1.000000000000014,8224.12,8208.51,8208.76,8203.08,8203.37,8223.83,8197.75,26.079999999999927,-20.75,-15.610000000000582,-5.680000000000291
2019-11-13,SHORT,8231.13,8262.267500000002,8168.854999999995,8262.267500000002,stop,2019-11-13T15:20:00+00:00,-1.0000000000000147,8265.13,8250.01,8249.85,8235.17,8236.02,8256.04,8231.13,24.910000000001673,-29.109999999998763,-15.119999999998981,-14.680000000000291
2019-11-21,LONG,8275.48,8248.4175,8329.605,8248.4175,stop,2019-11-21T15:19:00+00:00,-1.0000000000000169,8254.53,8260.22,8259.84,8273.03,8274.27,8275.48,8253.83,21.649999999999636,19.73999999999978,5.68999999999869,13.19000000000051
2020-01-07,LONG,8859.56,8807.660000000002,8963.359999999997,8844.88,time,2020-01-07T20:59:00+00:00,-0.2828516377649476,8836.26,8847.38,8847.4,8849.13,8850.06,8859.56,8818.04,41.51999999999862,13.799999999999272,11.119999999998981,1.7299999999995634
2020-01-10,LONG,9024.19,8979.039999999999,9114.490000000002,8979.039999999999,stop,2020-01-10T17:08:00+00:00,-1.00000000000001,8993.73,9022.76,9022.8,9022.91,9021.84,9024.19,8988.07,36.1200000000008,28.110000000000582,29.030000000000655,0.11000000000058208
2020-01-13,LONG,9012.84,8982.115,9074.29,9069.26,time,2020-01-13T20:59:00+00:00,1.8362896663954513,8972.42,8993.26,8993.44,9000.66,9001.62,9012.84,8988.26,24.579999999999927,29.200000000000728,20.840000000000146,7.219999999999345
2020-02-11,LONG,9572.01,9519.522500000001,9676.985,9519.522500000001,stop,2020-02-11T19:22:00+00:00,-0.9999999999999913,9514.0,9551.82,9551.2,9567.93,9568.5,9572.01,9530.02,41.98999999999978,54.5,37.81999999999971,16.729999999999563
2020-04-29,LONG,8878.08,8812.842499999999,9008.555,9008.555,target,2020-04-29T19:22:00+00:00,1.999999999999986,8769.46,8823.7,8822.47,8870.57,8869.61,8878.08,8825.89,52.19000000000051,100.15000000000146,54.2400000000016,48.100000000000364
2020-06-02,LONG,9606.84,9565.365,9689.79,9565.365,stop,2020-06-02T14:46:00+00:00,-1.0,9598.01,9603.67,9604.12,9607.34,9606.38,9606.84,9573.66,33.18000000000029,8.369999999998981,5.6599999999998545,3.219999999999345
2020-06-03,LONG,9697.58,9642.505000000001,9807.73,9699.27,time,2020-06-03T19:59:00+00:00,0.030685428960518,9650.87,9671.26,9671.73,9679.41,9680.07,9697.58,9653.52,44.05999999999949,29.19999999999891,20.389999999999418,7.680000000000291
2020-06-17,LONG,10026.519999999999,9980.707499999999,10118.144999999997,9980.707499999999,stop,2020-06-17T13:58:00+00:00,-1.00000000000001,9957.09,9987.47,9987.96,10013.93,10014.82,10024.49,9987.84,36.649999999999636,57.72999999999956,30.3799999999992,25.970000000001164
2020-06-22,LONG,10015.91,9979.734999999999,10088.260000000002,10088.260000000002,target,2020-06-22T16:04:00+00:00,2.0000000000000253,9899.59,9994.19,9994.51,10001.86,10001.03,10015.91,9986.97,28.94000000000051,101.44000000000051,94.60000000000036,7.350000000000364
2020-08-10,LONG,11151.98,11115.130000000001,11225.679999999998,11115.130000000001,stop,2020-08-10T13:52:00+00:00,-0.9999999999999754,11090.53,11118.63,11119.48,11143.59,11143.84,11151.98,11122.5,29.479999999999563,53.30999999999949,28.099999999998545,24.110000000000582
2020-09-01,LONG,12204.39,12109.240000000002,12394.689999999997,12297.17,time,2020-09-01T19:59:00+00:00,0.9750919600630783,12108.01,12194.69,12194.02,12201.65,12202.57,12204.39,12128.27,76.11999999999898,94.55999999999949,86.68000000000029,7.6299999999992
2020-10-05,LONG,11384.62,11323.082499999999,11507.695000000003,11507.695000000003,target,2020-10-05T19:59:00+00:00,1.9999999999999851,11319.98,11339.6,11338.22,11338.69,11339.83,11384.62,11335.39,49.23000000000138,19.850000000000364,19.6200000000008,0.47000000000116415
2020-10-06,SHORT,11448.58,11501.43,11342.879999999997,11501.43,stop,2020-10-06T14:10:00+00:00,-0.9999999999999913,11501.2,11470.85,11470.09,11459.46,11457.7,11490.86,11448.58,42.280000000000655,-43.5,-30.350000000000364,-10.630000000001019
2020-10-27,LONG,11572.630000000001,11498.442500000001,11721.005000000001,11598.41,time,2020-10-27T19:59:00+00:00,0.3474978938500243,11518.43,11545.85,11545.67,11547.07,11547.76,11570.77,11511.42,59.350000000000364,29.329999999999927,27.420000000000073,1.3999999999996362
2020-11-23,LONG,11989.23,11949.204999999998,12069.28,11949.204999999998,stop,2020-11-23T15:06:00+00:00,-1.0000000000000226,11930.21,11952.61,11951.64,11954.39,11956.74,11988.76,11956.74,32.02000000000044,26.530000000000655,22.400000000001455,2.75
2020-12-16,LONG,12631.99,12567.115,12761.739999999998,12679.91,time,2020-12-16T20:59:00+00:00,0.7386512524084842,12602.03,12620.04,12620.09,12625.42,12624.35,12631.99,12580.09,51.899999999999636,22.31999999999971,18.01000000000022,5.329999999999927
2020-12-31,SHORT,12836.46,12876.9225,12755.534999999996,12876.9225,stop,2020-12-31T20:50:00+00:00,-1.0000000000000113,12863.14,12859.19,12859.11,12854.9,12854.12,12868.83,12836.46,32.3700000000008,-9.019999999998618,-3.9499999999989086,-4.210000000000946
2021-02-08,LONG,13681.79,13631.890000000001,13781.59,13631.890000000001,stop,2021-02-08T16:31:00+00:00,-0.9999999999999909,13641.69,13671.3,13671.04,13676.31,13675.31,13681.79,13641.87,39.92000000000007,33.61999999999898,29.609999999998763,5.269999999998618
2021-02-15,LONG,13870.439999999999,13850.439999999999,13910.439999999999,13880.73,time,2021-02-15T17:58:00+00:00,0.5145000000000437,13834.7,13852.1,13851.1,13859.04,13859.35,13866.62,13856.79,9.829999999999927,24.649999999999636,17.399999999999636,7.940000000000509
2021-04-08,LONG,13760.01,13716.6725,13846.685000000001,13716.6725,stop,2021-04-08T14:12:00+00:00,-0.9999999999999895,13640.51,13730.58,13730.39,13741.38,13742.75,13760.01,13725.34,34.67000000000007,102.23999999999978,90.06999999999971,10.989999999999782
2021-04-12,SHORT,13791.96,13832.36,13711.159999999996,13832.36,stop,2021-04-12T16:35:00+00:00,-0.9999999999999888,13837.29,13825.61,13824.71,13799.22,13801.56,13824.28,13791.96,32.32000000000153,-35.73000000000138,-11.680000000000291,-25.48999999999978
2021-06-07,SHORT,13723.29,13775.814999999999,13618.240000000005,13775.814999999999,stop,2021-06-07T18:56:00+00:00,-0.9999999999999913,13775.43,13743.47,13743.62,13739.87,13741.44,13765.31,13723.29,42.01999999999862,-33.98999999999978,-31.960000000000946,-3.75
2021-06-25,LONG,14404.98,14370.267499999998,14474.405,14370.267499999998,stop,2021-06-25T13:52:00+00:00,-1.0000000000000262,14375.28,14376.18,14375.94,14394.21,14395.75,14404.98,14377.21,27.770000000000437,20.469999999999345,0.8999999999996362,18.269999999998618
2021-07-23,LONG,15005.8,14931.7875,15153.824999999997,15112.97,time,2021-07-23T19:58:00+00:00,1.4479986488769012,14988.58,14994.12,14994.32,14998.22,14999.3,15005.8,14946.59,59.20999999999913,10.719999999999345,5.540000000000873,3.899999999999636
2021-08-13,LONG,15103.59,15071.4525,15167.865000000002,15129.56,time,2021-08-13T19:58:00+00:00,0.8080902372617157,15080.73,15086.44,15086.75,15098.22,15099.01,15103.59,15077.88,25.710000000000946,18.280000000000655,5.710000000000946,11.469999999999345
2021-08-16,SHORT,15085.34,15127.465,15001.089999999998,15001.089999999998,target,2021-08-16T14:13:00+00:00,2.0,15123.19,15102.78,15103.52,15088.02,15088.88,15119.04,15085.34,33.70000000000073,-34.31000000000131,-20.409999999999854,-15.5
2021-09-06,LONG,15703.19,15683.19,15743.19,15709.93,time,2021-09-06T16:59:00+00:00,0.3369999999999891,15670.39,15696.42,15696.48,15698.18,15698.48,15700.35,15696.66,3.6900000000005093,28.090000000000146,26.030000000000655,1.7000000000007276
2021-09-21,LONG,15114.38,15031.105,15280.929999999997,15031.105,stop,2021-09-21T14:11:00+00:00,-1.0000000000000109,15031.09,15090.91,15089.93,15099.52,15100.57,15114.38,15047.76,66.61999999999898,69.47999999999956,59.81999999999971,9.590000000000146
2021-11-04,LONG,16220.19,16160.1525,16340.265000000003,16340.265000000003,target,2021-11-04T14:49:00+00:00,2.000000000000015,16164.21,16179.73,16179.6,16191.31,16192.5,16217.94,16169.91,48.030000000000655,28.290000000000873,15.520000000000437,11.709999999999127
2021-11-17,LONG,16323.16,16287.372500000001,16394.734999999997,16287.372500000001,stop,2021-11-17T14:51:00+00:00,-0.9999999999999873,16298.54,16309.58,16309.93,16317.09,16318.1,16323.16,16294.53,28.6299999999992,19.55999999999949,11.039999999999054,7.1599999999998545
2021-11-23,SHORT,16293.96,16410.735,16060.409999999994,16318.61,time,2021-11-23T20:58:00+00:00,-0.21108970241919037,16418.58,16349.32,16350.29,16339.1,16338.17,16387.38,16293.96,93.42000000000189,-80.41000000000167,-69.26000000000204,-11.19000000000051
2022-02-17,SHORT,14454.5,14509.15,14345.2,14345.2,target,2022-02-17T15:30:00+00:00,2.0000000000000164,14621.89,14550.41,14551.27,14466.1,14469.21,14498.22,14454.5,43.719999999999345,-152.6800000000003,-71.47999999999956,-85.17000000000007
2022-03-24,LONG,14554.17,14457.532500000001,14747.445,14457.532500000001,stop,2022-03-24T14:18:00+00:00,-0.9999999999999953,14472.23,14515.91,14515.52,14525.3,14526.24,14554.17,14476.86,77.30999999999949,54.01000000000022,43.68000000000029,9.779999999998836
2022-07-21,LONG,12485.1,12361.900000000001,12731.5,12361.900000000001,stop,2022-07-21T14:26:00+00:00,-0.9999999999999963,12405.77,12418.17,12418.87,12457.56,12459.76,12485.1,12386.54,98.55999999999949,53.98999999999978,12.399999999999636,38.68999999999869
2022-08-31,LONG,12484.62,12360.42,12733.020000000002,12360.42,stop,2022-08-31T14:33:00+00:00,-1.0,12346.74,12435.81,12436.64,12470.63,12468.54,12484.62,12385.26,99.36000000000058,121.80000000000109,89.06999999999971,33.98999999999978
2023-01-20,LONG,11384.18,11307.7925,11536.955000000002,11536.955000000002,target,2023-01-20T18:53:00+00:00,2.0,11335.06,11364.91,11364.12,11369.44,11368.48,11384.18,11323.07,61.11000000000058,33.42000000000007,29.850000000000364,5.319999999999709
2023-03-06,LONG,12381.03,12329.492499999998,12484.105000000003,12329.37,stop,2023-03-06T19:50:00+00:00,-1.0023769100169415,12265.5,12328.93,12328.37,12346.18,12348.59,12381.03,12339.8,41.23000000000138,83.09000000000015,63.43000000000029,17.80999999999949
2023-04-21,SHORT,12953.53,12997.055,12866.480000000001,12997.055,stop,2023-04-21T14:27:00+00:00,-1.0,12996.48,12976.77,12977.27,12972.41,12971.61,12988.35,12953.53,34.81999999999971,-24.86999999999898,-19.709999999999127,-4.860000000000582
2023-04-28,LONG,13166.94,13079.015,13342.79,13241.07,time,2023-04-28T19:58:00+00:00,0.8431049189650162,13121.74,13125.06,13127.08,13143.97,13142.49,13166.94,13096.6,70.34000000000015,20.75,3.319999999999709,16.889999999999418
2023-05-08,SHORT,13216.82,13264.095,13122.27,13264.095,stop,2023-05-08T15:53:00+00:00,-1.0,13269.18,13258.48,13259.29,13244.78,13246.42,13254.64,13216.82,37.81999999999971,-22.76000000000022,-10.700000000000728,-14.510000000000218
2023-05-19,SHORT,13844.71,13894.272500000001,13745.584999999995,13820.9,time,2023-05-19T19:58:00+00:00,0.48040353089530624,13891.8,13857.43,13855.91,13850.51,13854.99,13884.36,13844.71,39.650000000001455,-36.80999999999949,-34.36999999999898,-5.399999999999636
2023-05-31,SHORT,14298.45,14384.0625,14127.225000000002,14289.03,time,2023-05-31T19:58:00+00:00,0.11003066141042608,14372.2,14312.96,14312.57,14304.2,14303.78,14366.94,14298.45,68.48999999999978,-68.42000000000007,-59.2400000000016,-8.369999999998981
2023-06-01,LONG,14284.8,14207.8625,14438.674999999997,14438.674999999997,target,2023-06-01T17:07:00+00:00,2.0,14264.94,14269.4,14269.09,14269.92,14269.07,14284.8,14223.25,61.54999999999927,4.1299999999992,4.459999999999127,0.8299999999999272
2023-06-20,SHORT,15034.89,15141.539999999999,14821.59,15087.78,time,2023-06-20T19:59:00+00:00,-0.4959212376934029,15073.33,15058.53,15057.64,15042.38,15041.53,15120.21,15034.89,85.31999999999971,-31.799999999999272,-14.799999999999272,-15.260000000000218
2023-07-04,LONG,15226.45,15206.45,15266.45,15206.45,stop,2023-07-04T14:35:00+00:00,-1.0,15203.83,15205.48,15206.03,15221.49,15221.68,15226.45,15221.0,5.450000000000728,17.850000000000364,1.6499999999996362,15.459999999999127
2023-07-20,SHORT,15717.83,15791.48,15570.529999999999,15570.529999999999,target,2023-07-20T17:24:00+00:00,2.0000000000000124,15801.57,15738.53,15737.61,15718.58,15719.64,15776.75,15717.83,58.92000000000007,-81.93000000000029,-63.039999999999054,-19.030000000000655
2023-09-26,SHORT,14646.6,14698.7625,14542.275000000001,14542.275000000001,target,2023-09-26T18:40:00+00:00,2.0,14785.6,14672.4,14672.8,14668.83,14668.26,14688.33,14646.6,41.72999999999956,-117.34000000000015,-113.20000000000073,-3.969999999999345
2023-10-10,LONG,15096.43,15039.6425,15210.005000000001,15210.005000000001,target,2023-10-10T15:08:00+00:00,2.0,15059.11,15071.59,15070.26,15071.56,15071.62,15096.43,15051.0,45.43000000000029,12.510000000000218,12.479999999999563,1.2999999999992724
2023-12-18,LONG,16695.93,16639.5675,16808.655,16759.27,time,2023-12-18T20:59:00+00:00,1.1237968507429574,16648.71,16657.07,16656.99,16663.56,16664.4,16695.93,16650.84,45.090000000000146,15.690000000002328,8.360000000000582,6.569999999999709
2024-01-19,LONG,17086.16,17034.635,17189.210000000003,17189.210000000003,target,2024-01-19T17:38:00+00:00,2.0,16991.2,17063.71,17063.64,17069.19,17068.23,17086.16,17044.94,41.220000000001164,77.02999999999884,72.5099999999984,5.549999999999272
2024-01-23,LONG,17375.23,17277.605000000003,17570.479999999996,17419.93,time,2024-01-23T20:58:00+00:00,0.4578745198463668,17339.65,17367.36,17367.09,17376.05,17375.23,17375.23,17297.13,78.09999999999854,35.57999999999811,27.709999999999127,8.959999999999127
2024-03-28,LONG,18305.469999999998,18240.8075,18434.795,18283.11,time,2024-03-28T19:58:00+00:00,-0.34579547651261755,18290.61,18292.3,18291.79,18296.27,18298.31,18305.36,18253.63,51.72999999999956,7.700000000000728,1.6899999999986903,4.479999999999563
2024-05-22,LONG,18760.47,18714.5075,18852.395000000004,18714.5075,stop,2024-05-22T17:37:00+00:00,-1.0000000000000198,18730.7,18740.41,18740.38,18741.64,18741.97,18760.47,18723.7,36.77000000000044,11.270000000000437,9.709999999999127,1.2599999999983993
