entry_mode,entry_cutoff_minute,stop_range_multiple,minimum_stop_points,reward_risk,trailing_mode,exit_minute,outcome_index,score,train_trades,train_pf,train_mean_r,validation_trades,validation_pf,validation_mean_r
opening_range_breakout,690,1.25,40.0,2.0,be_1r,960,273,-0.3826771572499768,81,1.1471728086471558,0.05754604457337179,13,1.0993866920471191,0.045422609035785384
opening_range_breakout,690,1.25,40.0,2.0,none,960,271,-0.3826771572499768,81,1.0221036672592163,0.010407575854548701,13,1.0993866920471191,0.045422609035785384
opening_range_breakout,630,1.25,20.0,2.0,m15_1_5r,840,154,-0.3877767250286467,66,1.2312557697296143,0.09777817581639145,11,1.1108105182647705,0.04570186138153076
opening_range_breakout,630,1.25,20.0,1.5,none,840,144,-0.38807873037583984,66,1.2392477989196777,0.1009372075398763,11,1.0203732252120972,0.008402575146068226
opening_range_breakout,630,1.25,20.0,1.5,m15_1_5r,840,148,-0.38807873037583984,66,1.2392477989196777,0.1009372075398763,11,1.0203732252120972,0.008402575146068226
opening_range_breakout,630,1.25,20.0,1.5,be_1r,840,146,-0.38807873037583984,66,1.194700837135315,0.07624306100787538,11,1.0203732252120972,0.008402575146068226
opening_range_breakout,630,1.25,40.0,2.0,m15_1_5r,840,178,-0.39268270159810714,66,1.195694088935852,0.07975419362386067,11,1.0986460447311401,0.040684851733121
opening_range_breakout,630,1.25,40.0,1.5,be_1r,840,170,-0.39289678911336295,66,1.1447455883026123,0.052411014383489433,11,1.0082087516784668,0.0033855654976584697
opening_range_breakout,630,1.25,40.0,1.5,none,840,168,-0.39289678911336295,66,1.112689733505249,0.045926173528035484,11,1.0082087516784668,0.0033855654976584697
opening_range_breakout,630,1.25,40.0,1.5,m15_1_5r,840,172,-0.39289678911336295,66,1.112689733505249,0.045926173528035484,11,1.0082087516784668,0.0033855654976584697
opening_range_breakout,630,1.25,20.0,4.0,be_1r,840,164,-0.39971299261639626,66,1.1323919296264648,0.0518434156071056,11,1.6954666376113892,0.2868331562389027
opening_range_breakout,630,1.25,40.0,4.0,be_1r,840,188,-0.4049492620804684,66,1.1786948442459106,0.06470376072507916,11,1.6833022832870483,0.28181617910211737
opening_range_breakout,690,1.25,20.0,4.0,be_1r,960,261,-0.4198460013765687,81,1.0067936182022095,0.0029375111615216293,13,1.4452972412109375,0.20351387904240534
opening_range_breakout,630,1.0,20.0,4.0,be_1r,960,117,-0.42008960242680476,66,1.3985968828201294,0.18724587469389944,11,1.6635624170303345,0.3162158185785467
opening_range_breakout,690,1.25,20.0,2.0,m15_1_5r,960,251,-0.4216082986473076,81,1.032320261001587,0.01553512649771608,13,0.925265371799469,-0.03415588232187124
opening_range_breakout,630,1.25,20.0,3.0,be_1r,840,158,-0.42246356148494457,66,1.2484686374664307,0.09729796467405377,11,1.3510056734085083,0.14476620067249646
opening_range_breakout,690,1.25,20.0,2.0,be_1r,840,248,-0.42256515419313523,81,1.0209059715270996,0.007968667112750771,13,1.0020335912704468,0.0009568104377159706
opening_range_breakout,690,1.25,20.0,2.0,none,840,246,-0.42256515419313523,81,0.9810143709182739,-0.008320125532738957,13,1.0020335912704468,0.0009568104377159706
opening_range_breakout,690,1.25,20.0,1.5,none,960,241,-0.4232113940101251,81,1.0113369226455688,0.005440806165153598,13,0.8562087416648865,-0.06571683516869178
opening_range_breakout,690,1.25,20.0,1.5,m15_1_5r,960,245,-0.4232113940101251,81,1.0113369226455688,0.005440806165153598,13,0.8562087416648865,-0.06571683516869178
opening_range_breakout,690,1.25,20.0,1.5,be_1r,960,243,-0.4232113940101251,81,0.945492148399353,-0.023568188702618634,13,0.8562087416648865,-0.06571683516869178
opening_range_breakout,690,1.25,40.0,4.0,be_1r,960,285,-0.4241841907354599,81,1.1954097747802734,0.07640716175974151,13,1.4360086917877197,0.19926870786226714
opening_range_breakout,690,1.25,40.0,2.0,m15_1_5r,960,275,-0.42564665013218816,81,1.0801805257797241,0.03606430100805966,13,0.9159768223762512,-0.038401053502009466
opening_range_breakout,690,1.25,40.0,2.0,be_1r,840,272,-0.42666930163894223,81,1.203126072883606,0.06807650460137261,13,0.9930112361907959,-0.0032883424025315503
opening_range_breakout,690,1.25,40.0,2.0,none,840,270,-0.42666930163894223,81,1.0987427234649658,0.038728301907763066,13,0.9930112361907959,-0.0032883424025315503
opening_range_breakout,630,1.0,40.0,4.0,be_1r,960,141,-0.42711975950128445,66,1.2754915952682495,0.1226009600090258,11,1.6494455337524414,0.3094885132529519
opening_range_breakout,690,1.25,40.0,1.5,be_1r,960,267,-0.4271810608374177,81,1.0343976020812988,0.013449801339043511,13,0.8469201326370239,-0.06996199717888466
opening_range_breakout,690,1.25,40.0,1.5,none,960,265,-0.4271810608374177,81,0.9993849396705627,-0.0002766067599072868,13,0.8469201326370239,-0.06996199717888466
opening_range_breakout,690,1.25,40.0,1.5,m15_1_5r,960,269,-0.4271810608374177,81,0.9993849396705627,-0.0002766067599072868,13,0.8469201326370239,-0.06996199717888466
opening_range_breakout,630,1.25,40.0,3.0,be_1r,840,182,-0.42753963208151746,66,1.3042285442352295,0.11015831340443004,11,1.338841199874878,0.13974920186129483
opening_range_breakout,630,1.0,20.0,1.5,none,960,97,-0.4280419800885787,66,1.3088752031326294,0.1544579014633641,11,0.9958743453025818,-0.001966048370708119
opening_range_breakout,630,1.0,20.0,1.5,m15_1_5r,960,101,-0.4280419800885787,66,1.3088752031326294,0.1544579014633641,11,0.9958743453025818,-0.001966048370708119
opening_range_breakout,630,1.0,40.0,1.5,none,960,121,-0.4344674652942081,66,1.051658272743225,0.025769985083377724,11,0.9817575812339783,-0.00869332118467851
opening_range_breakout,630,1.0,40.0,1.5,m15_1_5r,960,125,-0.4344674652942081,66,1.051658272743225,0.025769985083377724,11,0.9817575812339783,-0.00869332118467851
opening_range_breakout,690,1.0,20.0,4.0,be_1r,960,213,-0.44135042053626317,81,1.1680094003677368,0.08094485012101538,13,1.3970500230789185,0.19064415418184721
opening_range_breakout,690,1.25,20.0,3.0,be_1r,960,255,-0.4468251436908804,81,1.056654930114746,0.024496531780855157,13,1.1086753606796265,0.0496677985558143
opening_range_breakout,690,1.0,40.0,4.0,be_1r,960,237,-0.4471374265892696,81,1.203397512435913,0.08821287861576786,13,1.3851946592330933,0.1849518189063439
opening_range_breakout,630,1.25,20.0,4.0,none,960,163,-0.44985927163055567,66,1.0947465896606445,0.04971471699801358,11,1.5790293216705322,0.28626103834672406
opening_range_breakout,690,1.25,40.0,3.0,be_1r,960,279,-0.45100705690235515,81,1.2641701698303223,0.10329320695665148,13,1.0993866920471191,0.04542262737567608
opening_range_breakout,630,1.0,20.0,2.0,none,840,102,-0.4528277817173169,66,1.1729657649993896,0.0875767505530155,11,1.1073890924453735,0.054200237447565254
opening_range_breakout,630,1.0,20.0,2.0,m15_1_5r,840,106,-0.4528277817173169,66,1.1062183380126953,0.05229367631854433,11,1.1073890924453735,0.054200237447565254
opening_range_breakout,630,1.0,20.0,3.0,be_1r,960,111,-0.4542936191209448,66,1.357036828994751,0.16772255753025864,11,1.2820262908935547,0.13439759341153232
opening_range_breakout,630,1.25,40.0,4.0,none,960,187,-0.4550801801737395,66,1.0830596685409546,0.04108237497734301,11,1.5688812732696533,0.2812440178611062
opening_range_breakout,630,1.0,40.0,2.0,none,840,126,-0.4594239141424865,66,1.1376758813858032,0.06350265127239806,11,1.0940600633621216,0.047472975470803
opening_range_breakout,630,1.0,40.0,2.0,m15_1_5r,840,130,-0.4594239141424865,66,1.0789389610290527,0.036410367850101356,11,1.0940600633621216,0.047472975470803
opening_range_breakout,630,1.0,40.0,3.0,be_1r,960,135,-0.46105848295710583,66,1.395618200302124,0.1760604309313225,11,1.2679095268249512,0.12767033143477005
opening_range_breakout,690,1.25,20.0,2.0,m15_1_5r,840,250,-0.4637083674675471,81,1.0417041778564453,0.01747209937484176,13,0.8238820433616638,-0.08286686127002423
opening_range_breakout,690,1.25,20.0,1.5,none,840,240,-0.46414537418223023,81,1.0479339361190796,0.02004614582768193,13,0.7568052411079407,-0.11442779577695407
opening_range_breakout,690,1.25,20.0,1.5,m15_1_5r,840,244,-0.46414537418223023,81,1.0479339361190796,0.02004614582768193,13,0.7568052411079407,-0.11442779577695407
opening_range_breakout,690,1.25,20.0,1.5,be_1r,840,242,-0.46414537418223023,81,1.032192349433899,0.012270678708582748,13,0.7568052411079407,-0.11442779577695407
opening_range_breakout,690,1.25,40.0,2.0,m15_1_5r,840,274,-0.46766875022562654,81,1.12863290309906,0.04946281880508235,13,0.8148597478866577,-0.0871120232802171
opening_range_breakout,690,1.25,40.0,1.5,be_1r,840,266,-0.4680279017525356,81,1.0995274782180786,0.03335601900830681,13,0.7477828860282898,-0.11867295778714694
opening_range_breakout,690,1.25,40.0,1.5,none,840,264,-0.4680279017525356,81,1.0408979654312134,0.015726389708342375,13,0.7477828860282898,-0.11867295778714694
opening_range_breakout,690,1.25,40.0,1.5,m15_1_5r,840,268,-0.4680279017525356,81,1.0408979654312134,0.015726389708342375,13,0.7477828860282898,-0.11867295778714694
opening_range_breakout,690,1.0,20.0,3.0,be_1r,960,207,-0.46995920374674366,81,1.1349910497665405,0.06503696794863101,13,1.0766382217407227,0.03679796365591196
opening_range_breakout,690,1.25,20.0,4.0,be_1r,840,260,-0.47307193860952435,81,0.9800335764884949,-0.007610522670510374,13,1.2575184106826782,0.12116731130159818
opening_range_breakout,690,1.0,40.0,3.0,be_1r,960,231,-0.47553302768971173,81,1.3145954608917236,0.1364390879501531,13,1.064782977104187,0.031105665060190055
opening_range_breakout,690,1.25,40.0,4.0,be_1r,840,284,-0.47733413689445015,81,1.192285418510437,0.06444331157354662,13,1.2484960556030273,0.11692217680124137
opening_range_breakout,630,1.25,20.0,3.0,none,960,157,-0.482494614420501,66,1.3072984218597412,0.15193108356360233,11,1.2112600803375244,0.1044429215517911
opening_range_breakout,630,1.25,20.0,3.0,m15_1_5r,960,161,-0.48650740461129643,66,1.2924383878707886,0.1359810106682055,11,0.9379884004592896,-0.027029568498784847
opening_range_breakout,630,1.25,40.0,3.0,none,960,181,-0.4875121134311766,66,1.1741600036621094,0.08350313793529164,11,1.2011120319366455,0.0994259010661732
opening_range_breakout,630,1.25,40.0,3.0,m15_1_5r,960,185,-0.4912891888938137,66,1.1897459030151367,0.08607027024933786,11,0.9264784455299377,-0.03204658898440274
opening_range_breakout,690,1.25,20.0,3.0,be_1r,840,254,-0.49153062702971584,81,1.077201247215271,0.02942650995136779,13,1.0020335912704468,0.0009568104377159706
opening_range_breakout,690,1.0,20.0,2.0,m15_1_5r,960,203,-0.49192552393862826,81,1.1024117469787598,0.05196536617514528,13,0.9279717206954956,-0.04012511326716496
opening_range_breakout,690,1.0,20.0,2.0,none,960,199,-0.49192552393862826,81,1.0387977361679077,0.021116939591772764,13,0.9279717206954956,-0.04012511326716496
opening_range_breakout,630,1.0,20.0,2.0,be_1r,960,105,-0.49445162202812365,66,1.1312812566757202,0.06167101137565844,11,0.9004903435707092,-0.04742059382525357
opening_range_breakout,690,1.25,40.0,3.0,be_1r,840,278,-0.4956545254232633,81,1.295180320739746,0.09892788639775028,13,0.9930112361907959,-0.0032883424025315503
opening_range_breakout,690,1.0,40.0,2.0,m15_1_5r,960,227,-0.4973522379417909,81,1.085610032081604,0.04088368827914014,13,0.9177535176277161,-0.04581743020277757
opening_range_breakout,690,1.0,40.0,2.0,none,960,223,-0.4973522379417909,81,1.0197885036468506,0.009930846131878135,13,0.9177535176277161,-0.04581743020277757
opening_range_breakout,630,1.25,20.0,4.0,m15_1_5r,960,167,-0.4974513228195837,66,1.2591502666473389,0.120502385226163,11,1.1465529203414917,0.06387948989868164
market_0945,585,1.25,40.0,2.0,m15_1_5r,960,83,-0.4996526281444754,124,0.8093731999397278,-0.09731008160498834,24,0.6188998222351074,-0.2215453783671061
opening_range_breakout,630,1.0,40.0,2.0,be_1r,960,129,-0.5007788239771748,66,1.1527096033096313,0.06795975656220407,11,0.8863735795021057,-0.05414786663922397
opening_range_breakout,690,1.0,20.0,4.0,be_1r,840,212,-0.5008238338194653,81,1.0363550186157227,0.01678084738460588,13,1.2626514434814453,0.13037793452923113
opening_range_breakout,630,1.25,40.0,4.0,m15_1_5r,960,191,-0.5024092928026573,66,1.184064507484436,0.08349316770380194,11,1.1350429058074951,0.058862469413063744
opening_range_breakout,630,1.0,20.0,4.0,be_1r,840,116,-0.5036074812795153,66,1.272173523902893,0.12410955718069365,11,1.46763277053833,0.23601846261457962
opening_range_breakout,690,1.0,20.0,2.0,be_1r,960,201,-0.50411998506395,81,0.9556331634521484,-0.021375420652789835,13,0.7562265396118164,-0.11704819019024189
opening_range_breakout,630,1.0,20.0,1.5,none,840,96,-0.5041339251599783,66,1.1641935110092163,0.08064735297000769,11,0.8372063040733337,-0.0821633989160711
opening_range_breakout,630,1.0,20.0,1.5,m15_1_5r,840,100,-0.5041339251599783,66,1.1641935110092163,0.08064735297000769,11,0.8372063040733337,-0.0821633989160711
opening_range_breakout,690,1.0,40.0,4.0,be_1r,840,236,-0.5065365749957852,81,1.1890923976898193,0.07177135090769073,13,1.2511839866638184,0.12468559925372784
opening_range_breakout,630,1.25,20.0,4.0,none,840,162,-0.5065614197459952,66,1.1060667037963867,0.047356612754590584,11,1.3892465829849243,0.1959240653298118
opening_range_breakout,690,1.25,20.0,4.0,none,960,259,-0.5079026759814682,81,0.937239408493042,-0.03322055604722765,13,1.237082600593567,0.12659082045921913
opening_range_breakout,690,1.0,40.0,2.0,be_1r,960,225,-0.5093472571230544,81,1.083033561706543,0.03601139563101309,13,0.7443713545799255,-0.12274050712585449
opening_range_breakout,630,1.0,40.0,1.5,none,840,120,-0.5103462558498448,66,1.0084470510482788,0.0038962364196777344,11,0.8238773345947266,-0.08889066089283336
opening_range_breakout,630,1.0,40.0,1.5,m15_1_5r,840,124,-0.5103462558498448,66,1.0084470510482788,0.0038962364196777344,11,0.8238773345947266,-0.08889066089283336
opening_range_breakout,630,1.0,40.0,4.0,be_1r,840,140,-0.5105165087083338,66,1.2128689289093018,0.08746256972804214,11,1.4543037414550781,0.22929115728898483
opening_range_breakout,630,1.25,40.0,4.0,none,840,186,-0.5116860994881436,66,1.1059752702713013,0.04418950369863799,11,1.3792792558670044,0.19090708819302646
opening_range_breakout,690,1.25,40.0,4.0,none,960,283,-0.5121687950153785,81,1.027967095375061,0.013513650423214759,13,1.2291321754455566,0.1223456492790809
market_0945,585,1.25,40.0,1.5,be_1r,960,75,-0.5167958229333278,124,0.8452248573303223,-0.07385189302505986,24,0.5456029772758484,-0.264155109723409
market_0945,585,1.25,40.0,1.5,none,960,73,-0.5167958229333278,124,0.8403210043907166,-0.08151203586209205,24,0.5456029772758484,-0.264155109723409
market_0945,585,1.25,40.0,1.5,m15_1_5r,960,77,-0.5167958229333278,124,0.8403210043907166,-0.08151203586209205,24,0.5456029772758484,-0.264155109723409
opening_range_breakout,630,1.0,20.0,1.5,be_1r,960,99,-0.5188580429953988,66,1.2040340900421143,0.09584762833335182,11,0.7097223997116089,-0.13832967931574042
market_0945,585,1.25,20.0,2.0,m15_1_5r,960,59,-0.5214913126501628,124,0.8070452809333801,-0.10425143088063886,24,0.605137288570404,-0.23953139781951904
market_0945,585,1.25,40.0,2.0,m15_1_5r,840,82,-0.5246653251977367,124,0.876760721206665,-0.054462978916783485,24,0.562964677810669,-0.253807266553243
opening_range_breakout,630,1.0,40.0,1.5,be_1r,960,123,-0.5248508633764892,66,1.1010080575942993,0.04495120771003492,11,0.6956055760383606,-0.14505696296691895
opening_range_breakout,690,1.0,20.0,1.5,be_1r,960,195,-0.5251796184725979,81,1.060390830039978,0.029095549642303844,13,0.5960206985473633,-0.1939712671133188
opening_range_breakout,630,1.0,20.0,4.0,none,960,115,-0.5264667660845687,66,1.3696938753128052,0.20202441649003464,11,1.3970500230789185,0.22530672766945578
opening_range_breakout,690,1.0,20.0,3.0,be_1r,840,206,-0.5267208775743648,81,1.0431733131408691,0.019928099196634175,13,0.9527222514152527,-0.023468233071840726
opening_range_breakout,630,1.25,20.0,3.0,none,840,156,-0.5289354889632633,66,1.207083821296692,0.09245868162675337,11,1.1069990396499634,0.05385710976340554
opening_range_breakout,630,1.25,20.0,3.0,m15_1_5r,840,160,-0.5293749088779867,66,1.2596899271011353,0.10980048324122574,11,0.825520932674408,-0.07761535861275413
opening_range_breakout,690,1.0,40.0,1.5,be_1r,960,219,-0.5301470329634176,81,1.077736735343933,0.033714206130416306,13,0.5841655135154724,-0.19966358404893142
opening_range_breakout,690,1.0,40.0,3.0,be_1r,840,230,-0.5322005599229893,81,1.3248566389083862,0.12330163555380738,13,0.9412548542022705,-0.02916055000745333
opening_range_breakout,630,1.0,40.0,4.0,none,960,139,-0.5333571173630085,66,1.1579902172088623,0.08352490627404416,11,1.3851946592330933,0.21857942234386096
opening_range_breakout,630,1.25,40.0,3.0,none,840,180,-0.5338814392831714,66,1.2141389846801758,0.08929156534599536,11,1.0970317125320435,0.048840110952203926
market_0945,585,1.25,40.0,2.0,be_1r,960,81,-0.5338845159436283,124,0.7939943671226501,-0.09829684995835827,24,0.5456029772758484,-0.264155109723409
opening_range_breakout,630,1.25,40.0,3.0,m15_1_5r,840,184,-0.5340603251998268,66,1.216874599456787,0.0883861527298436,11,0.8142427206039429,-0.08263236284255981
opening_range_breakout,690,1.25,20.0,3.0,none,960,253,-0.5344732355416645,81,1.0992146730422974,0.050066853746955776,13,0.9489555954933167,-0.02725527836726262
opening_range_breakout,630,1.0,20.0,3.0,be_1r,840,110,-0.5345851370655587,66,1.2806440591812134,0.12797205375902582,11,1.1073890924453735,0.05420025912198154
opening_range_breakout,630,1.25,20.0,4.0,m15_1_5r,840,166,-0.5364630958307999,66,1.2535947561264038,0.1072233806956898,11,0.940523624420166,-0.026457504792646927
opening_range_breakout,690,1.0,20.0,1.5,none,960,193,-0.53729174265479,81,1.1668825149536133,0.08452245924207899,13,0.7208457589149475,-0.15550972865178034
opening_range_breakout,690,1.0,20.0,1.5,m15_1_5r,960,197,-0.53729174265479,81,1.1668825149536133,0.08452245924207899,13,0.7208457589149475,-0.15550972865178034
opening_range_breakout,690,1.25,20.0,3.0,m15_1_5r,960,257,-0.5379011970324759,81,1.077123999595642,0.03707048628065321,13,0.714107096195221,-0.13850123148698074
opening_range_breakout,690,1.25,40.0,3.0,none,960,277,-0.5385683469246725,81,1.1120206117630005,0.05274540701030213,13,0.9410051107406616,-0.03150044954740084
market_0945,585,1.25,20.0,1.5,none,960,49,-0.538803597198414,124,0.8493735194206238,-0.08136877705973963,24,0.5348960161209106,-0.28214112917582196
market_0945,585,1.25,20.0,1.5,m15_1_5r,960,53,-0.538803597198414,124,0.8493735194206238,-0.08136877705973963,24,0.5348960161209106,-0.28214112917582196
market_0945,585,1.25,20.0,1.5,be_1r,960,51,-0.538803597198414,124,0.830290675163269,-0.08605907809349798,24,0.5348960161209106,-0.28214112917582196
market_0945,585,1.25,40.0,1.5,none,840,72,-0.54065343479342,124,0.8940590620040894,-0.04681838712384624,24,0.4895941913127899,-0.2964169979095459
market_0945,585,1.25,40.0,1.5,m15_1_5r,840,76,-0.54065343479342,124,0.8940590620040894,-0.04681838712384624,24,0.4895941913127899,-0.2964169979095459
market_0945,585,1.25,40.0,1.5,be_1r,840,74,-0.54065343479342,124,0.8792138695716858,-0.051430686827628844,24,0.4895941913127899,-0.2964169979095459
opening_range_breakout,630,1.0,40.0,3.0,be_1r,840,134,-0.5411995032854932,66,1.3744126558303833,0.15383684273922082,11,1.0940600633621216,0.047472975470803
opening_range_breakout,630,1.25,40.0,4.0,m15_1_5r,840,190,-0.541269098933332,66,1.2105510234832764,0.08580904295950224,11,0.9292453527450562,-0.03147450360384854
opening_range_breakout,690,1.25,40.0,3.0,m15_1_5r,960,281,-0.5417938292475408,81,1.121917486190796,0.054837156225133826,13,0.7053443789482117,-0.14274640266711897
opening_range_breakout,690,1.0,40.0,1.5,none,960,217,-0.5424339665917302,81,1.053931713104248,0.025755428973539374,13,0.710627555847168,-0.16120204558739296
opening_range_breakout,690,1.0,40.0,1.5,m15_1_5r,960,221,-0.5424339665917302,81,1.053931713104248,0.025755428973539374,13,0.710627555847168,-0.16120204558739296
market_0945,585,1.25,20.0,2.0,m15_1_5r,840,58,-0.5464547883815869,124,0.8508704900741577,-0.07120097837140484,24,0.5515229105949402,-0.2717932462692261
opening_range_breakout,690,1.25,20.0,4.0,m15_1_5r,960,263,-0.5466851746424842,81,1.0508846044540405,0.0244582744292271,13,0.8728909492492676,-0.06157818207373986
opening_range_breakout,690,1.0,20.0,2.0,none,840,198,-0.5468383536998911,81,0.9694735407829285,-0.01571915767810963,13,0.8248929977416992,-0.10039133291978103
opening_range_breakout,690,1.0,20.0,2.0,m15_1_5r,840,202,-0.5468383536998911,81,0.9540669918060303,-0.022561441233128678,13,0.8248929977416992,-0.10039133291978103
market_0945,585,1.25,40.0,4.0,be_1r,960,93,-0.5481266614882334,124,0.9087761044502258,-0.04352805691380655,24,0.6889522075653076,-0.18082179625829062
opening_range_breakout,690,1.25,40.0,4.0,m15_1_5r,960,287,-0.5507323175791197,81,1.111505389213562,0.05015395011430905,13,0.8641281127929688,-0.06582335325387809
opening_range_breakout,690,1.0,40.0,2.0,m15_1_5r,840,226,-0.552156610948368,81,1.0819052457809448,0.03444942427270206,13,0.8149642944335938,-0.10608363151550293
opening_range_breakout,690,1.0,40.0,2.0,none,840,222,-0.552156610948368,81,1.079958438873291,0.03461774484610852,13,0.8149642944335938,-0.10608363151550293
market_0945,585,1.25,20.0,2.0,be_1r,960,57,-0.5556411202181322,124,0.7585616707801819,-0.12243265490378102,24,0.5348960161209106,-0.28214112917582196
opening_range_breakout,690,1.0,20.0,2.0,be_1r,840,200,-0.5564539956898673,81,0.903437614440918,-0.04457141440591694,13,0.6427930593490601,-0.17731439150296724
market_0945,585,1.25,40.0,2.0,none,960,79,-0.5580376678850534,124,0.7264275550842285,-0.14777448100428428,24,0.5239084362983704,-0.28822747866312665
market_0945,585,1.25,40.0,2.0,be_1r,840,80,-0.5582911274268127,124,0.8422013521194458,-0.0671906009797127,24,0.4895941913127899,-0.2964169979095459
opening_range_breakout,630,1.0,20.0,3.0,none,960,109,-0.5599560345649162,66,1.4816621541976929,0.25591312755237927,11,1.0766382217407227,0.043488502502441406
opening_range_breakout,690,1.25,20.0,4.0,none,840,258,-0.560231335424794,81,0.9461199641227722,-0.023612110703079787,13,1.0808199644088745,0.044244234378521256
opening_range_breakout,690,1.0,40.0,2.0,be_1r,840,224,-0.5615475032273518,81,1.1066194772720337,0.04046821299894356,13,0.6313257217407227,-0.18300670843857986
opening_range_breakout,630,1.0,20.0,3.0,m15_1_5r,960,113,-0.5617122068066818,66,1.302980661392212,0.151858748811664,11,0.8541781902313232,-0.07539755647832697
market_0945,585,1.25,20.0,1.5,none,840,48,-0.5626304198553085,124,0.897622287273407,-0.048870632725377235,24,0.4812140166759491,-0.3144029974937439
market_0945,585,1.25,20.0,1.5,m15_1_5r,840,52,-0.5626304198553085,124,0.897622287273407,-0.048870632725377235,24,0.4812140166759491,-0.3144029974937439
market_0945,585,1.25,20.0,1.5,be_1r,840,50,-0.5626304198553085,124,0.8545578122138977,-0.06822969067481256,24,0.4812140166759491,-0.3144029974937439
