symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US100,30,1.0,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,25455.57,25515.57,25395.57,25404.36,timeout,0.8175,0.036,216.0,51.21,25478.17,25455.57,1.1787,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 02:00:00,BUY,25339.57,25279.57,25399.57,25399.57,win,0.964,0.036,216.0,60.0,25339.57,25305.86,1.037,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,SELL,25660.51,25720.51,25600.51,25612.09,timeout,0.771,0.036,216.0,48.42,25681.42,25660.51,1.494,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 05:00:00,BUY,25670.83,25610.83,25730.83,25610.83,loss,-1.036,0.036,216.0,-60.0,25670.83,25649.59,0.9807,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 01:15:00,BUY,25540.05,25480.05,25600.05,25480.05,loss,-1.036,0.036,216.0,-60.0,25540.05,25518.19,0.8234,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 05:15:00,BUY,25778.15,25718.15,25838.15,25718.15,loss,-1.036,0.036,216.0,-60.0,25778.15,25739.61,1.5567,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 05:00:00,BUY,25615.79,25555.79,25675.79,25675.79,win,0.964,0.036,216.0,60.0,25615.79,25593.75,0.7678,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 03:15:00,BUY,25034.87,24974.87,25094.87,25094.87,win,0.968,0.032,192.0,60.0,25034.87,24992.57,1.1979,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 06:00:00,BUY,25459.79,25399.79,25519.79,25399.79,loss,-1.036,0.036,216.0,-60.0,25459.79,25416.95,0.7656,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 03:15:00,BUY,25518.57,25458.57,25578.57,25578.57,win,0.964,0.036,216.0,60.0,25518.57,25477.89,1.1419,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 05:15:00,BUY,26063.11,26003.11,26123.11,26123.11,win,0.964,0.036,216.0,60.0,26063.11,26027.71,1.7603,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 02:15:00,SELL,25997.37,26057.37,25937.37,26057.37,loss,-1.036,0.036,216.0,-60.0,26072.83,25997.37,1.0741,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 00:30:00,BUY,25882.66,25822.66,25942.66,25822.66,loss,-1.036,0.036,216.0,-60.0,25882.66,25798.85,1.3423,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 01:15:00,SELL,25300.15,25360.15,25240.15,25360.15,loss,-1.036,0.036,216.0,-60.0,25343.92,25300.15,0.7812,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-04,2026-02-05 00:30:00,2026-02-05 02:00:00,BUY,25034.86,24974.86,25094.86,24974.86,loss,-1.036,0.036,216.0,-60.0,25034.86,24945.85,1.0509,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-05,2026-02-06 00:30:00,2026-02-06 01:00:00,BUY,24295.74,24235.74,24355.74,24355.74,win,0.964,0.036,216.0,60.0,24295.74,24161.85,1.4774,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-10,2026-02-11 00:30:00,2026-02-11 07:00:00,BUY,25215.56,25155.56,25275.56,25185.49,timeout,-0.5372,0.036,216.0,-30.07,25215.56,25196.27,0.7036,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-11,2026-02-12 00:30:00,2026-02-12 01:30:00,BUY,25186.33,25126.33,25246.33,25246.33,win,0.968,0.032,192.0,60.0,25186.33,25146.45,1.1903,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-12,2026-02-13 00:30:00,2026-02-13 02:30:00,SELL,24698.07,24758.07,24638.07,24758.07,loss,-1.032,0.032,192.0,-60.0,24795.64,24698.07,1.7651,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-17,2026-02-18 02:00:00,2026-02-18 04:15:00,BUY,24698.72,24638.72,24758.72,24758.72,win,0.968,0.032,192.0,60.0,24698.72,24652.9,1.0453,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-18,2026-02-19 01:00:00,2026-02-19 07:00:00,BUY,24912.21,24852.21,24972.21,24964.5,timeout,0.8395,0.032,192.0,52.29,24912.21,24855.6,1.2851,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-19,2026-02-20 00:30:00,2026-02-20 06:15:00,BUY,24842.44,24782.44,24902.44,24902.44,win,0.968,0.032,192.0,60.0,24842.44,24805.77,1.1217,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-02,2026-02-26,2026-02-27 00:30:00,2026-02-27 05:00:00,SELL,24947.07,25007.07,24887.07,25007.07,loss,-1.036,0.036,216.0,-60.0,24991.82,24947.07,1.2309,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-03,2026-03-04 01:15:00,2026-03-04 02:30:00,SELL,24660.03,24720.03,24600.03,24600.03,win,0.968,0.032,192.0,60.0,24786.15,24660.03,2.3959,60.0,0.01,500.0,0.01,95
US100,30,1.0,2026-03,2026-03-04,2026-03-05 01:15:00,2026-03-05 01:30:00,SELL,25146.46,25206.46,25086.46,25086.46,win,0.964,0.036,216.0,60.0,25228.8,25146.46,2.3729,60.0,0.01,500.0,0.01,95
US100,30,1.0,2026-03,2026-03-05,2026-03-06 01:15:00,2026-03-06 04:30:00,SELL,25042.73,25102.73,24982.73,25102.73,loss,-1.032,0.032,192.0,-60.0,25080.72,25042.73,0.7403,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-10,2026-03-10 23:45:00,2026-03-11 00:00:00,BUY,24992.29,24932.29,25052.29,25052.29,win,0.968,0.032,192.0,60.0,24992.29,24961.24,0.6576,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-11,2026-03-11 23:30:00,2026-03-11 23:45:00,SELL,24796.29,24856.29,24736.29,24736.29,win,0.964,0.036,216.0,60.0,24852.32,24796.29,1.4032,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-12,2026-03-12 23:30:00,2026-03-13 00:00:00,SELL,24562.4,24622.4,24502.4,24502.4,win,0.964,0.036,216.0,60.0,24612.54,24562.4,1.2542,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-17,2026-03-18 00:00:00,2026-03-18 01:00:00,BUY,24823.37,24763.37,24883.37,24883.37,win,0.968,0.032,192.0,60.0,24823.37,24795.24,1.4037,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-18,2026-03-18 23:30:00,2026-03-19 02:00:00,BUY,24427.29,24367.29,24487.29,24487.29,win,0.968,0.032,192.0,60.0,24427.29,24397.03,0.6165,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-19,2026-03-19 23:30:00,2026-03-20 06:00:00,SELL,24416.91,24476.91,24356.91,24396.41,timeout,0.3097,0.032,192.0,20.5,24466.37,24416.91,0.9078,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-26,2026-03-26 23:30:00,2026-03-27 00:30:00,BUY,23701.58,23641.58,23761.58,23641.58,loss,-1.032,0.032,192.0,-60.0,23701.58,23663.95,0.5806,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-03,2026-03-31,2026-03-31 23:30:00,2026-03-31 23:45:00,BUY,23823.14,23763.14,23883.14,23883.14,win,0.968,0.032,192.0,60.0,23823.14,23782.91,0.8752,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-01,2026-04-01 23:45:00,2026-04-02 00:30:00,SELL,24001.71,24061.71,23941.71,24061.71,loss,-1.032,0.032,192.0,-60.0,24041.07,24001.71,0.9822,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-02,2026-04-02 23:30:00,2026-04-03 02:45:00,BUY,24053.38,23993.38,24113.38,23993.38,loss,-1.036,0.036,216.0,-60.0,24053.38,24030.91,0.6849,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-07,2026-04-08 00:00:00,2026-04-08 00:00:00,BUY,24943.37,24883.37,25003.37,24883.37,loss,-1.036,0.036,216.0,-60.0,24943.37,24770.88,1.3816,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-08,2026-04-08 23:45:00,2026-04-09 06:00:00,SELL,24880.73,24940.73,24820.73,24889.45,timeout,-0.1773,0.032,192.0,-8.72,24911.54,24880.73,0.724,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-09,2026-04-09 23:30:00,2026-04-10 00:45:00,BUY,25069.69,25009.69,25129.69,25129.69,win,0.964,0.036,216.0,60.0,25069.69,25048.84,0.7436,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-14,2026-04-14 23:30:00,2026-04-15 06:00:00,BUY,25883.24,25823.24,25943.24,25841.24,timeout,-0.736,0.036,216.0,-42.0,25883.24,25862.55,0.8323,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-15,2026-04-15 23:30:00,2026-04-16 01:30:00,BUY,26269.68,26209.68,26329.68,26329.68,win,0.964,0.036,216.0,60.0,26269.68,26255.31,0.5325,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-16,2026-04-16 23:30:00,2026-04-17 06:00:00,BUY,26360.39,26300.39,26420.39,26346.48,timeout,-0.2678,0.036,216.0,-13.91,26360.39,26343.59,0.6311,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-21,2026-04-21 23:30:00,2026-04-22 00:15:00,BUY,26634.99,26574.99,26694.99,26694.99,win,0.96,0.04,240.0,60.0,26634.99,26617.56,0.2678,60.0,0.01,500.0,0.01,95
US100,30,1.0,2026-04,2026-04-22,2026-04-23 00:00:00,2026-04-23 00:00:00,SELL,26966.78,27026.78,26906.78,26906.78,win,0.96,0.04,240.0,60.0,26983.97,26966.78,0.5746,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-23,2026-04-23 23:30:00,2026-04-24 00:15:00,BUY,26931.69,26871.69,26991.69,26991.69,win,0.96,0.04,240.0,60.0,26931.69,26914.16,0.3197,60.0,0.01,500.0,0.01,95
US100,30,1.0,2026-04,2026-04-28,2026-04-28 23:30:00,2026-04-29 00:15:00,BUY,27115.49,27055.49,27175.49,27175.49,win,0.96,0.04,240.0,60.0,27115.49,27102.62,0.5039,60.0,0.01,500.0,0.01,100
US100,30,1.0,2026-04,2026-04-29,2026-04-29 23:30:00,2026-04-29 23:45:00,BUY,27374.38,27314.38,27434.38,27434.38,win,0.96,0.04,240.0,60.0,27374.38,27343.02,0.2905,60.0,0.01,500.0,0.01,95
US100,30,1.0,2026-04,2026-04-30,2026-04-30 23:30:00,2026-05-01 03:30:00,BUY,27498.63,27438.63,27558.63,27558.63,win,0.96,0.04,240.0,60.0,27498.63,27469.7,0.8106,60.0,0.01,500.0,0.01,100
