trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
75,24,16,35,32.0,14.16,20.0,114.29,7,52399.91,False,,54.9,15.88,0,22.98,mt5_min_step_compounding,AUDUSD
70,24,13,33,34.29,10.01,20.0,58.26,5,52399.91,False,,55.42,18.64,0,22.99,mt5_min_step_compounding,GBPUSD
72,14,16,42,19.44,-0.63,20.0,10.54,1,52399.91,False,,73.89,7.02,2,25.63,mt5_min_step_compounding,EURUSD
74,11,9,54,14.86,-2.55,20.0,7.75,1,52399.91,False,,81.89,4.03,10,31.5,mt5_min_step_compounding,USDCAD
