symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,30,1.3333333333333333,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.71622,0.71772,0.71422,0.71657,timeout,-0.2933,0.06,9.0,-35.0,0.71646,0.71622,1.2399,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,0.71718,0.71868,0.71518,0.71601,timeout,0.72,0.06,9.0,117.0,0.7178,0.71718,3.4173,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,SELL,0.71283,0.71433,0.71083,0.71307,timeout,-0.22,0.06,9.0,-24.0,0.71368,0.71283,3.6615,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-04,2026-06-04 23:30:00,2026-06-05 01:00:00,SELL,0.7133,0.7148,0.7113,0.7113,win,1.2733,0.06,9.0,200.0,0.71358,0.7133,1.6824,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-09,2026-06-09 23:30:00,2026-06-10 00:15:00,SELL,0.70158,0.70308,0.69958,0.70308,loss,-1.06,0.06,9.0,-150.0,0.70224,0.70158,1.9701,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-10,2026-06-10 23:30:00,2026-06-11 06:00:00,BUY,0.69991,0.69841,0.70191,0.70052,timeout,0.3467,0.06,9.0,61.0,0.69991,0.6987,3.8853,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-11,2026-06-11 23:30:00,2026-06-12 05:45:00,SELL,0.70454,0.70604,0.70254,0.70254,win,1.2733,0.06,9.0,200.0,0.70523,0.70454,1.3761,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-16,2026-06-16 23:45:00,2026-06-17 06:00:00,SELL,0.70675,0.70825,0.70475,0.70577,timeout,0.5933,0.06,9.0,98.0,0.70701,0.70675,1.3532,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-17,2026-06-17 23:30:00,2026-06-18 02:45:00,BUY,0.70184,0.70034,0.70384,0.70384,win,1.2733,0.06,9.0,200.0,0.70184,0.70141,1.0769,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-18,2026-06-18 23:30:00,2026-06-19 04:00:00,SELL,0.70159,0.70309,0.69959,0.69959,win,1.2733,0.06,9.0,200.0,0.70176,0.70159,0.623,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-23,2026-06-23 23:30:00,2026-06-24 06:00:00,SELL,0.69123,0.69273,0.68923,0.69153,timeout,-0.26,0.06,9.0,-30.0,0.69146,0.69123,1.3644,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-24,2026-06-24 23:45:00,2026-06-25 06:00:00,BUY,0.68989,0.68839,0.69189,0.68949,timeout,-0.3267,0.06,9.0,-40.0,0.68989,0.68949,1.5819,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-06,2026-06-25,2026-06-25 23:30:00,2026-06-26 02:00:00,SELL,0.69061,0.69211,0.68861,0.68861,win,1.2733,0.06,9.0,200.0,0.69085,0.69061,0.9438,150.0,0.01,200.0,0.01
