starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,233.31,-66.69,-22.23,56,12,44,21.43,0.23,0.0041,0.0477,54.03,M15
300.0,495.47,195.47,65.16,31,10,21,32.26,13.55,0.437,0.0344,36.59,M30
