time,balance,floating_pnl,equity,peak,drawdown_usd,drawdown_pct
2026-06-29T08:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-29T12:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-29T16:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-29T20:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T00:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T04:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T08:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T12:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T16:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-30T20:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-07-01T00:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-07-01T04:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-07-01T08:00:00+00:00,1000.0,-23.8,976.2,1000.0,23.799999999999955,2.3799999999999955
2026-07-01T12:00:00+00:00,1000.0,459.9,1459.9,1459.9,0.0,0.0
2026-07-01T16:00:00+00:00,1000.0,944.2,1944.2,1944.2,0.0,0.0
2026-07-01T20:00:00+00:00,1000.0,543.1,1543.1,1944.2,401.10000000000014,20.630593560333306
2026-07-02T00:00:00+00:00,1000.0,749.7,1749.7,1944.2,194.5,10.004114803003807
2026-07-02T04:00:00+00:00,1000.0,838.9,1838.9,1944.2,105.29999999999995,5.416109453759899
2026-07-02T08:00:00+00:00,1000.0,992.6,1992.6,1992.6,0.0,0.0
2026-07-02T12:00:00+00:00,1000.0,1819.1999999999998,2819.2,2819.2,0.0,0.0
2026-07-02T16:00:00+00:00,1000.0,1830.4,2830.4,2830.4,0.0,0.0
2026-07-02T20:00:00+00:00,1000.0,1944.1999999999998,2944.2,2944.2,0.0,0.0
2026-07-03T00:00:00+00:00,1000.0,2414.0,3414.0,3414.0,0.0,0.0
2026-07-03T04:00:00+00:00,1000.0,3045.2,4045.2,4045.2,0.0,0.0
2026-07-03T08:00:00+00:00,1000.0,3089.0,4089.0,4089.0,0.0,0.0
2026-07-03T12:00:00+00:00,1000.0,3005.4,4005.4,4089.0,83.59999999999991,2.044509660063583
2026-07-03T16:00:00+00:00,1000.0,2966.6,3966.6,4089.0,122.40000000000009,2.9933969185619977
2026-07-06T00:00:00+00:00,1000.0,3063.4,4063.4,4089.0,25.59999999999991,0.6260699437515262
2026-07-06T04:00:00+00:00,1000.0,2663.4,3663.4,4089.0,425.5999999999999,10.408412814869159
2026-07-06T08:00:00+00:00,1000.0,2478.2,3478.2,4089.0,610.8000000000002,14.93763756419663
2026-07-06T12:00:00+00:00,1000.0,2261.0,3261.0,4089.0,828.0,20.2494497432135
2026-07-06T16:00:00+00:00,1000.0,2569.2,3569.2,4089.0,519.8000000000002,12.71215456101737
2026-07-06T20:00:00+00:00,1000.0,2768.2,3768.2,4089.0,320.8000000000002,7.845438982636346
2026-07-07T00:00:00+00:00,1000.0,2390.4,3390.4,4089.0,698.5999999999999,17.084861824406943
2026-07-07T04:00:00+00:00,1000.0,2001.0,3001.0,4089.0,1088.0,26.607972609439962
2026-07-07T08:00:00+00:00,3001.0,3.7,3004.7,4089.0,1084.3000000000002,26.517485937882128
2026-07-07T12:00:00+00:00,3001.0,-459.6,2541.4,4089.0,1547.6,37.84788456835412
2026-07-07T16:00:00+00:00,3001.0,-186.9,2814.1,4089.0,1274.9,31.178772315969677
2026-07-07T20:00:00+00:00,3001.0,204.5,3205.5,4089.0,883.5,21.606749816581072
2026-07-08T00:00:00+00:00,3001.0,148.3,3149.3,4089.0,939.6999999999998,22.981168989973096
2026-07-08T04:00:00+00:00,3001.0,12.9,3013.9,4089.0,1075.1,26.292492051846416
2026-07-08T08:00:00+00:00,3001.0,696.8,3697.8,4089.0,391.1999999999998,9.56713132795304
2026-07-08T12:00:00+00:00,3001.0,542.6,3543.6,4089.0,545.4000000000001,13.338224504768895
2026-07-08T16:00:00+00:00,3001.0,626.6,3627.6,4089.0,461.4000000000001,11.283932501834192
2026-07-08T20:00:00+00:00,3001.0,350.5,3351.5,4089.0,737.5,18.036194668623136
2026-07-09T00:00:00+00:00,3001.0,421.1,3422.1,4089.0,666.9000000000001,16.309611151870875
2026-07-09T04:00:00+00:00,3001.0,613.3000000000001,3614.3,4089.0,474.6999999999998,11.609195402298846
2026-07-09T08:00:00+00:00,3001.0,-266.5,2734.5,4089.0,1354.5,33.12545854732208
2026-07-09T12:00:00+00:00,3001.0,-254.5,2746.5,4089.0,1342.5,32.831988261188556
2026-07-09T16:00:00+00:00,3001.0,-661.1,2339.9,4089.0,1749.1,42.775739789679626
2026-07-09T20:00:00+00:00,2338.5,-46.6,2291.9,4089.0,1797.1,43.94962093421374
