logical_symbol,broker_symbol,side,signal_time,entry_time,exit_time,entry,sl,tp1,tp2,final_tp,target_multiple,exit_price,result,r_multiple,risk_per_lot,bull_pct,bear_pct,bias,atr,spread,entry_time_iso,exit_time_iso,lot,risk_budget,actual_risk,minimum_lot_override,risk_overrun,pnl,balance_before,balance_after
BTCUSD,BTCUSDm,BUY,1780934400,1780934400,1781015100,63750.4,61523.01,65977.79,68205.18,70432.57,3,61523.01,loss,-1.0,2227.39,100.0,0.0,STRONG BULL,1335.44,10.0,2026-06-08T16:00:00Z,2026-06-09T14:25:00Z,0.01,15.0,22.27,True,7.27,-22.27,300.0,277.73
BTCUSD,BTCUSDm,SELL,1781020800,1781020800,1781175300,61079.82,63123.98,59035.66,56991.5,54947.34,3,63123.98,loss,-1.0,2044.16,14.29,85.71,STRONG BEAR,1218.3,10.0,2026-06-09T16:00:00Z,2026-06-11T10:55:00Z,0.01,13.89,20.44,True,6.56,-20.44,277.73,257.28
