starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,bot,symbol
300,7.74,-292.26,-97.42,152,43,109,28.29,-68.87,0.0222,97.86,Trend,BTCUSD
