policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
challenge20_current,ORB,XAGUSD,M15,2025-12,2025-12-30 00:15:00,2025-12-30 01:00:00,BUY,72.675,72.148,1.304,72.148,loss,-1.0004,100,0.527,0.0004,20.0,0.1042,1.0572,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,300.0,15.0,-15.01,284.99
challenge20_current,ORB,XAGUSD,M15,2025-12,2025-12-31 00:15:00,2025-12-31 00:15:00,SELL,74.985,75.387,1.304,74.460652,win,1.3039,100,0.702643,0.0005,20.0,0.8958,0.5721,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,284.99,14.25,18.58,303.57
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-02 00:15:00,2026-01-02 00:15:00,SELL,72.594,73.013,1.304,72.047478,win,1.3039,100,0.494929,0.0005,20.0,0.3438,0.8466,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,303.57,15.18,19.79,323.37
challenge20_current,LTA,US30,M15,2026-01,2026-01-05 05:15:00,2026-01-05 07:15:00,BUY,48420.4,48374.14821,1.304,48420.4,trail_stop,-0.0454,90,15.678571,0.0454,21.0,0.1771,,"live_adaptive(vol=1.00,volume=1.00)",challenge20,Entry Model 2 - Internal Swing Confirmation,323.37,16.17,-0.73,322.63
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-06 00:15:00,2026-01-06 01:00:00,BUY,76.311,76.108,1.304,76.108,loss,-1.001,100,0.349857,0.001,20.0,0.2708,0.5802,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,322.63,16.13,-16.15,306.48
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-07 00:15:00,2026-01-07 00:30:00,SELL,82.432,82.629,1.304,82.629,loss,-1.001,95,0.409857,0.001,20.0,0.2604,0.4807,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,306.48,15.32,-15.34,291.14
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-08 00:15:00,2026-01-08 00:15:00,SELL,78.682,78.952,1.304,78.329826,win,1.3036,100,0.27,0.0007,20.0,0.0312,1.0439,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,291.14,14.56,18.98,310.12
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-09 00:15:00,2026-01-09 00:15:00,SELL,76.448,76.739,1.304,76.068435,win,1.3037,100,0.291,0.0007,20.0,0.1354,1.0385,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,310.12,15.51,20.22,330.34
challenge20_current,ORB,XAUUSD,M15,2026-01,2026-01-13 00:15:00,2026-01-13 00:45:00,SELL,4592.223,4599.73,1.304,4592.223,trail_stop,-0.0002,100,9.139571,0.0002,160.0,0.6562,0.8214,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,330.34,16.52,-0.0,330.33
challenge20_current,ORB,XAUUSD,M15,2026-01,2026-01-14 00:15:00,2026-01-14 02:30:00,BUY,4607.803,4597.14,1.304,4621.711261,win,1.3042,100,10.663,0.0002,160.0,0.3333,1.4798,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,330.33,16.52,21.54,351.87
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-15 00:15:00,2026-01-15 00:45:00,BUY,92.717,92.131,1.304,92.131,loss,-1.0003,100,0.752714,0.0003,20.0,0.9688,0.7785,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,351.87,17.59,-17.6,334.28
challenge20_current,ORB,XAUUSD,M15,2026-01,2026-01-16 00:15:00,2026-01-16 00:30:00,BUY,4610.395,4603.393,1.304,4603.393,loss,-1.0002,100,7.002,0.0002,160.0,0.2812,1.2283,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,334.28,16.71,-16.72,317.56
challenge20_current,ORB,XAUUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 00:30:00,SELL,4664.099,4668.008,1.304,4664.099,trail_stop,-0.0004,100,4.334571,0.0004,160.0,0.1667,0.9018,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,317.56,15.88,-0.01,317.55
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 00:30:00,BUY,95.046,94.774,1.304,95.400783,win,1.3032,100,0.364571,0.0011,30.0,0.2604,0.7461,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,317.55,15.88,20.69,338.24
challenge20_current,ORB,XAGUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 00:45:00,SELL,90.967,91.563,1.304,91.563,loss,-1.0003,100,0.750429,0.0003,20.0,0.6875,0.7942,"live_adaptive(vol=1.00,volume=1.00)",challenge20,ORB 15m breakout,338.24,16.91,-16.92,321.33
