policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-19 00:00:00,2026-05-19 10:30:00,BUY,1.37423,1.37352,4.0,1.37707,win,2.5,92,0.000192,0.0417,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,300.0,15.0,37.5,337.5
dynamic_balanced,LTA,GBPJPY,M15,2026-05,2026-05-19 00:45:00,2026-05-19 05:30:00,SELL,213.375,213.48219,4.0,213.16062,trail_stop,1.5,94,0.074571,0.5,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,337.5,16.88,25.31,362.81
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-19 23:15:00,2026-05-19 23:45:00,BUY,0.71082,0.710673,5.0,0.710967,trail_stop,1.0,100,0.00021,0.5,0.5714,"max(structure,0.70ATR)",balanced,ORB 15m breakout,362.81,18.14,18.14,380.95
dynamic_balanced,LTA,AUDUSD,M15,2026-05,2026-05-20 00:00:00,2026-05-20 08:30:00,SELL,0.70968,0.71129,4.0,0.71129,loss,-1.0,90,0.000246,0.0729,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,380.95,19.05,-19.05,361.91
dynamic_balanced,LTA,USDCAD,M30,2026-05,2026-05-20 00:00:00,2026-05-20 11:30:00,BUY,1.37535,1.3741,4.0,1.37535,trail_stop,0.5,93,0.000447,0.1042,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,361.91,18.1,9.05,370.95
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-20 23:15:00,2026-05-20 23:45:00,SELL,0.71501,0.71522,5.0,0.71522,loss,-1.0,100,0.000263,0.0312,0.7609,"max(structure,0.80ATR)",balanced,ORB 15m breakout,370.95,18.55,-18.55,352.41
dynamic_balanced,LTA,AUDUSD,M15,2026-05,2026-05-21 01:30:00,2026-05-21 08:15:00,SELL,0.71346,0.71571,4.0,0.71346,trail_stop,0.5,94,0.000454,0.25,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,352.41,17.62,8.81,361.22
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-21 05:15:00,2026-05-21 06:15:00,BUY,1.37656,1.376,5.0,1.376,loss,-1.0,100,0.00028,0.1354,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,361.22,18.06,-18.06,343.15
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-21 23:15:00,2026-05-21 23:30:00,SELL,0.715,0.715212,5.0,0.715,trail_stop,0.5,100,0.000303,0.0208,0.5283,"max(structure,0.70ATR)",balanced,ORB 15m breakout,343.15,17.16,8.58,351.73
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-22 00:45:00,2026-05-22 01:00:00,SELL,1.3783,1.37879,4.0,1.37879,loss,-1.0,92,0.000276,0.2188,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,351.73,17.59,-17.59,334.15
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-22 05:15:00,2026-05-22 05:45:00,BUY,1.37892,1.37868,5.0,1.37868,loss,-1.0,100,0.000243,0.0417,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,334.15,16.71,-16.71,317.44
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-22 06:00:00,2026-05-22 13:00:00,BUY,1.37927,1.3783,5.0,1.37927,trail_stop,0.5,100,0.000307,0.3125,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,317.44,15.87,7.94,325.38
dynamic_balanced,ORB,GBPUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:45:00,SELL,1.34836,1.34907,5.0,1.34836,trail_stop,0.5,100,0.00071,0.6667,0.6056,"max(structure,1.00ATR)",balanced,ORB 15m breakout,325.38,16.27,8.13,333.51
dynamic_balanced,ORB,NZDUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:15:00,SELL,0.58768,0.587967,4.0,0.587393,trail_stop,1.0,100,0.000359,0.5833,0.7515,"max(structure,0.80ATR)",balanced,ORB 15m breakout,333.51,16.68,16.68,350.19
dynamic_balanced,ORB,USDCAD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:15:00,SELL,1.37987,1.380596,3.0,1.380596,loss,-1.0,95,0.000581,0.8229,0.4477,"max(structure,1.25ATR)",balanced,ORB 15m breakout,350.19,17.51,-17.51,332.68
dynamic_balanced,LTA,GBPJPY,M30,2026-05,2026-05-25 04:30:00,2026-05-25 21:00:00,BUY,214.179,214.02405,4.0,214.4889,trail_stop,1.5,95,0.113,0.2812,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,332.68,16.63,24.95,357.63
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-25 04:30:00,2026-05-25 05:30:00,SELL,1.38072,1.38103,4.0,1.38072,trail_stop,0.5,91,0.000269,0.0208,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,357.63,17.88,8.94,366.57
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-25 23:15:00,2026-05-26 00:15:00,SELL,0.71732,0.71754,5.0,0.71688,trail_stop,1.5,100,0.00022,0.1979,1.0883,"max(structure,0.80ATR)",balanced,ORB 15m breakout,366.57,18.33,27.49,394.06
dynamic_balanced,LTA,USDCAD,M30,2026-05,2026-05-26 06:00:00,2026-05-26 09:00:00,SELL,1.38096,1.3815,5.0,1.38042,trail_stop,1.0,96,0.000335,0.1667,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,394.06,19.7,19.7,413.76
sniper,Sniper,BTCUSD,H4,2026-05,2026-05-26 20:00:00,2026-06-01 11:55:00,SELL,75921.84,77162.16,3.0,72200.87,win,2.0,100,826.88,0.5,,sniper ATR,TP3,Sniper,413.76,20.69,41.38,455.14
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:45:00,BUY,0.71683,0.71671,5.0,0.71707,trail_stop,1.5,100,0.000147,0.0104,0.8155,"max(structure,0.80ATR)",balanced,ORB 15m breakout,455.14,22.76,34.14,489.28
dynamic_balanced,LTA,AUDUSD,M30,2026-05,2026-05-27 01:30:00,2026-05-28 12:30:00,SELL,0.71558,0.71798,4.0,0.71318,trail_stop,1.0,91,0.000458,0.3542,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,489.28,24.46,24.46,513.74
dynamic_balanced,LTA,GBPJPY,M15,2026-05,2026-05-27 03:00:00,2026-05-27 06:00:00,BUY,214.205,214.14754,5.0,214.26246,trail_stop,1.0,96,0.063071,0.3021,,"max(structure,0.80ATR)",balanced,Entry Model 2 - Internal Swing Confirmation,513.74,25.69,25.69,539.43
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-27 04:30:00,2026-05-27 05:45:00,SELL,1.38094,1.38122,5.0,1.38122,loss,-1.0,98,0.000219,0.0833,,"max(structure,0.80ATR)",balanced,Entry Model 2 - Internal Swing Confirmation,539.43,26.97,-26.97,512.45
dynamic_balanced,LTA,GBPJPY,M15,2026-05,2026-05-28 04:30:00,2026-05-28 07:15:00,BUY,213.45,213.30888,4.0,213.73224,trail_stop,1.5,94,0.0875,0.6667,,"max(structure,1.00ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,512.45,25.62,38.43,550.89
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,SELL,0.71623,0.71646,4.0,0.71646,loss,-1.0,100,0.00023,0.5,1.1882,"max(structure,0.80ATR)",balanced,ORB 15m breakout,550.89,27.54,-27.54,523.34
dynamic_balanced,ORB,GBPUSD,M15,2026-05,2026-05-28 23:45:00,2026-05-29 00:30:00,BUY,1.34451,1.343997,3.0,1.343997,loss,-1.0,100,0.00041,0.5,1.3732,"max(structure,1.25ATR)",balanced,ORB 15m breakout,523.34,26.17,-26.17,497.18
dynamic_balanced,LTA,USDCAD,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,1.37806,1.37838,4.0,1.37838,loss,-1.0,92,0.000154,0.5,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,497.18,24.86,-24.86,472.32
dynamic_balanced,ORB,USDCHF,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,0.78368,0.7839,5.0,0.7839,loss,-1.0,100,0.00022,0.0312,1.3276,"max(structure,0.80ATR)",balanced,ORB 15m breakout,472.32,23.62,-23.62,448.7
dynamic_balanced,ORB,NZDUSD,M15,2026-05,2026-05-29 00:15:00,2026-06-01 00:15:00,BUY,0.59458,0.592993,3.0,0.59751,timeout,1.4228,95,0.00127,0.4271,4.6789,"max(structure,1.25ATR)",balanced,ORB 15m breakout,448.7,22.44,31.92,480.62
dynamic_balanced,ORB,AUDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.71822,0.71778,5.0,0.71778,loss,-1.0,100,0.00044,0.4375,1.1536,"max(structure,0.80ATR)",balanced,ORB 15m breakout,480.62,24.03,-24.03,456.59
dynamic_balanced,ORB,GBPUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,1.34504,1.344625,5.0,1.34504,trail_stop,0.5,100,0.000593,0.4375,0.5735,"max(structure,0.70ATR)",balanced,ORB 15m breakout,456.59,22.83,11.41,468.01
dynamic_balanced,ORB,USDCHF,M15,2026-05,2026-05-31 23:15:00,2026-05-31 23:45:00,SELL,0.7814,0.781759,4.0,0.781759,loss,-1.0,95,0.000514,0.4375,0.37,"max(structure,0.70ATR)",balanced,ORB 15m breakout,468.01,23.4,-23.4,444.61
dynamic_balanced,LTA,AUDUSD,M15,2026-06,2026-06-01 03:00:00,2026-06-01 05:00:00,SELL,0.71812,0.71875,5.0,0.71875,loss,-1.0,97,0.000359,0.2292,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,444.61,22.23,-22.23,422.38
dynamic_balanced,LTA,USDCAD,M15,2026-06,2026-06-01 03:00:00,2026-06-01 04:15:00,BUY,1.38086,1.38051,5.0,1.38086,trail_stop,0.5,100,0.000345,0.2292,,"max(structure,0.80ATR)",balanced,Entry Model 2 - Internal Swing Confirmation,422.38,21.12,10.56,432.94
dynamic_balanced,LTA,USDCAD,M30,2026-06,2026-06-01 04:30:00,2026-06-01 06:30:00,SELL,1.38078,1.38137,4.0,1.38078,trail_stop,0.5,90,0.000479,0.1875,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,432.94,21.65,10.82,443.76
dynamic_balanced,LTA,GBPJPY,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:45:00,BUY,214.905,214.79129,4.0,214.79129,loss,-1.0,90,0.071429,0.3229,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,443.76,22.19,-22.19,421.57
dynamic_balanced,LTA,USDCAD,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:30:00,SELL,1.38404,1.38429,4.0,1.38429,loss,-1.0,91,0.000209,0.5,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,421.57,21.08,-21.08,400.49
dynamic_balanced,LTA,GBPJPY,M15,2026-06,2026-06-02 00:45:00,2026-06-02 04:15:00,SELL,214.801,214.95636,4.0,214.95636,loss,-1.0,91,0.069071,0.3021,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,400.49,20.02,-20.02,380.47
dynamic_balanced,LTA,AUDUSD,M15,2026-06,2026-06-03 06:00:00,2026-06-03 10:00:00,SELL,0.71601,0.71735,4.0,0.71735,loss,-1.0,90,0.000386,0.6354,,"max(structure,1.00ATR)",balanced,Entry Model 1 - Double Wick Confirmation,380.47,19.02,-19.02,361.44
dynamic_balanced,ORB,AUDUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 11:00:00,SELL,0.71287,0.713882,3.0,0.713882,loss,-1.0,95,0.00081,0.2083,3.4892,"max(structure,1.25ATR)",balanced,ORB 15m breakout,361.44,18.07,-18.07,343.37
dynamic_balanced,ORB,USDCAD,M15,2026-06,2026-06-03 23:30:00,2026-06-04 06:00:00,BUY,1.3895,1.388838,3.0,1.390162,trail_stop,1.0,100,0.00053,0.4688,1.5458,"max(structure,1.25ATR)",balanced,ORB 15m breakout,343.37,17.17,17.17,360.54
dynamic_balanced,ORB,NZDUSD,M15,2026-06,2026-06-04 00:15:00,2026-06-04 07:30:00,BUY,0.58725,0.586313,3.0,0.586313,loss,-1.0,95,0.00075,0.5104,2.2727,"max(structure,1.25ATR)",balanced,ORB 15m breakout,360.54,18.03,-18.03,342.51
