policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-19 00:00:00,2026-05-19 10:45:00,BUY,1.37423,1.37352,6.0,1.37636,trail_stop,2.0,92,0.000192,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation,300.0,15.0,30.0,330.0
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-19 00:45:00,2026-05-19 05:30:00,SELL,213.375,213.48219,6.0,213.16062,trail_stop,1.5,94,0.074571,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,330.0,16.5,24.75,354.75
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-19 23:15:00,2026-05-19 23:45:00,BUY,0.71082,0.7107,6.0,0.71106,trail_stop,1.5,100,0.00021,0.5,0.5714,structure,static,ORB 15m breakout,354.75,17.74,26.61,381.36
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-20 00:00:00,2026-05-20 08:30:00,SELL,0.70968,0.71129,6.0,0.71129,loss,-1.0,90,0.000246,0.0729,,structure,static,Entry Model 3 - Confirmation of Internal Structure,381.36,19.07,-19.07,362.29
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-20 00:00:00,2026-05-20 11:30:00,BUY,1.37535,1.3741,6.0,1.37535,trail_stop,0.5,93,0.000447,0.1042,,structure,static,Entry Model 3 - Confirmation of Internal Structure,362.29,18.11,9.06,371.35
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-20 23:15:00,2026-05-20 23:45:00,SELL,0.71501,0.71521,6.0,0.71521,loss,-1.0,100,0.000263,0.0312,0.7609,structure,static,ORB 15m breakout,371.35,18.57,-18.57,352.78
fixed_current,LTA,AUDUSD,M15,2026-05,2026-05-21 01:30:00,2026-05-21 08:15:00,SELL,0.71346,0.71571,6.0,0.71346,trail_stop,0.5,94,0.000454,0.25,,structure,static,Entry Model 3 - Confirmation of Internal Structure,352.78,17.64,8.82,361.6
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-21 05:15:00,2026-05-21 06:15:00,BUY,1.37656,1.376,6.0,1.376,loss,-1.0,100,0.00028,0.1354,,structure,static,Entry Model 1 - Double Wick Confirmation,361.6,18.08,-18.08,343.52
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-21 23:15:00,2026-05-21 23:30:00,SELL,0.715,0.71516,6.0,0.715,trail_stop,0.5,100,0.000303,0.0208,0.5283,structure,static,ORB 15m breakout,343.52,17.18,8.59,352.11
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 00:45:00,2026-05-22 01:00:00,SELL,1.3783,1.37879,6.0,1.37879,loss,-1.0,92,0.000276,0.2188,,structure,static,Entry Model 1 - Double Wick Confirmation,352.11,17.61,-17.61,334.5
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 05:15:00,2026-05-22 05:45:00,BUY,1.37892,1.37868,6.0,1.37868,loss,-1.0,100,0.000243,0.0417,,structure,static,Entry Model 1 - Double Wick Confirmation,334.5,16.73,-16.73,317.78
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-22 06:00:00,2026-05-22 13:00:00,BUY,1.37927,1.3783,6.0,1.37927,trail_stop,0.5,100,0.000307,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation,317.78,15.89,7.94,325.72
fixed_current,ORB,GBPUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:45:00,SELL,1.34836,1.34879,3.0,1.34836,trail_stop,0.5,100,0.00071,0.6667,0.6056,structure,static,ORB 15m breakout,325.72,16.29,8.14,333.86
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-24 23:15:00,2026-05-25 00:15:00,SELL,0.58768,0.58795,3.0,0.58741,trail_stop,1.0,100,0.000359,0.5833,0.7515,structure,static,ORB 15m breakout,333.86,16.69,16.69,350.56
fixed_current,ORB,USDCAD,M15,2026-05,2026-05-24 23:15:00,2026-05-24 23:30:00,SELL,1.37987,1.38013,6.0,1.38013,loss,-1.0,95,0.000581,0.8229,0.4477,structure,static,ORB 15m breakout,350.56,17.53,-17.53,333.03
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-25 00:00:00,2026-05-25 01:15:00,BUY,1.38043,1.37969,6.0,1.37969,loss,-1.0,92,0.000555,0.8229,,structure,static,Entry Model 1 - Double Wick Confirmation,333.03,16.65,-16.65,316.38
fixed_current,LTA,GBPJPY,M30,2026-05,2026-05-25 04:30:00,2026-05-25 21:00:00,BUY,214.179,214.02405,6.0,214.4889,trail_stop,1.5,95,0.113,0.2812,,structure,static,Entry Model 1 - Double Wick Confirmation,316.38,15.82,23.73,340.11
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-25 04:30:00,2026-05-25 05:30:00,SELL,1.38072,1.38103,6.0,1.38072,trail_stop,0.5,91,0.000269,0.0208,,structure,static,Entry Model 1 - Double Wick Confirmation,340.11,17.01,8.5,348.61
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-26 06:00:00,2026-05-26 09:00:00,SELL,1.38096,1.3815,6.0,1.38042,trail_stop,1.0,96,0.000335,0.1667,,structure,static,Entry Model 3 - Confirmation of Internal Structure,348.61,17.43,17.43,366.04
sniper,Sniper,BTCUSD,H4,2026-05,2026-05-26 20:00:00,2026-06-01 11:55:00,SELL,75921.84,77162.16,3.0,72200.87,win,2.0,100,826.88,0.5,,sniper ATR,TP3,Sniper,366.04,18.3,36.6,402.64
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:45:00,BUY,0.71683,0.71671,6.0,0.71707,trail_stop,1.5,100,0.000147,0.0104,0.8155,structure,static,ORB 15m breakout,402.64,20.13,30.2,432.84
fixed_current,LTA,AUDUSD,M30,2026-05,2026-05-27 01:30:00,2026-05-28 12:30:00,SELL,0.71558,0.71798,6.0,0.71318,trail_stop,1.0,91,0.000458,0.3542,,structure,static,Entry Model 3 - Confirmation of Internal Structure,432.84,21.64,21.64,454.48
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-27 03:00:00,2026-05-27 06:00:00,BUY,214.205,214.14754,6.0,214.26246,trail_stop,1.0,96,0.063071,0.3021,,structure,static,Entry Model 2 - Internal Swing Confirmation,454.48,22.72,22.72,477.21
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-27 04:30:00,2026-05-27 05:45:00,SELL,1.38094,1.38122,6.0,1.38122,loss,-1.0,98,0.000219,0.0833,,structure,static,Entry Model 2 - Internal Swing Confirmation,477.21,23.86,-23.86,453.35
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-28 04:30:00,2026-05-28 07:15:00,BUY,213.45,213.30888,6.0,213.73224,trail_stop,1.5,94,0.0875,0.6667,,structure,static,Entry Model 3 - Confirmation of Internal Structure,453.35,22.67,34.0,487.35
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,SELL,0.71623,0.71646,6.0,0.71646,loss,-1.0,100,0.00023,0.5,1.1882,structure,static,ORB 15m breakout,487.35,24.37,-24.37,462.98
fixed_current,ORB,GBPUSD,M15,2026-05,2026-05-28 23:45:00,2026-05-29 00:30:00,BUY,1.34451,1.3441,3.0,1.3441,loss,-1.0,100,0.00041,0.5,1.3732,structure,static,ORB 15m breakout,462.98,23.15,-23.15,439.83
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,1.37806,1.37838,6.0,1.37838,loss,-1.0,92,0.000154,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,439.83,21.99,-21.99,417.84
fixed_current,ORB,USDCHF,M15,2026-05,2026-05-29 00:00:00,2026-05-29 00:45:00,SELL,0.78368,0.7839,3.0,0.7839,loss,-1.0,100,0.00022,0.0312,1.3276,structure,static,ORB 15m breakout,417.84,20.89,-20.89,396.95
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-29 00:15:00,2026-05-29 13:15:00,BUY,0.59458,0.59331,3.0,0.59839,win,2.0,95,0.00127,0.4271,4.6789,structure,static,ORB 15m breakout,396.95,19.85,39.69,436.64
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.71822,0.71778,6.0,0.71778,loss,-1.0,100,0.00044,0.4375,1.1536,structure,static,ORB 15m breakout,436.64,21.83,-21.83,414.81
fixed_current,ORB,GBPUSD,M15,2026-05,2026-05-31 23:15:00,2026-05-31 23:45:00,BUY,1.34504,1.3447,3.0,1.34504,trail_stop,0.5,100,0.000593,0.4375,0.5735,structure,static,ORB 15m breakout,414.81,20.74,10.37,425.18
fixed_current,ORB,NZDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.59793,0.59766,3.0,0.59793,trail_stop,0.5,100,0.000506,0.8542,0.5339,structure,static,ORB 15m breakout,425.18,21.26,10.63,435.81
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-01 03:00:00,2026-06-01 05:00:00,SELL,0.71812,0.71875,6.0,0.71875,loss,-1.0,97,0.000359,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation,435.81,21.79,-21.79,414.02
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-01 03:00:00,2026-06-01 04:15:00,BUY,1.38086,1.38051,6.0,1.38086,trail_stop,0.5,100,0.000345,0.2292,,structure,static,Entry Model 2 - Internal Swing Confirmation,414.02,20.7,10.35,424.37
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-01 04:30:00,2026-06-01 06:30:00,SELL,1.38078,1.38137,6.0,1.38078,trail_stop,0.5,90,0.000479,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation,424.37,21.22,10.61,434.98
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:45:00,BUY,214.905,214.79129,6.0,214.79129,loss,-1.0,90,0.071429,0.3229,,structure,static,Entry Model 1 - Double Wick Confirmation,434.98,21.75,-21.75,413.23
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-02 00:00:00,2026-06-02 00:30:00,SELL,1.38404,1.38429,6.0,1.38429,loss,-1.0,91,0.000209,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation,413.23,20.66,-20.66,392.57
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-02 00:45:00,2026-06-02 04:15:00,SELL,214.801,214.95636,6.0,214.95636,loss,-1.0,91,0.069071,0.3021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,392.57,19.63,-19.63,372.94
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-03 06:00:00,2026-06-03 10:00:00,SELL,0.71601,0.71735,6.0,0.71735,loss,-1.0,90,0.000386,0.6354,,structure,static,Entry Model 1 - Double Wick Confirmation,372.94,18.65,-18.65,354.29
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 06:30:00,SELL,0.71287,0.71368,6.0,0.71368,loss,-1.0,95,0.00081,0.2083,3.4892,structure,static,ORB 15m breakout,354.29,17.71,-17.71,336.58
fixed_current,ORB,USDCAD,M15,2026-06,2026-06-03 23:30:00,2026-06-04 00:15:00,BUY,1.3895,1.38897,6.0,1.38897,loss,-1.0,100,0.00053,0.4688,1.5458,structure,static,ORB 15m breakout,336.58,16.83,-16.83,319.75
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-04 00:15:00,2026-06-04 03:15:00,BUY,0.58725,0.5865,3.0,0.5865,loss,-1.0,95,0.00075,0.5104,2.2727,structure,static,ORB 15m breakout,319.75,15.99,-15.99,303.76
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-04 06:00:00,2026-06-04 21:00:00,BUY,214.695,214.32876,6.0,214.695,trail_stop,0.5,94,0.108286,0.4896,,structure,static,Entry Model 1 - Double Wick Confirmation,303.76,15.19,7.59,311.36
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:30:00,BUY,0.71353,0.7133,6.0,0.7133,loss,-1.0,100,0.00023,0.0208,1.382,structure,static,ORB 15m breakout,311.36,15.57,-15.57,295.79
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-05 01:30:00,2026-06-05 06:00:00,SELL,1.39061,1.39119,6.0,1.39061,trail_stop,0.5,91,0.000231,0.0312,,structure,static,Entry Model 1 - Double Wick Confirmation,295.79,14.79,7.39,303.18
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-05 03:45:00,2026-06-05 05:15:00,BUY,214.76,214.70062,6.0,214.76,trail_stop,0.5,96,0.055857,0.1562,,structure,static,Entry Model 2 - Internal Swing Confirmation,303.18,15.16,7.58,310.76
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-05 05:15:00,2026-06-05 06:30:00,SELL,0.71242,0.71305,6.0,0.71242,trail_stop,0.5,95,0.000399,0.4167,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,310.76,15.54,7.77,318.53
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,0.70381,0.70313,6.0,0.70517,trail_stop,1.5,100,0.00068,0.7396,1.1347,structure,static,ORB 15m breakout,318.53,15.93,23.89,342.42
fixed_current,ORB,GBPUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 00:45:00,BUY,1.3329,1.33232,3.0,1.33464,win,2.0,100,0.000816,0.625,0.711,structure,static,ORB 15m breakout,342.42,17.12,34.24,376.66
fixed_current,ORB,NZDUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,0.57914,0.57855,3.0,0.57973,trail_stop,1.0,100,0.00059,0.7188,1.2727,structure,static,ORB 15m breakout,376.66,18.83,18.83,395.5
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:30:00,SELL,213.667,213.71422,6.0,213.57256,trail_stop,1.5,92,0.074786,0.1146,,structure,static,Entry Model 2 - Internal Swing Confirmation,395.5,19.77,29.66,425.16
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-08 23:30:00,SELL,0.70444,0.70451,6.0,0.70437,trail_stop,1.0,95,0.000189,0.5,0.3712,structure,static,ORB 15m breakout,425.16,21.26,21.26,446.42
