bot,symbol,timeframe,status,candles,broker_symbol
LTA,AUDUSD,M15,ok,5280,AUDUSDm
LTA,AUDUSD,M30,ok,2640,AUDUSDm
LTA,GBPJPY,M15,ok,5280,GBPJPYm
LTA,GBPJPY,M30,ok,2640,GBPJPYm
LTA,USDCAD,M15,ok,5280,USDCADm
LTA,USDCAD,M30,ok,2640,USDCADm
ORB,AUDUSD,M15,ok,2880,AUDUSDm
ORB,NZDUSD,M15,ok,2880,NZDUSDm
ORB,USDCAD,M15,ok,2880,USDCADm
ORB,GBPUSD,M15,ok,2880,GBPUSDm
ORB,USDCHF,M15,ok,2880,USDCHFm
