starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,518.02,218.02,72.67,83,48,35,57.83,13.42,39.46,72,13,dynamic_score
300.0,506.23,206.23,68.74,83,48,35,57.83,12.92,39.46,72,13,dynamic_balanced
300.0,481.85,181.85,60.62,83,47,36,56.63,12.0,39.31,74,11,fixed_current
300.0,447.95,147.95,49.32,83,46,37,55.42,10.5,45.03,74,11,dynamic_conservative
300.0,414.67,114.67,38.22,83,46,37,55.42,9.0,45.03,74,11,dynamic_aggressive
300.0,304.94,4.94,1.65,83,44,39,53.01,2.5,47.86,75,10,dynamic_capped
