bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,setup_score,spread_r,spread_points,atr,reason,balance_before,risk_amount,pnl,balance_after
Grid,AUDUSD,M15,2025-06,2025-06-30 04:45:00,2025-06-30 05:00:00,SELL,0.6543,0.654993,0.653329,0.654993,loss,-1.1298,75,0.1298,9.0,0.000514,Range grid sell at upper Bollinger band.,300.0,15.0,-16.95,283.05
Grid,AUDUSD,M15,2025-06,2025-06-30 05:00:00,2025-06-30 07:00:00,SELL,0.65478,0.655494,0.653781,0.653781,win,1.2739,75,0.1261,9.0,0.000529,Range grid sell at upper Bollinger band.,283.05,14.15,18.03,301.08
Grid,AUDUSD,M15,2025-07,2025-07-09 02:00:00,2025-07-09 02:30:00,SELL,0.65357,0.654266,0.652595,0.652595,win,1.0707,75,0.1293,9.0,0.000516,Range grid sell at upper Bollinger band.,301.08,15.05,16.12,317.2
Grid,AUDUSD,M15,2025-07,2025-07-09 02:30:00,2025-07-09 02:45:00,BUY,0.65206,0.651197,0.653268,0.65206,trail_stop,0.3957,78,0.1043,9.0,0.000639,Range grid buy at lower Bollinger band.,317.2,15.86,6.28,323.48
Grid,AUDUSD,M15,2025-07,2025-07-09 02:45:00,2025-07-09 03:15:00,BUY,0.65188,0.650972,0.653152,0.650972,loss,-1.0991,78,0.0991,9.0,0.000673,Range grid buy at lower Bollinger band.,323.48,16.17,-17.78,305.7
Grid,AUDUSD,M15,2025-07,2025-07-11 00:15:00,2025-07-11 00:15:00,BUY,0.65646,0.655727,0.657486,0.657486,win,1.2772,76,0.1228,9.0,0.000543,Range grid buy at lower Bollinger band.,305.7,15.28,19.52,325.22
Grid,AUDUSD,M15,2025-07,2025-07-11 00:30:00,2025-07-11 00:45:00,BUY,0.65651,0.655754,0.657568,0.655754,loss,-1.119,76,0.119,9.0,0.00056,Range grid buy at lower Bollinger band.,325.22,16.26,-18.2,307.03
Grid,AUDUSD,M15,2025-07,2025-07-21 00:00:00,2025-07-21 00:30:00,SELL,0.65139,0.651905,0.650669,0.650669,win,1.2252,71,0.1748,9.0,0.000381,Range grid sell at upper Bollinger band.,307.03,15.35,18.81,325.83
Grid,AUDUSD,M15,2025-07,2025-07-21 00:30:00,2025-07-21 00:45:00,BUY,0.65032,0.64977,0.651089,0.65032,trail_stop,0.3363,72,0.1637,9.0,0.000407,Range grid buy at lower Bollinger band.,325.83,16.29,5.48,331.31
Grid,AUDUSD,M15,2025-07,2025-07-22 05:15:00,2025-07-22 07:45:00,BUY,0.65134,0.65084,0.652041,0.65084,loss,-1.1798,70,0.1798,9.0,0.000371,Range grid buy at lower Bollinger band.,331.31,16.57,-19.54,311.77
