model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.0,3.0,0.0,72,0,18,11,7,61.111111111111114,4.1134223164975845,20.282666100181107,1.1268147833433948,22.007506766990016,2.869377846875531,12200.750676699,4,2,2,50.0,2.9868379223733488,3.9857419493598805,0.9964354873399701,3.9641684487546014,2.019724619771638,10396.41684487546,105.60600569917459
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.0,3.0,0.0,168,0,18,9,9,50.0,3.556493862492342,19.34930616346475,1.0749614535258194,20.82600974720239,3.2967622819884435,12082.600974720239,4,2,2,50.0,2.9868379223733488,3.9857419493598805,0.9964354873399701,3.9641684487546014,2.019724619771638,10396.41684487546,105.58036263306781
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.0,3.0,0.0,336,0,17,10,7,58.8235294117647,3.6233920476297237,18.503391984405475,1.0884348226120868,19.85335727067521,3.2967622819884634,11985.33572706752,4,2,2,50.0,2.9868379223733488,3.9857419493598805,0.9964354873399701,3.9641684487546014,2.019724619771638,10396.41684487546,105.58036263306781
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.25,3.0,0.0,168,0,16,9,7,56.25,3.3351405412205666,14.729493292021083,0.9205933307513177,15.508805518191293,4.354991530453089,11550.88055181913,6,3,3,50.0,2.9076934811671844,5.213258613812339,0.8688764356353899,5.225547319861779,2.80508269380595,10522.554731986178,92.6363220489517
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.25,3.0,0.0,336,0,16,9,7,56.25,2.9586797312863675,13.777859581263561,0.8611162238289726,14.411404167251884,5.1646490010584625,11441.14041672519,6,3,3,50.0,2.988060581680744,5.982759027768414,0.997126504628069,6.00905641408136,2.8050826938059426,10600.905641408135,91.913693920312
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.0,3.0,0.0,168,0,16,8,8,50.0,2.6503340791795016,12.34699867329713,0.7716874170810706,12.791847642674824,4.242428796009372,11279.184764267482,6,3,3,50.0,3.204797906775683,6.184033253288063,1.0306722088813438,6.224694322226032,3.1493733584665167,10622.469432222602,82.40945515361103
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.1,3.0,0.0,168,0,16,8,8,50.0,2.6788608290466653,12.335349916952289,0.7709593698095181,12.781960977780681,5.154196296763723,11278.196097778069,6,3,3,50.0,3.2415155008786116,6.216921526161415,1.0361535876935692,6.259855219580257,2.9650294527221885,10625.985521958026,82.33899787614483
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.0,3.0,0.0,336,0,16,8,8,50.0,2.4876145920880037,12.153966226846313,0.7596228891778946,12.560225607702913,4.242428796009372,11256.022560770292,6,3,3,50.0,2.979860055146725,5.972309442259465,0.9953849070432441,5.9980026034149425,3.149373358466503,10599.800260341495,80.87756338911042
breakout_retest,1440,10,balanced_value,5,0.5,0.0,6,0.1,3.0,0.0,336,0,16,8,8,50.0,2.5045355421139868,12.115123050384016,0.757195190649001,12.520598001887473,5.878736180164232,11252.059800188748,6,3,3,50.0,2.9843317576296515,5.977903832445735,0.9963173054076225,6.0039258350847335,2.965029452722199,10600.392583508474,80.57045699322374
breakout_retest,240,20,migrating_value,5,0.25,0.1,6,0.1,2.0,0.0,72,1,12,7,5,58.333333333333336,4.248214042608534,9.890995293986414,0.8242496078322011,10.2450760697121,3.2929224386840374,11024.50760697121,5,2,3,40.0,13.770355664255044,3.6978116258573204,0.739562325171464,3.72593522136464,1.9180079040309865,10372.593522136463,79.93783311774817
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.0,3.0,0.0,168,1,19,6,13,31.57894736842105,3.3914553592820997,12.65668938736294,0.6661415467033126,13.164962309258566,3.390012524088952,11316.496230925857,4,2,2,50.0,2.9868379223733488,3.9857419493598805,0.9964354873399701,3.9641684487546014,2.019724619771638,10396.41684487546,72.54537355487602
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.0,3.0,0.0,72,1,19,8,11,42.10526315789474,3.2743321096481606,12.625110055813616,0.6644794766217693,13.157089537803635,3.390012524088952,11315.708953780364,4,2,2,50.0,2.9868379223733488,3.9857419493598805,0.9964354873399701,3.9641684487546014,2.019724619771638,10396.41684487546,72.37916654672169
