entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-08-16 10:10:00+00:00,2022-08-16 18:06:00+00:00,long,137.587734375,141.25921875,134.48109374999999,142.6125,141.47,146.04000000000005,target,2.989059080962811,10298.905908096282
2022-10-25 10:00:00+00:00,2022-10-26 10:01:00+00:00,long,112.942109375,116.33828125,110.71703124999999,119.19250000000001,116.56,127.09000000000003,stop,-1.0047483380816724,10195.427822144089
2023-03-17 10:02:00+00:00,2023-03-28 14:28:00+00:00,long,92.907734375,94.949375,91.5246875,100.0725,94.98,115.35000000000001,time,-0.4663721158566546,10147.879189689318
2023-04-21 10:00:00+00:00,2023-04-21 17:32:00+00:00,long,101.56046875,103.3925,100.251875,103.9725,102.71,107.76,target,2.990099009900988,10451.310824866167
2023-05-11 10:01:00+00:00,2023-05-22 16:13:00+00:00,long,104.996875,106.13125,103.2575,110.6925,106.1,124.47,time,0.9243331518780629,10547.915755626223
2023-06-27 10:02:00+00:00,2023-06-28 13:58:00+00:00,long,126.40703124999999,126.725,124.0540625,128.10250000000002,127.09,131.14000000000007,target,2.987654320987666,10863.05101647333
2023-07-06 10:00:00+00:00,2023-07-06 12:16:00+00:00,long,126.045546875,129.20484375,124.19765625000001,129.70250000000001,129.17,131.3000000000001,stop,-1.0234741784037333,10751.8704943329
2023-07-19 10:02:00+00:00,2023-07-20 16:47:00+00:00,long,130.20125,131.07999999999998,128.2125,133.63250000000002,131.34,140.51000000000008,stop,-1.0054525627044661,10643.765536908964
2023-09-11 10:03:00+00:00,2023-09-14 10:08:00+00:00,long,134.87898437500002,136.56265625,131.73125,138.7525,136.58,145.26999999999995,target,2.9942462600690503,10962.46608842838
2023-10-18 10:00:00+00:00,2023-10-18 17:00:00+00:00,long,126.055859375,129.8553125,124.37703125,130.9325,128.69,137.66000000000003,stop,-1.0055741360089134,10852.230364774396
2023-11-01 10:00:00+00:00,2023-11-01 18:35:00+00:00,long,128.10835937500002,131.90078125000002,125.2353125,132.79250000000002,131.69,136.10000000000008,target,2.988662131519285,11176.566864111646
2023-11-24 11:02:00+00:00,2023-12-04 15:25:00+00:00,long,141.981796875,143.88109375,139.58703125,146.9325,143.4,157.53,stop,-1.0035385704175481,11064.405704781779
2023-12-18 11:11:00+00:00,2023-12-28 18:21:00+00:00,long,146.518515625,147.2821875,145.21578125,149.9625,147.47,157.44000000000003,time,1.4944834503510467,11229.761416919438
2024-02-09 11:03:00+00:00,2024-02-09 18:49:00+00:00,long,157.37296874999998,169.08375,154.41,170.29250000000002,168.87,174.56000000000006,target,2.991212653778567,11565.667461411476
2024-03-06 11:00:00+00:00,2024-03-06 19:15:00+00:00,long,169.60015625,173.4703125,165.73,175.5825,173.28,182.49000000000004,stop,-1.0054288816503751,11449.382900398807
2024-03-25 10:00:00+00:00,2024-04-04 15:17:00+00:00,long,175.160546875,177.7390625,174.34296874999998,178.7525,176.74,184.78999999999996,time,2.645962732919278,11752.329305092591
2024-06-25 10:00:00+00:00,2024-06-26 14:24:00+00:00,long,184.7996875,186.053125,182.11374999999998,186.32250000000002,185.43,189.00000000000006,target,2.9859943977591166,12103.253199748859
2024-09-12 10:00:00+00:00,2024-09-23 15:34:00+00:00,long,174.973828125,176.94140625,172.321875,184.5425,175.71,211.03999999999994,time,0.8055476931786044,12200.750676699
2025-04-29 10:00:00+00:00,2025-04-29 12:57:00+00:00,long,181.61867187500002,186.11281250000002,176.40546875,188.4925,184.85,199.42000000000004,stop,-1.0034317089910745,12078.32447567406
2025-07-17 10:01:00+00:00,2025-07-21 19:40:00+00:00,long,219.80890625,223.0625,219.11875,224.0525,222.19,229.64000000000004,target,2.993288590604033,12439.863584140547
2025-10-10 10:02:00+00:00,2025-10-10 15:18:00+00:00,long,221.09078125,221.696875,218.73375,226.4925,221.76,240.69000000000005,stop,-1.0026413100898022,12315.136372927136
2025-10-27 10:00:00+00:00,2025-11-03 14:00:00+00:00,long,221.105703125,221.50953125,212.89453125,228.70250000000001,220.22,254.15000000000006,target,2.998526377836724,12684.408985535922
2026-07-15 10:00:00+00:00,2026-07-17 10:16:00+00:00,long,245.64820312499998,246.23062499999997,239.2415625,249.5125,243.75,266.79999999999995,stop,-1.002169197396961,12557.289745811027
