model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.25,3.0,0.0,72,0,12,8,4,66.66666666666667,5.6901709952340465,15.140662147651426,1.261721845637619,16.045509994727645,3.826307776770931,11604.550999472765,2,1,1,50.0,2.961491256810929,1.983442397974286,0.991721198987143,1.9531609326817412,2.2514136058862984,10195.316093268173,104.97538517459671
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.25,3.0,0.0,336,0,12,7,5,58.333333333333336,4.126624056311071,15.818416469453826,1.3182013724544854,16.75103312731001,4.230056763968853,11675.103312731,2,1,1,50.0,2.961491256810929,1.983442397974286,0.991721198987143,1.9531609326817412,2.2514136058862984,10195.316093268173,104.95116023536484
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.25,3.0,0.0,168,0,12,7,5,58.333333333333336,4.537716363436164,14.75203283983205,1.2293360699860043,15.562890674003116,4.230056763968853,11556.289067400312,2,1,1,50.0,2.961491256810929,1.983442397974286,0.991721198987143,1.9531609326817412,2.2514136058862984,10195.316093268173,104.95116023536484
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.1,3.0,0.0,336,0,12,7,5,58.333333333333336,4.100701398845511,15.729309643758139,1.3107758036465116,16.649411516411995,4.372435323254733,11664.941151641198,2,1,1,50.0,2.95101843143161,1.9792519736048177,0.9896259868024089,1.9488815149353744,2.623882737751644,10194.888151493536,104.71215065257562
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.1,3.0,0.0,72,0,12,7,5,58.333333333333336,4.409665658153235,14.569143898973362,1.2140953249144468,15.354104787825285,4.372435323254735,11535.410478782529,2,1,1,50.0,2.95101843143161,1.9792519736048177,0.9896259868024089,1.9488815149353744,2.623882737751644,10194.888151493536,104.71215065257562
breakout_retest,1440,10,balanced_value,5,0.5,0.1,3,0.1,3.0,0.0,168,0,12,7,5,58.333333333333336,4.100701398845511,15.729309643758139,1.3107758036465116,16.649411516411995,4.372435323254733,11664.941151641198,2,1,1,50.0,2.95101843143161,1.9792519736048177,0.9896259868024089,1.9488815149353744,2.623882737751644,10194.888151493536,104.71215065257562
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.1,3.0,0.0,168,0,12,6,6,50.0,2.878290351625854,11.652817670973226,0.9710681392477688,12.030304081479205,3.699533150631288,11203.03040814792,4,2,2,50.0,2.942571707178897,3.921794417643718,0.9804486044109295,3.899108659405681,2.3565246789029963,10389.910865940568,102.80236643023413
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.1,3.0,0.0,336,0,12,6,6,50.0,2.878290351625854,11.652817670973226,0.9710681392477688,12.030304081479205,3.699533150631288,11203.03040814792,4,2,2,50.0,2.942571707178897,3.921794417643718,0.9804486044109295,3.899108659405681,2.3565246789029963,10389.910865940568,102.80236643023413
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.1,3.0,0.0,72,0,12,6,6,50.0,2.621785995171563,10.06147770855214,0.8384564757126783,10.299347459431353,3.699533150631288,11029.934745943136,4,2,2,50.0,2.942571707178897,3.921794417643718,0.9804486044109295,3.899108659405681,2.3565246789029963,10389.910865940568,89.02819136381649
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.25,3.0,0.0,336,0,13,6,7,46.15384615384615,2.467605198822588,10.632528716311143,0.8178868243316264,10.88637560123329,3.570960784420901,11088.637560123329,4,2,2,50.0,2.954302202152666,3.9415543980029817,0.9853885995007454,3.919131418063815,2.3081200796638863,10391.91314180638,86.67057897498597
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.1,3.0,0.0,336,1,12,5,7,41.666666666666664,2.848522906364363,9.652817670973224,0.8044014725811021,9.865573027978925,3.6995331506312836,10986.557302797893,4,2,2,50.0,2.942571707178897,3.921794417643718,0.9804486044109295,3.899108659405681,2.3565246789029963,10389.910865940568,86.07616487304446
breakout_retest,240,20,balanced_value,10,0.25,0.0,6,0.1,3.0,0.0,168,1,12,5,7,41.666666666666664,2.848522906364363,9.652817670973224,0.8044014725811021,9.865573027978925,3.6995331506312836,10986.557302797893,4,2,2,50.0,2.942571707178897,3.921794417643718,0.9804486044109295,3.899108659405681,2.3565246789029963,10389.910865940568,86.07616487304446
