entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-08-04 12:00:00+00:00,2022-08-04 13:31:00+00:00,long,257.475,281.24,253.11,281.97,281.20264285714285,284.27207142857156,stop,-1.065158707995916,9893.484129200408
2022-08-10 10:00:00+00:00,2022-08-15 18:50:00+00:00,long,257.23453125,280.275,252.78812499999998,282.93,279.38649999999996,293.56050000000016,target,2.985889657118665,10188.892648542878
2022-12-12 20:00:00+00:00,2022-12-13 13:29:00+00:00,long,242.46921875,249.363125,224.294375,251.04999999999998,249.24642857142857,256.46071428571423,target,2.9722772277227656,10491.734784492639
2023-03-15 10:00:00+00:00,2023-03-15 10:48:00+00:00,long,241.90890625,258.39125,235.226875,259.39,256.95585714285716,266.6924285714285,stop,-1.020541111567585,10384.662317700255
2023-10-26 10:01:00+00:00,2023-10-26 10:01:00+00:00,long,328.47828125,339.599375,319.1365625,337.41999999999996,336.84835714285714,339.1349285714284,stop,-1.0874671998001006,10271.732521185264
2023-11-01 16:00:00+00:00,2023-11-15 11:01:00+00:00,long,328.47828125,337.82000000000005,318.24687500000005,344.64,335.4557857142857,372.19264285714286,target,2.994555876153959,10579.325290981235
2024-01-11 20:00:00+00:00,2024-01-24 11:03:00+00:00,long,371.669140625,382.9459375,329.52953125,384.99,379.62064285714285,401.0980714285715,target,2.990687898258635,10895.719892176025
2024-02-14 16:00:00+00:00,2024-02-15 11:32:00+00:00,long,371.401015625,405.3303125,352.55140625,405.84,404.09957142857144,411.0612857142856,target,2.9712714438151453,11219.461305930337
2024-02-16 16:00:00+00:00,2024-02-20 11:01:00+00:00,long,371.401015625,405.3303125,352.55140625,405.77,403.0716428571428,413.86507142857147,stop,-1.0185297932604536,11105.187749886109
2024-06-06 16:00:00+00:00,2024-06-10 13:49:00+00:00,long,406.128515625,421.1928125,397.6778125,421.76,420.06857142857143,426.83428571428567,target,2.9704391891891824,11435.060598841761
2024-10-30 16:00:00+00:00,2024-10-31 10:01:00+00:00,long,415.947265625,433.86640625,404.66484375000005,436.12,431.4745,450.0565000000001,stop,-1.0107631040792189,11319.47922537957
2024-12-03 20:00:00+00:00,2024-12-05 14:35:00+00:00,long,414.87179687500003,427.859375,408.2025,430.33,427.3622142857143,439.2333571428571,target,2.9831524224409693,11657.156544099182
2025-01-28 16:00:00+00:00,2025-01-30 11:00:00+00:00,long,415.4378125,430.976875,411.055,441.10999999999996,429.82371428571423,474.96885714285713,stop,-1.004430155435169,11540.068548503965
2025-10-06 12:00:00+00:00,2025-10-06 17:37:00+00:00,long,507.370859375,518.41109375,490.4425,519.4200000000001,517.4884285714286,525.2147142857145,target,2.9741143406553014,11883.283382126474
2025-10-23 10:08:00+00:00,2025-10-28 13:01:00+00:00,long,512.4972656250001,517.6434375,497.05875000000003,522.02,516.6879285714285,538.0162142857143,target,2.99062278128308,12238.667562116774
2026-06-04 16:00:00+00:00,2026-06-04 16:30:00+00:00,long,403.987421875,428.42875,388.5984375,429.19,427.61928571428575,433.90214285714274,stop,-1.0318326512051013,12112.384994138407
