symbol,timeframe,variant,return_pct,profit_factor,win_rate_pct,equity_dd_pct,trades,sharpe,recovery_factor,score,history_quality,commission,swap,path
btcusd,h4,baseline,10.8247,5.44,84.21,1.43,19,4.58,7.52,44.50320000000001,100%,-4.91,-40.660000000000004,Backtest Reports\Development Screen 2023-2025\btcusd--h4--baseline--development.htm
btcusd,h1,baseline,8.4724,1.11,54.09,14.14,159,1.03,0.5,1.8329000000000002,100%,-84.3,-64.42,Backtest Reports\Development Screen 2023-2025\btcusd--h1--baseline--development.htm
btcusd,m30,baseline,-13.614500000000001,0.9,49.21,17.68,315,-1.4,-0.76,-24.488500000000002,100%,-272.79,-38.56,Backtest Reports\Development Screen 2023-2025\btcusd--m30--baseline--development.htm
btcusd,m15,baseline,-35.893800000000006,0.83,45.19,39.04,478,-3.83,-0.89,-59.68330000000001,100%,-607.08,-110.42999999999999,Backtest Reports\Development Screen 2023-2025\btcusd--m15--baseline--development.htm
btcusd,m5,baseline,-57.8816,0.79,46.18,67.05,929,-5.0,-0.86,-97.6891,100%,-1646.67,-107.59,Backtest Reports\Development Screen 2023-2025\btcusd--m5--baseline--development.htm
ethusd,h4,baseline,11.411800000000001,2.48,73.08,3.09,26,2.88,3.32,21.4723,100%,-14.84,-40.29,Backtest Reports\Development Screen 2023-2025\ethusd--h4--baseline--development.htm
ethusd,h1,baseline,4.2129,1.06,53.69,12.9,149,0.54,0.29,-2.2671,100%,-184.55,-60.44,Backtest Reports\Development Screen 2023-2025\ethusd--h1--baseline--development.htm
ethusd,m30,baseline,-9.559800000000001,0.93,50.0,23.78,306,-1.0,-0.39,-23.448800000000006,100%,-533.54,-46.01,Backtest Reports\Development Screen 2023-2025\ethusd--m30--baseline--development.htm
ethusd,m15,baseline,-29.3722,0.85,47.76,39.58,490,-2.99,-0.72,-53.0887,100%,-1135.62,-67.59,Backtest Reports\Development Screen 2023-2025\ethusd--m15--baseline--development.htm
ethusd,m5,baseline,-83.2166,0.63,43.1,83.49,884,-5.0,-1.0,-133.34609999999998,100%,-2343.92,-57.03,Backtest Reports\Development Screen 2023-2025\ethusd--m5--baseline--development.htm
gbpjpy,m30,baseline,-1.4106,0.99,51.8,16.0,222,-0.23,-0.08,-10.3481,100%,-372.88,0.0,Backtest Reports\Development Screen 2023-2025\gbpjpy--m30--baseline--development.htm
gbpjpy,h4,baseline,-2.8256,0.57,36.36,4.63,11,-0.51,-0.6,-12.739600000000001,100%,-3.26,0.0,Backtest Reports\Development Screen 2023-2025\gbpjpy--h4--baseline--development.htm
gbpjpy,h1,baseline,-5.667400000000001,0.91,48.31,18.3,118,-1.07,-0.28,-16.7199,100%,-118.48,0.0,Backtest Reports\Development Screen 2023-2025\gbpjpy--h1--baseline--development.htm
gbpjpy,m15,baseline,-24.377,0.85,46.99,33.05,332,-3.75,-0.7,-44.69199999999999,100%,-726.96,0.0,Backtest Reports\Development Screen 2023-2025\gbpjpy--m15--baseline--development.htm
gbpjpy,m5,baseline,-67.72399999999999,0.7,42.18,68.66,588,-5.0,-0.98,-109.137,100%,-1546.24,0.0,Backtest Reports\Development Screen 2023-2025\gbpjpy--m5--baseline--development.htm
us30,h4,baseline,-0.14529999999999998,0.98,52.94,5.13,17,-0.05,-0.03,-5.7393,98%,-2.99,-82.13,Backtest Reports\Development Screen 2023-2025\us30--h4--baseline--development.htm
us30,h1,baseline,-7.473300000000001,0.86,47.57,14.33,103,-1.82,-0.51,-16.9298,98%,-42.84,-130.88,Backtest Reports\Development Screen 2023-2025\us30--h1--baseline--development.htm
us30,m30,baseline,-25.212699999999998,0.75,44.76,28.2,210,-4.23,-0.88,-43.7802,98%,-132.42,-189.53,Backtest Reports\Development Screen 2023-2025\us30--m30--baseline--development.htm
us30,m15,baseline,-33.354,0.77,44.16,37.14,351,-4.83,-0.87,-56.82850000000001,98%,-327.34,-352.06,Backtest Reports\Development Screen 2023-2025\us30--m15--baseline--development.htm
us30,m5,baseline,-58.9869,0.75,44.52,64.33,721,-5.0,-0.9,-97.61840000000001,98%,-957.24,-282.45,Backtest Reports\Development Screen 2023-2025\us30--m5--baseline--development.htm
ustec,h4,baseline,-2.0002000000000004,0.78,47.06,5.07,17,-0.85,-0.39,-9.3612,98%,-3.87,-67.68,Backtest Reports\Development Screen 2023-2025\ustec--h4--baseline--development.htm
ustec,h1,baseline,-10.6884,0.78,45.56,16.45,90,-2.99,-0.62,-22.243399999999998,98%,-45.01,-105.97,Backtest Reports\Development Screen 2023-2025\ustec--h1--baseline--development.htm
ustec,m30,baseline,-17.1982,0.83,46.67,24.69,195,-2.89,-0.66,-32.8602,98%,-191.42,-165.88,Backtest Reports\Development Screen 2023-2025\ustec--m30--baseline--development.htm
ustec,m15,baseline,-28.209,0.8,45.06,33.23,324,-4.04,-0.83,-49.095499999999994,98%,-442.15,-262.42,Backtest Reports\Development Screen 2023-2025\ustec--m15--baseline--development.htm
ustec,m5,baseline,-36.2339,0.86,47.75,43.51,668,-4.88,-0.82,-62.5044,98%,-1472.1299999999999,-391.34,Backtest Reports\Development Screen 2023-2025\ustec--m5--baseline--development.htm
xagusd,h4,baseline,0.5888,1.09,56.25,3.31,16,0.27,0.18,-3.2441999999999998,98%,-25.689999999999998,-49.43,Backtest Reports\Development Screen 2023-2025\xagusd--h4--baseline--development.htm
xagusd,h1,baseline,-5.0843,0.9,50.94,10.98,106,-1.06,-0.46,-12.188300000000002,98%,-354.61,-126.52000000000001,Backtest Reports\Development Screen 2023-2025\xagusd--h1--baseline--development.htm
xagusd,m30,baseline,-36.5019,0.64,42.72,37.34,213,-5.0,-0.98,-61.16890000000001,98%,-1157.59,-111.05,Backtest Reports\Development Screen 2023-2025\xagusd--m30--baseline--development.htm
xagusd,m15,baseline,-72.6705,0.43,34.35,73.51,329,-5.0,-0.99,-118.91100000000002,98%,-1981.52,-77.88,Backtest Reports\Development Screen 2023-2025\xagusd--m15--baseline--development.htm
