starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,393.3,93.3,31.1,8,5,3,62.5,5.84,0.7296,0.0001,1.98,XAUUSD
300.0,378.33,78.33,26.11,25,13,12,52.0,5.32,0.2129,0.0213,12.99,US30
