starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,374.58,74.58,24.86,15,8,7,53.33,4.87,0.3247,0.0232,8.89,M15
300.0,397.24,97.24,32.41,18,10,8,55.56,6.29,0.3493,0.0103,6.31,M30
