symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/2.0/3.0,NY_OPEN,18,10,8,55.56,10000.0,11437.67,1437.67,14.38,8.72,1.55,0.273,3.563,318.04,2,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,1.2,1.0/1.5/2.0,ALL,43,27,16,62.79,10000.0,14297.32,4297.32,42.97,6.56,1.79,0.296,6.128,347.47,2,RISK_PERCENT,0.01,12.0,0.5
