symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
us30,r96-f500,-37.145500000000006,0.71,33.6,38.15,247,-5.0,-0.97,-77.77238370736131,98%,-270.23,-294.5,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\us30--r96-f500--screen.htm
us30,r96-f382,-39.8619,0.75,34.67,43.28,300,-5.0,-0.88,-84.16008486942137,98%,-368.74,-649.51,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\us30--r96-f382--screen.htm
us30,r32-f618,-61.4819,0.74,34.48,62.61,551,-5.0,-0.95,-122.39616111340705,98%,-625.38,-303.56,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\us30--r32-f618--screen.htm
ustec,r96-f500,-6.643599999999999,0.94,40.38,14.4,208,-1.21,-0.46,-20.69460484461705,98%,-391.58,-304.24,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r96-f500--screen.htm
ustec,r192-f618,-11.8419,0.68,32.76,15.48,58,-5.0,-0.76,-33.64384976974382,98%,-101.72,-74.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r192-f618--screen.htm
ustec,r96-f382,-31.2956,0.77,35.74,33.54,263,-5.0,-0.92,-67.0129771696129,98%,-453.87,-392.6,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r96-f382--screen.htm
ustec,r96-f705,-31.618800000000004,0.55,29.31,32.15,116,-5.0,-0.98,-70.21334400906746,98%,-187.23,-188.05,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r96-f705--screen.htm
ustec,r64-f618,-42.2077,0.71,34.21,44.96,304,-5.0,-0.93,-88.60908370736132,98%,-427.89,-164.59,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r64-f618--screen.htm
ustec,r96-f618,-47.4678,0.49,26.74,49.64,172,-5.0,-0.95,-102.30449865452958,98%,-277.64,-197.8,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r96-f618--screen.htm
ustec,r32-f618,-57.328500000000005,0.76,35.16,59.26,546,-5.0,-0.96,-115.07874214842111,98%,-885.42,-269.63,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\ustec--r32-f618--screen.htm
xagusd,r192-f618,-0.099,0.99,50.0,4.69,20,-0.17,-0.02,-11.340604030242018,98%,-325.43,-6.97,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r192-f618--screen.htm
xagusd,r96-f705,-1.7897,0.94,45.45,11.56,44,-1.29,-0.14,-13.37470484461705,98%,-595.74,-68.88,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r96-f705--screen.htm
xagusd,r96-f382,-10.237599999999999,0.7,38.46,14.12,52,-5.0,-0.72,-30.521699327264788,98%,-603.4,-51.66,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r96-f382--screen.htm
xagusd,r96-f618,-9.6945,0.62,34.29,14.55,35,-5.0,-0.63,-33.518929611316,98%,-349.21,-30.34,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r96-f618--screen.htm
xagusd,r96-f500,-14.3249,0.49,30.77,16.39,39,-5.0,-0.87,-41.22109865452958,98%,-441.36,-38.13,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r96-f500--screen.htm
xagusd,r64-f618,-15.569000000000003,0.61,33.93,21.21,56,-5.0,-0.71,-43.527555861777365,98%,-640.92,-11.48,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r64-f618--screen.htm
xagusd,r32-f618,-24.4729,0.62,34.74,24.47,95,-5.0,-1.0,-55.108829611316,98%,-1270.88,-14.76,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xagusd--r32-f618--screen.htm
xauusd,r96-f618,13.2003,1.11,44.6,16.12,213,2.66,0.79,3.0221201838909146,98%,-436.92,-308.42,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r96-f618--screen.htm
xauusd,r192-f618,4.721299999999999,1.11,43.42,12.72,76,2.51,0.36,-2.829879816109086,98%,-139.86,-31.25,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r192-f618--screen.htm
xauusd,r96-f500,-1.2654,0.99,41.86,16.43,258,-0.23,-0.07,-15.548504030242015,98%,-599.09,-455.43,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r96-f500--screen.htm
xauusd,r96-f705,-15.9807,0.81,36.81,17.75,144,-5.0,-0.9,-37.66185237578783,98%,-279.23,-149.08,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r96-f705--screen.htm
xauusd,r64-f618,-16.7123,0.92,39.14,30.55,373,-2.55,-0.53,-45.77837930726861,98%,-725.15,-309.96,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r64-f618--screen.htm
xauusd,r32-f618,-31.9382,0.91,39.15,36.28,682,-3.11,-0.82,-66.5274281536549,98%,-1467.59,-205.95,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r32-f618--screen.htm
xauusd,r96-f382,-40.3586,0.76,34.53,45.38,307,-5.0,-0.83,-86.26534214842111,98%,-682.1,-188.01,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\screen\xauusd--r96-f382--screen.htm
