symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
us30,rr200,4.4771,1.12,38.6,6.6,57,1.78,0.61,1.7755442236840395,98%,-36.47,-158.11,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr200--rr.htm
us30,rr300,3.9364999999999997,1.11,35.09,7.82,57,1.18,0.49,-0.40167981610908643,98%,-35.65,-168.12,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr300--rr.htm
us30,rr100,2.8481,1.09,53.23,7.15,62,2.12,0.36,-0.4792676451073713,98%,-40.14,-115.49,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr100--rr.htm
us30,rr400,1.9415000000000002,1.05,33.93,8.2,56,0.53,0.21,-3.972018029966814,98%,-35.23,-185.68,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr400--rr.htm
us30,rr500,-1.1568,0.97,32.14,12.22,56,-0.3,-0.08,-8.476678882884144,98%,-35.06,-183.74,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr500--rr.htm
us30,rr075,-4.532,0.84,53.23,8.8,62,-4.33,-0.49,-17.52324064573733,98%,-38.77,-46.35,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr075--rr.htm
us30,rr050,-7.474199999999999,0.72,59.09,8.95,66,-5.0,-0.82,-20.568870132597237,98%,-40.13,-37.89,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\us30--rr050--rr.htm
ustec,rr075,0.41729999999999995,1.01,58.55,12.64,193,0.1,0.03,-11.154597536786515,98%,-171.91,-233.37,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr075--rr.htm
ustec,rr050,-1.8044,0.97,66.83,11.46,205,-0.6,-0.16,-11.384108982791968,98%,-181.7,-164.24,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr050--rr.htm
ustec,rr100,-3.0402,0.97,51.34,10.01,187,-0.56,-0.3,-12.439210489816503,98%,-164.42,-343.27,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr100--rr.htm
ustec,rr150,-0.7503,0.99,42.61,13.68,176,-0.1,-0.05,-12.591404030242018,98%,-151.79,-387.76,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr150--rr.htm
ustec,rr200,-7.427300000000001,0.93,36.21,12.62,174,-0.87,-0.59,-19.884148314018027,98%,-146.24,-413.59,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr200--rr.htm
ustec,rr300,-9.4968,0.91,32.75,17.77,171,-0.94,-0.52,-26.620028153654893,98%,-142.79,-474.99,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr300--rr.htm
ustec,rr500,-11.5845,0.9,30.0,17.77,170,-1.03,-0.64,-28.94982618789392,98%,-141.48,-487.2,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr500--rr.htm
ustec,rr400,-12.6512,0.89,30.59,17.77,170,-1.18,-0.68,-29.679829971841542,98%,-145.16,-497.15,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\ustec--rr400--rr.htm
xagusd,rr150,4.9110000000000005,1.46,57.89,3.87,19,10.94,1.16,5.735508289128329,98%,-224.73,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr150--rr.htm
xagusd,rr200,4.9009,1.44,50.0,4.34,18,7.19,1.12,3.6721173630549107,98%,-215.69,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr200--rr.htm
xagusd,rr400,10.046800000000001,1.81,41.18,7.08,17,5.73,1.2,3.271201582539463,98%,-208.09,-9.43,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr400--rr.htm
xagusd,rr300,4.9966,1.41,41.18,7.13,17,3.32,0.62,0.3963498623492179,98%,-202.87,-9.02,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr300--rr.htm
xagusd,rr500,2.8969,1.21,29.41,7.07,17,1.14,0.37,-0.8225606620831463,98%,-200.49,-9.02,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr500--rr.htm
xagusd,rr100,0.20050000000000004,1.02,57.89,3.83,19,0.69,0.05,-9.632368472445844,98%,-216.18,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr100--rr.htm
xagusd,rr050,-1.6605999999999999,0.79,68.42,3.89,19,-5.0,-0.42,-19.042768002252842,98%,-213.34,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr050--rr.htm
xagusd,rr075,-2.3073,0.77,57.89,5.39,19,-5.0,-0.41,-20.267018044300865,98%,-214.76,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xagusd--rr075--rr.htm
xauusd,rr150,13.2003,1.11,44.6,16.12,213,2.66,0.79,0.994312987654936,98%,-436.92,-308.42,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr150--rr.htm
xauusd,rr100,5.4924,1.05,52.91,10.58,223,1.67,0.51,-1.4841180299668162,98%,-464.54,-262.82,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr100--rr.htm
xauusd,rr050,-1.8225000000000002,0.98,67.8,9.26,236,-0.97,-0.19,-10.729932487810235,98%,-518.1,-153.69,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr050--rr.htm
xauusd,rr075,-7.1787,0.92,57.02,14.9,228,-2.87,-0.47,-17.567173238512343,98%,-453.57,-171.11,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr075--rr.htm
xauusd,rr400,-13.5262,0.92,22.12,27.64,208,-1.59,-0.44,-47.3003633412318,98%,-423.44,-508.21,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr400--rr.htm
xauusd,rr500,-19.5504,0.87,18.84,40.63,207,-2.02,-0.43,-49.29767533267203,98%,-380.29,-497.95,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr500--rr.htm
xauusd,rr200,-22.590500000000002,0.82,31.75,30.34,211,-4.17,-0.69,-54.12991126468606,98%,-389.62,-287.9,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr200--rr.htm
xauusd,rr300,-24.3324,0.83,24.4,32.28,209,-3.66,-0.7,-55.70645528517258,98%,-387.83,-428.28,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\rr\xauusd--rr300--rr.htm
