symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
ustec,atr100-200,0.41729999999999995,1.01,58.55,12.64,193,0.1,0.03,-10.121796029761983,98%,-171.91,-233.37,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--atr100-200--trailing.htm
ustec,be075,0.41729999999999995,1.01,58.55,12.64,193,0.1,0.03,-10.121796029761983,98%,-171.91,-233.37,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--be075--trailing.htm
ustec,be100,0.41729999999999995,1.01,58.55,12.64,193,0.1,0.03,-10.121796029761983,98%,-171.91,-233.37,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--be100--trailing.htm
ustec,none,0.41729999999999995,1.01,58.55,12.64,193,0.1,0.03,-10.121796029761983,98%,-171.91,-233.37,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--none--trailing.htm
xagusd,atr100-200,4.9397,1.47,57.89,3.87,19,11.0,1.17,7.582848809487739,98%,-224.73,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--atr100-200--trailing.htm
xagusd,none,4.9110000000000005,1.46,57.89,3.87,19,10.94,1.16,7.423737228642942,98%,-224.73,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--none--trailing.htm
xagusd,be075,2.0076,1.19,57.89,4.84,19,4.79,0.39,-3.639960314518744,98%,-220.92,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--be075--trailing.htm
xagusd,be100,2.0076,1.19,57.89,4.84,19,4.79,0.39,-3.639960314518744,98%,-220.92,-2.87,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--be100--trailing.htm
xagusd,dynamic5020,0.9813999999999999,1.11,63.16,4.67,19,2.74,0.2,-6.960779816109086,98%,-219.96,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--dynamic5020--trailing.htm
xagusd,dynamic5020-atr,0.9813999999999999,1.11,63.16,4.67,19,2.74,0.2,-6.960779816109086,98%,-219.96,0.0,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xagusd--dynamic5020-atr--trailing.htm
xauusd,dynamic5020,15.7446,1.16,56.16,14.24,219,4.06,1.07,8.841140061419278,98%,-467.37,-263.34,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--dynamic5020--trailing.htm
xauusd,dynamic5020-atr,15.7446,1.16,56.16,14.24,219,4.06,1.07,8.841140061419278,98%,-467.37,-263.34,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--dynamic5020-atr--trailing.htm
xauusd,none,13.2003,1.11,44.6,16.12,213,2.66,0.79,3.0221201838909146,98%,-436.92,-308.42,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--none--trailing.htm
xauusd,be075,11.2507,1.11,50.0,17.04,216,2.6,0.64,0.19302018389091624,98%,-443.1,-276.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--be075--trailing.htm
xauusd,atr100-200,9.1995,1.08,43.66,17.58,213,1.91,0.51,-3.2089675063664562,98%,-426.73,-299.2,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--atr100-200--trailing.htm
xauusd,be100,8.6579,1.08,46.73,17.58,214,1.84,0.48,-3.813567506366457,98%,-433.41,-296.64,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\xauusd--be100--trailing.htm
