symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
btcusd,none,15.806500000000002,1.26,28.92,13.07,83,2.35,1.1,9.61784065156064,100%,-137.06,-96.46,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--none--trailing.htm
btcusd,be100,13.267599999999998,1.28,41.38,13.72,87,2.4,0.96,6.703920935178306,100%,-133.62,-95.46,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--be100--trailing.htm
btcusd,be075,10.3245,1.23,47.19,12.88,89,2.11,0.79,3.719670032611914,100%,-137.53,-98.29,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--be075--trailing.htm
btcusd,atr100-200,3.7081999999999997,1.08,40.23,16.24,87,1.05,0.22,-8.307767506366458,100%,-131.84,-67.23,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--atr100-200--trailing.htm
btcusd,dynamic5020-atr,-1.8063,0.95,54.95,16.89,91,-0.71,-0.11,-17.349319532650604,100%,-132.9,-69.25,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--dynamic5020-atr--trailing.htm
btcusd,dynamic5020,-3.2868,0.91,53.85,16.93,91,-0.93,-0.19,-19.573028153654896,100%,-132.98,-92.66,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\btcusd--dynamic5020--trailing.htm
gbpjpy,be100,33.710699999999996,1.96,53.62,9.6,69,8.07,2.77,40.64803367890911,100%,-165.41,-105.08,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--be100--trailing.htm
gbpjpy,atr100-200,30.3245,1.88,50.72,8.74,69,9.09,3.41,38.481761322102294,100%,-161.2,-68.62,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--atr100-200--trailing.htm
gbpjpy,none,33.2898,1.76,40.3,9.39,67,7.06,2.73,38.34256570860073,100%,-164.28,-150.42,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--none--trailing.htm
gbpjpy,be075,28.9137,1.87,56.76,9.52,74,7.38,2.49,34.739461170397945,100%,-172.74,-99.58,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--be075--trailing.htm
gbpjpy,dynamic5020-atr,21.032600000000002,1.74,63.16,8.14,76,8.63,2.54,28.121721358717252,100%,-168.89,-27.79,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--dynamic5020-atr--trailing.htm
gbpjpy,dynamic5020,19.1399,1.67,63.16,8.56,76,6.73,1.99,23.761783517143964,100%,-169.91,-40.75,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\gbpjpy--dynamic5020--trailing.htm
us30,none,6.585000000000001,1.19,45.9,5.79,61,3.25,1.07,6.562939685481257,98%,-39.65,-150.83,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--none--trailing.htm
us30,atr100-200,5.7862,1.18,49.18,5.79,61,3.31,0.95,5.66587326173088,98%,-39.51,-149.83,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--atr100-200--trailing.htm
us30,be075,5.264,1.17,53.23,7.0,62,2.9,0.68,3.6110449857159765,98%,-40.44,-150.52,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--be075--trailing.htm
us30,be100,3.6742999999999997,1.11,49.18,6.98,61,1.97,0.48,0.639120183890914,98%,-39.35,-148.85,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--be100--trailing.htm
us30,dynamic5020-atr,2.5386,1.08,53.23,6.61,62,1.8,0.35,-0.6838675063664593,98%,-40.02,-132.78,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--dynamic5020-atr--trailing.htm
us30,dynamic5020,0.2084,1.01,53.23,7.9,62,0.14,0.02,-6.275196029761982,98%,-39.63,-130.55,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\us30--dynamic5020--trailing.htm
ustec,dynamic5020,1.9117,1.03,61.03,11.96,195,0.48,0.16,-7.483594373101467,98%,-176.64,-236.71,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--dynamic5020--trailing.htm
ustec,dynamic5020-atr,1.9117,1.03,61.03,11.96,195,0.48,0.16,-7.483594373101467,98%,-176.64,-236.71,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\POC Fibonacci Volume Profile Research 2026-09-04\Backtest Reports\trailing\ustec--dynamic5020-atr--trailing.htm
