symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step,setup_score
US100,30,1.1111111111111112,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,25455.57,25527.57,25375.57,25404.36,timeout,0.6812,0.03,216.0,51.21,25478.17,25455.57,1.1787,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 02:15:00,BUY,25339.57,25267.57,25419.57,25419.57,win,1.0811,0.03,216.0,80.0,25339.57,25305.86,1.037,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,SELL,25660.51,25732.51,25580.51,25612.09,timeout,0.6425,0.03,216.0,48.42,25681.42,25660.51,1.494,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 05:30:00,BUY,25670.83,25598.83,25750.83,25598.83,loss,-1.03,0.03,216.0,-72.0,25670.83,25649.59,0.9807,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,BUY,25540.05,25468.05,25620.05,25533.6,timeout,-0.1196,0.03,216.0,-6.45,25540.05,25518.19,0.8234,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 06:00:00,BUY,25778.15,25706.15,25858.15,25706.15,loss,-1.03,0.03,216.0,-72.0,25778.15,25739.61,1.5567,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-15,2026-01-16 00:30:00,2026-01-16 07:00:00,BUY,25615.79,25543.79,25695.79,25681.51,timeout,0.8828,0.03,216.0,65.72,25615.79,25593.75,0.7678,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 07:00:00,BUY,25034.87,24962.87,25114.87,25109.36,timeout,1.0079,0.0267,192.0,74.49,25034.87,24992.57,1.1979,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-21,2026-01-22 01:15:00,2026-01-22 06:00:00,BUY,25459.79,25387.79,25539.79,25387.79,loss,-1.03,0.03,216.0,-72.0,25459.79,25416.95,0.7656,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 06:00:00,BUY,25518.57,25446.57,25598.57,25598.57,win,1.0811,0.03,216.0,80.0,25518.57,25477.89,1.1419,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 06:00:00,BUY,26063.11,25991.11,26143.11,26143.11,win,1.0811,0.03,216.0,80.0,26063.11,26027.71,1.7603,72.0,0.01,500.0,0.01,100
US100,30,1.1111111111111112,2026-01,2026-01-28,2026-01-29 01:15:00,2026-01-29 02:30:00,SELL,25997.37,26069.37,25917.37,26069.37,loss,-1.03,0.03,216.0,-72.0,26072.83,25997.37,1.0741,72.0,0.01,500.0,0.01,100
