trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
124,65,54,5,52.42,31.06,20.0,396.39,12,52399.91,False,,90.36,20.0,XAUUSD
108,54,44,10,50.0,21.76,20.0,96.24,6,52399.91,False,,94.61,20.0,US30
