deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2019.01.01 00:00:00,1546300800000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2019.01.02 03:00:00,1546398000001,XAUUSD,2,91330001,0,0,3,0.05,1282.868,0.0,-0.28,0.0,0.0,3WG|1
3,2019.01.04 14:29:04,1546612144615,XAUUSD,2,91330001,1,1,4,0.05,1282.86,-0.04,0.0,-10.69,0.0,sl 1282.868
4,2019.01.07 02:00:00,1546826400001,XAUUSD,4,91330001,0,0,3,0.04,1288.997,0.0,-0.22,0.0,0.0,3WG|1
5,2019.01.08 13:22:02,1546953722368,XAUUSD,4,91330001,1,1,4,0.04,1279.667,-37.32,0.0,-2.14,0.0,sl 1279.701
6,2019.01.09 17:00:00,1547053200001,XAUUSD,6,91330002,0,0,3,0.14,1288.677,0.0,-0.77,0.0,0.0,3WG|2
7,2019.01.09 17:57:28,1547056648000,XAUUSD,6,91330002,1,1,5,0.14,1289.801,15.73,0.0,0.0,0.0,tp 1289.793
8,2019.01.11 02:00:00,1547172000001,XAUUSD,8,91330001,0,0,3,0.06,1289.985,0.0,-0.33,0.0,0.0,3WG|1
9,2019.01.15 15:00:00,1547564400001,XAUUSD,9,91330002,0,0,3,0.16,1294.571,0.0,-0.88,0.0,0.0,3WG|2
10,2019.01.15 15:10:38,1547565038035,XAUUSD,9,91330002,1,1,4,0.16,1292.678,-30.29,0.0,0.0,0.0,sl 1292.688
11,2019.01.18 09:30:28,1547803828163,XAUUSD,8,91330001,1,1,4,0.06,1284.124,-35.17,0.0,-22.47,0.0,sl 1284.133
12,2019.01.22 20:00:00,1548187200001,XAUUSD,12,91330002,0,0,3,0.16,1285.409,0.0,-0.88,0.0,0.0,3WG|2
13,2019.01.23 01:14:01,1548206041000,XAUUSD,12,91330002,1,1,4,0.16,1283.491,-30.68,0.0,-8.56,0.0,sl 1283.496
14,2019.01.25 08:00:00,1548403200001,XAUUSD,14,91330002,0,0,3,0.22,1284.731,0.0,-1.21,0.0,0.0,3WG|2
15,2019.01.25 09:35:38,1548408938000,XAUUSD,14,91330002,1,1,4,0.22,1283.317,-31.11,0.0,0.0,0.0,sl 1283.335
16,2019.01.25 14:00:00,1548424800001,XAUUSD,16,91330003,0,0,3,0.19,1288.769,0.0,-1.05,0.0,0.0,3WG|3
17,2019.01.25 14:44:12,1548427452941,XAUUSD,16,91330003,1,1,5,0.19,1293.611,92.0,0.0,0.0,0.0,tp 1293.602
18,2019.01.25 15:00:00,1548428400001,XAUUSD,18,91330003,0,0,3,0.17,1293.787,0.0,-0.94,0.0,0.0,3WG|3
19,2019.01.25 16:25:18,1548433518082,XAUUSD,18,91330003,1,1,5,0.17,1299.238,92.67,0.0,0.0,0.0,tp 1299.211
20,2019.01.30 20:00:00,1548878400001,XAUUSD,20,91330003,0,0,3,0.14,1320.071,0.0,-0.77,0.0,0.0,3WG|3
21,2019.01.30 20:12:36,1548879156734,XAUUSD,20,91330003,1,1,4,0.14,1317.773,-32.17,0.0,0.0,0.0,sl 1317.786
22,2019.01.31 20:00:00,1548964800001,XAUUSD,22,91330001,0,0,3,0.05,1321.089,0.0,-0.28,0.0,0.0,3WG|1
23,2019.02.04 01:29:26,1549243766000,XAUUSD,22,91330001,1,1,4,0.05,1314.956,-30.67,0.0,-5.34,0.0,sl 1314.962
24,2019.02.05 03:00:00,1549335600001,XAUUSD,24,91330001,0,0,3,0.06,1314.659,0.0,-0.33,0.0,0.0,3WG|1
25,2019.02.06 18:16:33,1549476993417,XAUUSD,24,91330001,1,1,4,0.06,1309.597,-30.37,0.0,-3.21,0.0,sl 1309.598
26,2019.02.08 12:00:00,1549627200001,XAUUSD,26,91330002,0,0,3,0.24,1312.371,0.0,-1.32,0.0,0.0,3WG|2
27,2019.02.08 12:40:15,1549629615000,XAUUSD,26,91330002,1,1,5,0.24,1313.013,15.41,0.0,0.0,0.0,tp 1313.006
28,2019.02.12 09:00:00,1549962000001,XAUUSD,28,91330002,0,0,3,0.2,1311.964,0.0,-1.1,0.0,0.0,3WG|2
29,2019.02.12 09:33:30,1549964010000,XAUUSD,28,91330002,1,1,5,0.2,1312.721,15.14,0.0,0.0,0.0,tp 1312.714
30,2019.02.12 19:00:00,1549998000001,XAUUSD,30,91330001,0,0,3,0.06,1310.645,0.0,-0.33,0.0,0.0,3WG|1
31,2019.02.13 20:02:03,1550088123000,XAUUSD,30,91330001,1,1,4,0.06,1305.306,-32.03,0.0,-3.21,0.0,sl 1305.309
32,2019.02.14 18:00:00,1550167200001,XAUUSD,32,91330002,0,0,3,0.11,1314.22,0.0,-0.61,0.0,0.0,3WG|2
33,2019.02.14 18:24:19,1550168659047,XAUUSD,32,91330002,1,1,4,0.11,1311.515,-29.75,0.0,0.0,0.0,sl 1311.519
34,2019.02.15 19:00:00,1550257200001,XAUUSD,34,91330003,0,0,3,0.16,1320.829,0.0,-0.88,0.0,0.0,3WG|3
35,2019.02.18 13:33:04,1550496784761,XAUUSD,34,91330003,1,1,5,0.16,1326.465,90.18,0.0,-8.56,0.0,tp 1326.460
36,2019.02.19 09:00:00,1550566800001,XAUUSD,36,91330003,0,0,3,0.2,1328.676,0.0,-1.1,0.0,0.0,3WG|3
37,2019.02.19 14:16:19,1550585779047,XAUUSD,36,91330003,1,1,5,0.2,1333.189,90.26,0.0,0.0,0.0,tp 1333.179
38,2019.02.19 16:00:00,1550592000001,XAUUSD,38,91330003,0,0,3,0.17,1338.37,0.0,-0.94,0.0,0.0,3WG|3
39,2019.02.19 16:02:28,1550592148799,XAUUSD,38,91330003,1,1,4,0.17,1336.531,-31.26,0.0,0.0,0.0,sl 1336.546
40,2019.02.19 18:00:00,1550599200001,XAUUSD,40,91330003,0,0,3,0.15,1340.717,0.0,-0.83,0.0,0.0,3WG|3
41,2019.02.20 19:02:30,1550689350750,XAUUSD,40,91330003,1,1,4,0.15,1340.713,-0.06,0.0,-8.02,0.0,sl 1340.717
42,2019.02.22 14:00:00,1550844000001,XAUUSD,42,91330001,0,0,3,0.05,1328.962,0.0,-0.28,0.0,0.0,3WG|1
43,2019.02.27 16:16:27,1551284187619,XAUUSD,42,91330001,1,1,4,0.05,1321.815,-35.73,0.0,-8.01,0.0,sl 1321.840
44,2019.03.08 06:00:00,1552024800001,XAUUSD,44,91330002,0,0,3,0.18,1290.869,0.0,-0.99,0.0,0.0,3WG|2
45,2019.03.08 06:17:27,1552025847826,XAUUSD,44,91330002,1,1,5,0.18,1291.734,15.57,0.0,0.0,0.0,tp 1291.707
46,2019.03.08 14:00:00,1552053600001,XAUUSD,46,91330003,0,0,3,0.16,1298.19,0.0,-0.88,0.0,0.0,3WG|3
47,2019.03.08 14:46:25,1552056385135,XAUUSD,46,91330003,1,1,4,0.16,1296.244,-31.14,0.0,0.0,0.0,sl 1296.255
48,2019.03.12 19:00:00,1552417200001,XAUUSD,48,91330003,0,0,3,0.16,1301.965,0.0,-0.88,0.0,0.0,3WG|3
49,2019.03.13 09:15:28,1552468528000,XAUUSD,48,91330003,1,1,5,0.16,1307.643,90.85,0.0,-8.56,0.0,tp 1307.620
50,2019.03.15 09:00:00,1552640400001,XAUUSD,50,91330002,0,0,3,0.16,1302.865,0.0,-0.88,0.0,0.0,3WG|2
51,2019.03.15 11:32:00,1552649520000,XAUUSD,50,91330002,1,1,5,0.16,1303.863,15.97,0.0,0.0,0.0,tp 1303.825
