key,value
first_tick,2025.09.05 00:00:00
last_tick,2026.09.04 20:57:59
initial_balance,10000.00000000
final_balance,11519.30000000
native_net_profit,1519.30000000
native_trades,130.00000000
native_equity_dd_pct,7.17974264
observed_equity_dd_pct,7.20627215
observed_equity_dd_cash,865.10000000
minimum_equity,9992.09000000
max_concurrent_positions,3.00000000
max_gross_initial_stop_risk_pct,1.95987234
fills,130.00000000
errors,9.00000000
occupied_signals,60.00000000
data_read_retries,0.00000000
