policy,bot,symbol,month,trades,wins,losses,trail_stops,timeouts,win_rate,net_r,avg_r,profit_factor,avg_final_rr
dynamic_aggressive,LTA,AUDUSD,2026-06,9,0,2,7,0,0.0,2.07,0.23,1.89,5.67
dynamic_aggressive,LTA,GBPJPY,2026-05,2,0,0,2,0,0.0,1.25,0.627,1.25,6.0
dynamic_aggressive,LTA,GBPJPY,2026-06,18,0,9,9,0,0.0,-7.37,-0.409,0.3,5.56
dynamic_aggressive,LTA,USDCAD,2026-05,3,0,2,1,0,0.0,-1.73,-0.577,0.36,6.0
dynamic_aggressive,LTA,USDCAD,2026-06,10,1,6,3,0,10.0,-2.67,-0.267,0.65,5.4
dynamic_aggressive,ORB,AUDUSD,2026-05,4,0,2,2,0,0.0,-0.75,-0.189,0.71,6.0
dynamic_aggressive,ORB,AUDUSD,2026-06,16,2,6,8,0,12.5,1.39,0.087,1.18,5.38
dynamic_aggressive,ORB,GBPUSD,2026-05,4,0,1,3,0,0.0,2.26,0.565,2.82,5.5
dynamic_aggressive,ORB,GBPUSD,2026-06,16,0,9,7,0,0.0,-4.29,-0.268,0.62,5.75
dynamic_aggressive,ORB,NZDUSD,2026-05,4,1,1,2,0,25.0,3.63,0.907,3.7,5.0
dynamic_aggressive,ORB,NZDUSD,2026-06,18,0,10,8,0,0.0,-8.18,-0.454,0.43,5.33
dynamic_aggressive,ORB,USDCAD,2026-05,3,0,1,2,0,0.0,-1.12,-0.373,0.32,6.0
dynamic_aggressive,ORB,USDCAD,2026-06,15,0,6,9,0,0.0,-3.78,-0.252,0.57,5.6
dynamic_aggressive,ORB,USDCHF,2026-05,3,0,2,1,0,0.0,-2.49,-0.83,0.14,6.0
dynamic_aggressive,ORB,USDCHF,2026-06,17,0,3,14,0,0.0,0.59,0.034,1.1,5.65
dynamic_balanced,LTA,AUDUSD,2026-06,9,0,2,7,0,0.0,2.07,0.23,1.89,4.22
dynamic_balanced,LTA,GBPJPY,2026-05,2,0,0,2,0,0.0,1.25,0.627,1.25,4.5
dynamic_balanced,LTA,GBPJPY,2026-06,18,0,9,9,0,0.0,-7.37,-0.409,0.3,4.44
dynamic_balanced,LTA,USDCAD,2026-05,3,0,2,1,0,0.0,-1.73,-0.577,0.36,5.0
dynamic_balanced,LTA,USDCAD,2026-06,10,1,6,3,0,10.0,-3.11,-0.311,0.59,4.3
dynamic_balanced,ORB,AUDUSD,2026-05,4,0,2,2,0,0.0,-0.75,-0.189,0.71,4.75
dynamic_balanced,ORB,AUDUSD,2026-06,16,2,8,6,0,12.5,-2.43,-0.152,0.76,3.94
dynamic_balanced,ORB,GBPUSD,2026-05,4,0,1,3,0,0.0,0.67,0.166,1.56,4.5
dynamic_balanced,ORB,GBPUSD,2026-06,16,1,9,6,0,6.25,-3.93,-0.246,0.65,4.38
dynamic_balanced,ORB,NZDUSD,2026-05,4,2,1,0,1,50.0,3.42,0.856,3.8,3.75
dynamic_balanced,ORB,NZDUSD,2026-06,18,2,11,5,0,11.11,-9.15,-0.508,0.41,4.06
dynamic_balanced,ORB,USDCAD,2026-05,3,0,1,2,0,0.0,-1.17,-0.39,0.29,4.67
dynamic_balanced,ORB,USDCAD,2026-06,15,1,5,9,0,6.67,-0.39,-0.026,0.95,4.0
dynamic_balanced,ORB,USDCHF,2026-05,3,0,2,1,0,0.0,-2.54,-0.845,0.14,4.67
dynamic_balanced,ORB,USDCHF,2026-06,17,0,1,16,0,0.0,2.12,0.125,1.69,4.24
dynamic_capped,LTA,AUDUSD,2026-06,9,0,3,6,0,0.0,0.43,0.048,1.12,4.22
dynamic_capped,LTA,GBPJPY,2026-05,2,0,0,2,0,0.0,1.28,0.64,1.28,4.5
dynamic_capped,LTA,GBPJPY,2026-06,18,0,9,9,0,0.0,-7.34,-0.408,0.3,4.44
dynamic_capped,LTA,USDCAD,2026-05,3,1,2,0,0,33.33,-0.2,-0.067,0.93,5.0
dynamic_capped,LTA,USDCAD,2026-06,10,1,6,3,0,10.0,-3.14,-0.314,0.59,4.3
dynamic_capped,ORB,AUDUSD,2026-05,4,0,2,2,0,0.0,-0.72,-0.181,0.72,4.75
dynamic_capped,ORB,AUDUSD,2026-06,16,2,7,7,0,12.5,-1.42,-0.089,0.84,3.94
dynamic_capped,ORB,GBPUSD,2026-05,4,1,1,2,0,25.0,2.82,0.704,3.27,4.5
dynamic_capped,ORB,GBPUSD,2026-06,16,0,9,7,0,0.0,-4.07,-0.254,0.63,4.38
dynamic_capped,ORB,NZDUSD,2026-05,4,3,1,0,0,75.0,4.33,1.084,4.46,3.75
dynamic_capped,ORB,NZDUSD,2026-06,18,1,10,7,0,5.56,-7.9,-0.439,0.44,4.06
dynamic_capped,ORB,USDCAD,2026-05,3,0,1,2,0,0.0,-1.1,-0.366,0.33,4.67
dynamic_capped,ORB,USDCAD,2026-06,15,0,6,9,0,0.0,-3.92,-0.262,0.54,4.0
dynamic_capped,ORB,USDCHF,2026-05,3,0,2,1,0,0.0,-2.43,-0.811,0.16,4.67
