starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_guardrail,skipped_same_symbol_overlap,policy
300.0,147.1,-152.9,-50.97,109,58,51,53.21,-10.41,73.91,24,9,fixed_current
300.0,147.1,-152.9,-50.97,109,60,49,55.05,-10.64,75.86,23,10,dynamic_aggressive
300.0,145.61,-154.39,-51.46,108,59,49,54.63,-11.06,72.69,22,12,dynamic_balanced
300.0,136.52,-163.48,-54.49,109,58,51,53.21,-12.05,79.11,23,10,dynamic_capped
300.0,136.01,-163.99,-54.66,108,59,49,54.63,-12.56,74.49,22,12,dynamic_score
300.0,128.42,-171.58,-57.19,109,59,50,54.13,-13.38,78.81,23,10,dynamic_conservative
