policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-02 05:45:00,2026-06-02 06:00:00,SELL,0.7161,0.71664,6.0,0.71664,loss,-1.1667,100,0.000303,0.1667,9.0,0.1667,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-10 00:30:00,2026-06-10 12:30:00,SELL,0.70189,0.70325,6.0,0.70189,trail_stop,0.4338,98,0.000526,0.0662,9.0,0.5625,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-11 05:45:00,2026-06-11 06:15:00,SELL,0.70066,0.70121,6.0,0.70066,trail_stop,0.3364,95,0.000367,0.1636,9.0,0.0729,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-15 05:45:00,2026-06-15 08:15:00,SELL,0.70804,0.70874,6.0,0.70734,trail_stop,0.8714,92,0.000361,0.1286,9.0,0.1042,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-16 23:45:00,2026-06-17 01:00:00,SELL,0.70648,0.70704,6.0,0.70704,loss,-1.1607,98,0.000174,0.1607,9.0,0.0208,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-17 01:15:00,2026-06-17 07:45:00,SELL,0.70676,0.70723,6.0,0.70629,trail_stop,0.8085,92,0.000244,0.1915,9.0,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-06,2026-06-23 23:45:00,2026-06-24 01:00:00,BUY,0.69148,0.69097,6.0,0.69148,trail_stop,0.3235,90,0.000175,0.1765,9.0,0.0521,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-04 03:30:00,2026-06-04 07:30:00,BUY,0.71273,0.71213,6.0,0.71273,trail_stop,0.35,95,0.00057,0.15,9.0,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M30,2026-06,2026-06-22 23:00:00,2026-06-23 00:30:00,SELL,0.6998,0.7002,6.0,0.699,trail_stop,1.275,95,0.000281,0.225,9.0,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-05,2026-05-27 03:30:00,2026-05-27 06:15:00,BUY,214.2,214.14764,6.0,214.25236,trail_stop,0.5798,96,0.062429,0.4202,22.0,0.25,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-02 00:30:00,2026-06-02 01:00:00,SELL,214.903,214.95586,6.0,214.85014,trail_stop,0.5838,91,0.065714,0.4162,22.0,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-04 03:30:00,2026-06-04 04:30:00,BUY,214.676,214.59984,6.0,214.676,trail_stop,0.2111,96,0.054429,0.2889,22.0,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-08 04:15:00,2026-06-08 05:30:00,BUY,213.929,213.7861,6.0,213.7861,loss,-1.154,97,0.106,0.154,22.0,0.3438,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-08 05:00:00,2026-06-08 05:30:00,BUY,213.887,213.82982,6.0,213.887,trail_stop,0.1153,97,0.081214,0.3847,22.0,0.1667,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-08 23:45:00,2026-06-09 01:00:00,SELL,213.576,213.71463,6.0,213.71463,loss,-1.1587,98,0.0775,0.1587,22.0,0.1562,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-10 03:30:00,2026-06-10 03:45:00,SELL,214.588,214.67725,6.0,214.67725,loss,-1.2465,96,0.088357,0.2465,22.0,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-11 05:00:00,2026-06-11 08:15:00,BUY,214.847,214.70128,6.0,214.70128,loss,-1.151,90,0.058143,0.151,22.0,0.0208,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-12 05:00:00,2026-06-12 13:15:00,SELL,214.867,215.00134,6.0,214.73266,trail_stop,0.8362,95,0.075571,0.1638,22.0,0.1146,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-15 04:15:00,2026-06-15 07:00:00,BUY,215.254,215.13379,6.0,215.13379,loss,-1.183,97,0.068071,0.183,22.0,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-16 05:45:00,2026-06-16 07:00:00,SELL,214.664,214.79237,6.0,214.79237,loss,-1.1714,90,0.0825,0.1714,22.0,0.3958,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-16 23:45:00,2026-06-17 06:00:00,SELL,215.372,215.46279,6.0,215.372,trail_stop,0.2026,90,0.071929,0.2974,27.0,0.1979,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-17 00:30:00,2026-06-17 01:00:00,SELL,215.38,215.4395,6.0,215.38,trail_stop,0.0462,90,0.063357,0.4538,27.0,0.0729,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-23 00:30:00,2026-06-23 03:00:00,BUY,214.026,213.87715,6.0,213.87715,loss,-1.1478,92,0.079,0.1478,22.0,0.0625,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,GBPJPY,M15,2026-06,2026-06-24 03:30:00,2026-06-24 06:15:00,BUY,213.253,213.03023,6.0,213.253,trail_stop,0.4012,96,0.0985,0.0988,22.0,0.5208,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-05,2026-05-27 03:30:00,2026-05-27 06:00:00,BUY,214.198,214.14431,6.0,214.25169,trail_stop,0.5902,95,0.084571,0.4098,22.0,0.2604,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-04 03:30:00,2026-06-04 04:30:00,BUY,214.716,214.59289,6.0,214.59289,loss,-1.1787,96,0.100714,0.1787,22.0,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-12 00:30:00,2026-06-12 01:30:00,SELL,214.748,214.86428,6.0,214.748,trail_stop,0.3108,91,0.141857,0.1892,22.0,0.3958,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-23 03:30:00,2026-06-23 07:00:00,BUY,214.021,213.82919,6.0,213.82919,loss,-1.1147,98,0.118714,0.1147,22.0,0.0521,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,GBPJPY,M30,2026-06,2026-06-24 03:30:00,2026-06-24 06:30:00,BUY,213.219,213.02617,6.0,213.219,trail_stop,0.3859,90,0.1255,0.1141,22.0,0.2708,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-05,2026-05-28 23:00:00,2026-05-29 00:45:00,SELL,1.37818,1.3785,6.0,1.3785,loss,-1.4375,96,0.000232,0.4375,14.0,0.0104,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-01 03:30:00,2026-06-01 06:00:00,BUY,1.38118,1.38051,6.0,1.38051,loss,-1.209,100,0.000326,0.209,14.0,0.1458,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-02 05:45:00,2026-06-02 06:00:00,BUY,1.38452,1.38419,6.0,1.38419,loss,-1.4242,100,0.000146,0.4242,14.0,0.5,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-16 23:45:00,2026-06-17 00:30:00,BUY,1.39961,1.39906,6.0,1.39906,loss,-1.2545,91,0.000227,0.2545,14.0,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-21 23:45:00,2026-06-22 01:15:00,SELL,1.41742,1.41788,6.0,1.41742,trail_stop,0.1957,91,0.000581,0.3043,14.0,0.7812,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-23 00:30:00,2026-06-23 01:00:00,SELL,1.41573,1.41646,6.0,1.41646,loss,-1.1918,92,0.00031,0.1918,14.0,0.0729,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-24 00:30:00,2026-06-24 01:00:00,SELL,1.42105,1.42144,6.0,1.42105,trail_stop,0.141,91,0.000263,0.359,14.0,0.0729,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-24 01:15:00,2026-06-24 02:45:00,SELL,1.42096,1.42151,6.0,1.42151,loss,-1.2545,91,0.000311,0.2545,14.0,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M15,2026-06,2026-06-24 05:45:00,2026-06-24 08:15:00,BUY,1.42161,1.42107,6.0,1.42323,trail_stop,1.7407,100,0.000387,0.2593,14.0,0.2917,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-27 05:00:00,2026-05-27 06:30:00,BUY,1.38088,1.38067,6.0,1.3813,trail_stop,0.8333,96,0.000341,0.6667,14.0,0.1979,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M30,2026-05,2026-05-28 23:00:00,2026-05-29 03:00:00,SELL,1.37822,1.37872,6.0,1.37872,loss,-1.28,96,0.000481,0.28,14.0,0.3438,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-11 02:00:00,2026-06-11 08:30:00,BUY,1.39366,1.39303,6.0,1.39744,win,3.2778,93,0.000494,0.2222,14.0,0.2708,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,USDCAD,M30,2026-06,2026-06-23 03:30:00,2026-06-23 04:30:00,SELL,1.41651,1.41722,6.0,1.41722,loss,-1.1972,97,0.000535,0.1972,14.0,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-25 23:15:00,2026-05-26 00:15:00,SELL,0.71732,0.71754,6.0,0.71688,trail_stop,1.0909,100,0.00022,0.4091,9.0,0.1979,1.0883,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:45:00,BUY,0.71683,0.71671,6.0,0.71707,trail_stop,0.75,100,0.000147,0.75,9.0,0.0104,0.8155,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,SELL,0.71623,0.71646,6.0,0.71646,loss,-1.3913,100,0.00023,0.3913,9.0,0.5,1.1882,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,0.71822,0.71778,6.0,0.71778,loss,-1.2045,100,0.00044,0.2045,9.0,0.4375,1.1536,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:00:00,SELL,0.71756,0.7178,6.0,0.71756,trail_stop,0.125,100,0.00024,0.375,9.0,0.0729,1.3228,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 06:30:00,SELL,0.71287,0.71368,6.0,0.71368,loss,-1.1111,95,0.00081,0.1111,9.0,0.2083,3.4892,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:30:00,BUY,0.71353,0.7133,6.0,0.7133,loss,-1.3913,100,0.00023,0.3913,9.0,0.0208,1.382,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:15:00,BUY,0.70381,0.70313,6.0,0.70517,trail_stop,1.3676,100,0.00068,0.1324,9.0,0.7396,1.1347,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-08 23:30:00,SELL,0.70444,0.70451,6.0,0.70437,trail_stop,-0.2857,95,0.000189,1.2857,9.0,0.5,0.3712,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-09 23:15:00,2026-06-09 23:45:00,SELL,0.70179,0.70224,6.0,0.70224,loss,-1.2,100,0.00045,0.2,9.0,0.0833,1.3433,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-11 23:45:00,SELL,0.70489,0.70523,6.0,0.70489,trail_stop,0.2353,100,0.000501,0.2647,9.0,0.4271,0.6781,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,0.70718,0.7077,6.0,0.7077,loss,-1.1731,100,0.000677,0.1731,9.0,0.6875,0.7679,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-15 23:30:00,2026-06-16 00:00:00,BUY,0.70719,0.70692,6.0,0.70692,loss,-1.3333,100,0.00027,0.3333,9.0,0.0104,1.4211,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-16 23:45:00,BUY,0.70691,0.70675,6.0,0.70675,loss,-1.5625,100,0.000192,0.5625,9.0,0.5,0.8327,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-18 00:15:00,BUY,0.70183,0.70141,6.0,0.70267,trail_stop,1.2857,100,0.00042,0.2143,9.0,0.2812,1.0519,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-18 23:15:00,2026-06-19 00:00:00,SELL,0.70163,0.70176,6.0,0.70137,trail_stop,0.8077,95,0.000273,0.6923,9.0,0.5,0.4764,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-21 23:15:00,2026-06-22 00:00:00,SELL,0.70036,0.70065,6.0,0.70036,trail_stop,0.1897,100,0.000474,0.3103,9.0,0.8021,0.6124,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-22 23:15:00,2026-06-23 00:30:00,SELL,0.69966,0.69994,6.0,0.69854,trail_stop,2.1786,100,0.00028,0.3214,9.0,0.5,1.6266,structure,static,ORB 15m breakout
fixed_current,ORB,AUDUSD,M15,2026-06,2026-06-23 23:30:00,2026-06-23 23:45:00,SELL,0.69123,0.69146,6.0,0.69123,trail_stop,0.1087,100,0.00023,0.3913,9.0,0.0104,1.3644,structure,static,ORB 15m breakout
