time,equity
2026-02-11T00:00:00+00:00,10000.0
2026-02-12T14:45:00+00:00,10055.220471853765
2026-02-12T16:45:00+00:00,9942.147286050704
2026-02-12T21:30:00+00:00,9993.131825606091
2026-02-13T11:45:00+00:00,9861.87439000281
2026-02-13T14:30:00+00:00,9733.853708208795
2026-02-13T16:00:00+00:00,9642.319796956539
2026-02-14T09:15:00+00:00,9670.932345587662
2026-02-14T11:45:00+00:00,9542.923230959199
2026-02-15T05:15:00+00:00,9422.89353905159
2026-02-15T08:00:00+00:00,9298.335701981252
2026-02-15T16:45:00+00:00,9294.414380847387
2026-02-16T13:15:00+00:00,9410.930887150247
2026-02-17T16:00:00+00:00,9533.865944934782
2026-02-18T14:45:00+00:00,9411.880064374629
2026-02-18T22:30:00+00:00,9458.347534786268
2026-02-19T07:15:00+00:00,9359.082241641592
2026-02-19T08:15:00+00:00,9432.113297260337
2026-02-19T13:00:00+00:00,9324.328427341392
2026-02-19T15:00:00+00:00,9439.561226963422
2026-02-20T10:00:00+00:00,9341.441939741244
2026-02-20T13:30:00+00:00,9222.211940872774
2026-02-21T02:00:00+00:00,9204.929983982647
2026-02-21T12:00:00+00:00,9257.446414915981
2026-02-22T14:30:00+00:00,9168.175892935706
2026-02-22T15:30:00+00:00,9249.374906086385
2026-02-24T01:30:00+00:00,9136.324294920358
2026-02-24T21:15:00+00:00,9212.026309236877
2026-02-25T13:30:00+00:00,9090.691414619181
2026-02-25T14:00:00+00:00,8973.248230574338
2026-02-25T14:45:00+00:00,8861.254276113934
2026-02-25T15:30:00+00:00,8754.376253587447
2026-02-25T18:15:00+00:00,8652.425991754682
2026-02-25T22:30:00+00:00,8767.451366222196
2026-02-26T14:30:00+00:00,8652.367732118111
2026-02-26T15:00:00+00:00,8543.346579308281
2026-02-27T15:45:00+00:00,8566.807820759997
2026-02-27T20:30:00+00:00,8602.604750876877
2026-02-27T23:30:00+00:00,8703.426418868175
2026-03-01T18:00:00+00:00,8816.67915957693
2026-03-01T23:00:00+00:00,8933.568476479046
2026-03-02T14:30:00+00:00,9043.69396445666
2026-03-02T16:00:00+00:00,8941.505052841834
2026-03-02T17:30:00+00:00,9002.602653223252
2026-03-03T05:30:00+00:00,8884.40870502347
2026-03-03T07:30:00+00:00,8951.545816807777
2026-03-03T09:15:00+00:00,8839.136900928925
2026-03-03T15:30:00+00:00,8957.531504479806
2026-03-04T11:15:00+00:00,8990.529989815439
2026-03-04T14:30:00+00:00,8880.3160609503
2026-03-04T15:45:00+00:00,8777.961062996044
2026-03-04T16:45:00+00:00,8678.027238254754
2026-03-04T18:30:00+00:00,8605.255129249046
2026-03-05T09:00:00+00:00,8713.70182315806
2026-03-05T11:45:00+00:00,8792.173332655111
2026-03-05T16:00:00+00:00,8690.068061793376
