candidate,timeframe,lookback,delta_bars,delta_threshold,book_bars,book_threshold,book5_threshold,replenishment_threshold,close_location,relative_volume,max_sweep_atr,stop_atr,reward_risk,max_hold,break_even_r,direction,signal_model,stable,score,segment_1_return,segment_2_return,segment_3_return,segment_1_pf,segment_2_pf,segment_3_pf,segment_1_trades,segment_2_trades,segment_3_trades,training_initial,training_final,training_net,training_return_pct,training_annualized_return_pct,training_profit_factor,training_win_rate_pct,training_trades,training_wins,training_losses,training_max_drawdown_pct,training_max_drawdown_amount,training_average_trade,training_total_fees,training_total_funding_pnl,training_largest_win,training_largest_loss
84,5,72,1,0.15,2,0.1,0.0,0.0,0.65,1.2,1.0,1.0,2.5,12,0.0,long,continuation,False,7.570734873188901,2.0251218313518393,-0.4334329306725504,2.0093368415490254,999.0,0.7282254793213347,1.3126839210718086,3,3,21,10000.0,10362.405421836573,362.4054218365727,3.6240542183657354,2.396693345668721,1.4443999789457074,55.55555555555556,27,15,12,3.509202433824509,360.35616970555566,13.422423030984069,822.9087580960306,0.0,120.87290722918375,-97.23608556339279
297,5,48,2,0.15,2,0.1,-0.1,0.0,0.65,0.8,1.0,1.0,2.5,48,0.0,short,continuation,False,7.5651927560052314,0.0,0.8104846101656404,3.882964469230421,0.0,1.5269486742877214,1.6308600473735395,0,4,16,10000.0,10472.491990883742,472.4919908837419,4.7249199088374105,3.1191443646339634,1.6102190421073066,55.00000000000001,20,11,9,2.3583101560279416,239.975057705371,23.624599544186996,612.5027909940172,0.0,215.67742186797742,-110.97208007197983
254,15,48,1,0.25,3,0.1,0.0,-0.03,0.65,1.0,1.0,1.5,2.0,48,1.5,long,continuation,False,6.893077523961724,1.1939717069006317,-0.17950088801333974,1.6400052669226728,999.0,0.8288505134355585,2.3278127476570702,1,2,4,10000.0,10266.893512242876,266.89351224287566,2.6689351224287616,1.7678059279097047,2.155913791754942,71.42857142857143,7,5,2,2.262033039732111,230.89395952068844,38.12764460612466,203.51653646485136,0.0,119.3971706900632,-124.76213203111968
42,15,12,3,0.05,1,0.05,-0.05,0.03,0.65,0.8,1.0,1.5,2.5,12,0.0,long,reversal,False,6.875292606990358,2.7810510386738763,-0.7582195321653162,1.3486850224297742,1.7684167415481375,0.6677252884852138,2.7921377975400095,10,5,5,10000.0,10337.742729222899,337.74272922289856,3.377427292228985,2.2344911016473734,1.501683768981487,65.0,20,13,7,2.433277407402289,245.38702630138505,16.88713646114475,274.6342121151276,0.0,228.50386865986775,-126.8680968084592
358,5,24,2,0.05,3,0.05,0.0,0.03,0.65,1.0,1.0,2.0,2.0,24,0.0,short,continuation,False,5.827343692803477,0.0,0.0,3.546548553101525,0.0,0.0,999.0,0,0,2,10000.0,10354.654855310153,354.6548553101529,3.546548553101525,2.345733152527907,999.0,100.0,2,2,0,0.0,0.0,177.32742765507726,44.47447000691661,0.0,177.81865733563137,176.83619797452315
388,15,12,1,0.25,1,0.0,-0.1,0.03,0.55,0.8,2.0,1.5,2.0,48,0.0,long,continuation,False,5.76675115448559,1.7390483416918956,1.7393694509763913,0.0,999.0,999.0,0.0,1,1,0,10000.0,10350.866626826139,350.8666268261386,3.5086662682613845,2.3208207988131946,999.0,100.0,2,2,0,0.0,0.0,175.4333134130689,47.810050801325595,0.0,176.96179265694968,173.90483416918815
498,15,48,1,0.25,2,0.0,-0.05,0.0,0.65,1.0,2.0,1.5,1.5,12,0.0,long,reversal,False,5.582546587701608,-0.16785250029328624,0.21055646954852847,1.037452649490933,0.8633861620894401,999.0,2.086277278934921,2,1,3,10000.0,10108.024256129822,108.02425612982188,1.080242561298217,0.7173929582514171,1.4945889988241838,66.66666666666666,6,4,2,1.2286639688957803,122.86639688957803,18.004042688304008,153.57251659344354,0.0,125.39953177371461,-122.86639688957743
550,5,12,1,0.25,1,0.1,-0.1,0.03,0.65,0.8,2.0,1.0,1.5,24,1.5,short,continuation,False,5.516609011991715,0.17916891716975858,-0.36515800755856365,2.170256669943149,1.1904441854232235,0.6075152537589366,2.1407516727170677,2,2,8,10000.0,10197.95626903701,197.9562690370094,1.9795626903700958,1.312679192438626,1.5248371573720378,66.66666666666666,12,8,4,1.8520940830355337,187.2836866507696,16.496355753084163,362.53741719762166,0.0,111.99638108106025,-95.77026129468882
217,15,48,1,0.05,1,0.05,-0.1,0.03,0.65,1.0,1.0,1.0,1.5,48,1.0,both,reversal,False,5.380302161017866,2.564132683943554,0.0,0.5832225374348576,12.22206578529823,0.0,1.3686372876804793,3,0,5,10000.0,10316.23098210809,316.23098210809076,3.1623098210808998,2.0929062976261514,2.7082841072250843,50.0,8,4,4,1.37113419270052,140.94248007030546,39.528872763511515,155.39458767888016,0.0,144.06935804775597,-84.24882914826938
555,5,24,1,0.05,1,0.0,-0.1,0.03,0.65,1.0,2.0,1.0,1.5,24,1.5,short,continuation,False,4.741062607522721,0.17916891716978078,-0.5506525605554424,1.4717470008252187,1.1925770913797726,0.7055195260142463,1.8928323741674986,2,5,8,10000.0,10109.379493959945,109.37949395994474,1.0937949395994462,0.7263767952095712,1.2460232969305731,60.0,15,9,6,1.6171313196566122,164.2262560855761,7.291966263996448,451.14053653482773,0.0,110.9543947169784,-94.28012033257747
115,5,24,1,0.15,2,0.0,0.0,0.03,0.55,1.2,2.0,2.0,2.5,48,1.5,both,reversal,False,4.51729405607818,-3.0951691679651394,6.274171986474375,3.557158773746405,0.7408940667365312,2.3895459938556107,1.8021291083606963,17,11,14,10000.0,10664.813966458338,664.8139664583377,6.648139664583375,4.37520359221617,1.3182740486789863,45.23809523809524,42,19,23,6.5475611368442,678.9446182965748,15.828903963293627,1030.6978374728772,0.0,239.1942108564429,-137.04127131268865
360,5,72,3,0.15,2,0.1,-0.05,0.0,0.55,1.2,1.0,1.5,2.5,48,1.5,short,continuation,False,4.456874616426031,0.0,-0.9303750300000191,5.1178930538186895,0.0,0.0,2.625367420318963,0,1,7,10000.0,10413.990242478381,413.99024247838133,4.1399024247838145,2.7355406335461963,2.022238401916277,50.0,8,4,4,1.8871222226224744,188.71222226224745,51.74878030979782,228.83031206155363,0.0,223.793951108878,-118.47275936078952
58,15,48,3,0.15,3,0.1,-0.1,-0.03,0.65,0.8,1.0,2.0,2.5,12,1.5,both,continuation,False,4.428690769727742,0.49777210607735434,-0.37830027903368313,0.7515168950519291,999.0,0.7550530300580616,1.1802447398991285,2,3,11,10000.0,10086.998934818066,86.99893481806612,0.8699893481806553,0.5779649505607942,1.1519251945065678,37.5,16,6,10,2.4379374116078356,249.49276386928977,5.437433426129159,328.2218577580147,0.0,241.91487277006024,-129.43696905031797
192,15,48,1,0.25,2,0.05,-0.05,0.0,0.55,1.0,2.0,2.0,1.5,48,1.0,both,reversal,False,4.425138287540004,-1.0756963048814017,0.4973255608445637,3.4262051610276956,0.5449808003417068,1.5799926725958473,999.0,3,3,4,10000.0,10282.248524389559,282.24852438955895,2.8224852438955894,1.8690409468500535,1.8786458063679432,60.0,10,6,4,2.3640679463399104,236.406794633991,28.22485243895563,196.80477119719149,0.0,134.02207853991743,-120.68564458790466
409,15,72,1,0.15,1,0.05,-0.1,0.03,0.55,1.0,1.0,2.0,3.0,48,1.0,long,reversal,False,4.328452182423583,1.560954967271777,0.0,0.6381919816275561,999.0,0.0,999.0,1,0,2,10000.0,10220.910883833725,220.91088383372517,2.209108838337248,1.4643406036884299,999.0,100.0,3,3,0,0.0,0.0,73.63696127790887,26.38278782685297,0.0,156.0954967271778,18.179208990283627
504,15,48,2,0.15,1,0.1,-0.1,0.0,0.55,1.2,2.0,1.0,2.5,12,1.0,long,continuation,False,4.229920789254063,0.0,1.1691150749999935,1.1691150750000379,0.0,999.0,999.0,0,1,1,10000.0,10235.189845058594,235.18984505859407,2.351898450585943,1.5586243553472379,999.0,100.0,2,2,0,0.0,0.0,117.59492252929675,60.49857873439649,0.0,118.27833755859456,116.91150749999896
350,5,72,1,0.15,3,0.1,-0.05,0.0,0.65,0.8,2.0,1.0,2.0,48,0.0,short,continuation,False,4.151026124689551,-0.9975152999325276,0.01408151027393334,2.802640815491153,0.46373591597794417,1.0149923792065805,1.6552601482250424,3,3,11,10000.0,10179.150050709522,179.15005070952247,1.7915005070952228,1.1883411183850612,1.2550153874062933,58.82352941176471,17,10,7,1.3295487283903258,133.94966048813694,10.538238277030924,511.5974029269282,0.0,142.34141651639166,-133.9496604881367
266,5,48,1,0.05,3,0.05,0.0,0.03,0.65,1.0,2.0,2.0,1.5,12,1.5,short,continuation,False,3.8675953902144284,0.0,0.0,2.076737326159739,0.0,0.0,999.0,0,0,2,10000.0,10207.673732615975,207.6737326159746,2.076737326159739,1.3768965210161133,999.0,100.0,2,2,0,0.0,0.0,103.83686630798735,44.3205475588409,0.0,124.74265132954103,82.93108128643368
17,5,48,3,0.25,2,0.1,-0.1,0.0,0.65,0.8,1.0,1.5,3.0,12,1.5,both,continuation,False,3.6858932626261556,1.376916587155641,-1.1200214481265403,2.3729779445339494,9.903979055811119,0.5740858002435729,1.3982130395675878,3,7,17,10000.0,10262.018143246432,262.0181432464324,2.620181432464319,1.7356522058830093,1.297951271148292,40.74074074074074,27,11,16,4.265889794563016,438.64832707469577,9.704375675793777,796.6178608974988,0.0,278.2458267405474,-95.2729508665498
334,5,72,3,0.15,1,0.05,-0.05,0.03,0.65,1.0,2.0,1.5,3.0,12,1.5,both,continuation,False,3.5335241446636934,0.0,0.0,2.090228722105314,0.0,0.0,2.403420025358023,0,0,4,10000.0,10209.022872210531,209.0228722105312,2.090228722105314,1.385810618591421,2.403420025358023,50.0,4,2,2,1.1505138629922116,115.93971410109225,52.25571805263294,116.89100893960119,0.0,247.75119143448856,-115.93971410109206
554,15,24,2,0.25,1,0.1,-0.1,0.0,0.55,1.2,1.0,1.5,1.5,24,1.0,long,continuation,False,3.4644934238884844,1.199811336802603,0.5694750450000452,0.0,999.0,999.0,0.0,1,1,0,10000.0,10177.611900795282,177.61190079528205,1.7761190079528255,1.1781681780416164,999.0,100.0,2,2,0,0.0,0.0,88.8059503976408,42.147703766767286,0.0,119.98113368026111,57.63076711502049
135,15,48,1,0.25,3,0.1,-0.1,0.0,0.65,0.8,2.0,1.0,2.5,48,1.5,short,continuation,False,3.3763417910309057,0.0,1.2794708783388842,0.912974433324254,0.0,999.0,1.7090607067853032,0,1,2,10000.0,10220.412655366423,220.41265536642277,2.2041265536642207,1.461050013442411,2.6902070399725084,66.66666666666666,3,2,1,1.2598589701878915,130.4057137106738,73.47088512214047,81.95076615812413,0.0,222.87128124320716,-130.40571371067446
483,15,24,1,0.15,1,0.1,0.0,0.03,0.65,1.2,1.0,1.5,3.0,12,1.0,long,reversal,False,3.304734993538216,1.0386664030134884,0.0,0.6111646541914428,999.0,0.0,999.0,1,0,1,10000.0,10165.617901913512,165.61790191351247,1.6561790191351289,1.0988251983771624,999.0,100.0,2,2,0,0.0,0.0,82.80895095675623,19.28600533836082,0.0,103.86664030134884,61.75126161216363
157,15,24,2,0.25,1,0.05,-0.05,0.0,0.65,1.2,1.0,2.0,2.0,12,1.5,short,reversal,False,3.192517124050142,0.0,0.2825621581822313,1.2851429725650343,0.0,999.0,999.0,0,1,1,10000.0,10157.133645846627,157.13364584662668,1.571336458466277,1.0426810290472766,999.0,100.0,2,2,0,0.0,0.0,78.56682292331347,35.57695617715724,0.0,128.8774300284038,28.256215818223126
363,5,12,2,0.25,3,0.1,-0.05,0.03,0.55,1.2,1.0,1.0,3.0,12,0.0,short,continuation,False,3.149115553527544,0.0,0.0,1.5378774486445757,0.0,0.0,999.0,0,0,2,10000.0,10153.787744864458,153.78774486445764,1.5378774486445757,1.0205353698452102,999.0,100.0,2,2,0,0.0,0.0,76.89387243222826,60.26113933526335,0.0,122.72125912106975,31.066485743386778
256,15,12,2,0.05,3,0.1,-0.1,0.03,0.65,1.2,2.0,1.5,3.0,24,1.5,both,reversal,False,3.1030416917943535,2.568646056832957,0.0,-0.29227821560771083,1.714592720540015,0.0,0.782373372854144,8,0,3,10000.0,10226.886024836507,226.8860248365072,2.268860248365079,1.5037997244613743,1.4563198589512543,54.54545454545454,11,6,5,2.4332774074022927,243.32774074022927,20.6260022578643,153.7017829220938,0.0,289.5627147751952,-125.80342096203472
380,15,12,3,0.15,1,0.0,-0.1,0.03,0.55,1.2,1.0,1.5,2.0,24,1.5,long,continuation,False,3.011878302815806,1.7390483416918956,0.0,0.0,999.0,0.0,0.0,1,0,0,10000.0,10173.904834169189,173.9048341691887,1.7390483416918956,1.1536484480765496,999.0,100.0,1,1,0,0.0,0.0,173.90483416918815,23.71367886951171,0.0,173.90483416918815,173.90483416918815
102,5,12,2,0.25,3,0.05,0.0,0.03,0.55,1.2,1.0,1.5,2.0,12,1.5,short,continuation,False,2.9371088778847527,0.0,0.0,1.378872441912482,0.0,0.0,999.0,0,0,2,10000.0,10137.887244191248,137.8872441912481,1.378872441912482,0.9152606361591209,999.0,100.0,2,2,0,0.0,0.0,68.94362209562405,53.633484699911634,0.0,110.57477504857827,27.312469142669826
367,15,48,1,0.25,1,0.05,-0.1,0.0,0.65,1.0,2.0,1.5,2.0,12,1.0,both,reversal,False,2.8167277327956057,-0.23937729412778497,0.37674954424298246,1.311210118933226,0.0,999.0,2.0213735672710227,1,1,5,10000.0,10144.946992984185,144.94699298418527,1.4494699298418512,0.9620089475002924,1.9505340364641492,57.14285714285714,7,4,3,0.9550532535377585,95.63566185068157,20.70671328345487,191.2426797959207,0.0,128.4563942840122,-95.63566185068184
457,15,48,1,0.25,1,0.1,0.0,0.0,0.55,1.0,2.0,1.5,2.5,24,0.0,short,reversal,False,2.5568311616054284,0.0,1.3977629857841123,0.0,0.0,999.0,0.0,0,1,0,10000.0,10139.77629857841,139.7762985784102,1.3977629857841123,0.9277706617712544,999.0,100.0,1,1,0,0.0,0.0,139.77629857840986,17.630287854191316,0.0,139.77629857840986,139.77629857840986
111,5,72,3,0.25,1,0.1,0.0,0.03,0.65,0.8,2.0,1.5,3.0,12,0.0,short,reversal,False,2.536034006861224,0.6361991939464406,0.439768740810198,0.0,999.0,999.0,0.0,1,1,0,10000.0,10107.87657399409,107.87657399409,1.0787657399409012,0.7164139527872315,999.0,100.0,2,2,0,0.0,0.0,53.93828699704429,56.55756912434334,0.0,63.61991939464236,44.256654599446215
165,15,12,2,0.15,2,0.05,-0.05,0.03,0.55,1.0,1.0,1.5,1.5,12,1.5,long,reversal,False,2.498924349016347,0.0,0.0,1.3543328763423013,0.0,0.0,999.0,0,0,1,10000.0,10135.43328763423,135.4332876342305,1.3543328763423013,0.8990084516922181,999.0,100.0,1,1,0,0.0,0.0,135.43328763423023,13.235587099551037,0.0,135.43328763423023,135.43328763423023
37,5,48,1,0.25,2,0.1,0.0,0.03,0.55,0.8,1.0,1.0,2.5,12,0.0,both,continuation,False,2.470955847202926,0.0,0.0,1.0792324072885995,0.0,0.0,13.007124785768392,0,0,2,10000.0,10107.92324072886,107.92324072886004,1.0792324072885995,0.7167233135946027,13.007124785768392,50.0,2,1,1,0.088843979355533,8.988266771140843,53.96162036443056,60.43491359966426,0.0,116.91150750000175,-8.988266771140632
137,15,24,1,0.05,1,0.05,-0.1,0.03,0.55,0.8,1.0,2.0,1.5,48,1.5,both,continuation,False,2.112996851149787,0.0,1.0648872529423814,0.0,0.0,999.0,0.0,0,1,0,10000.0,10106.488725294239,106.48872529423898,1.0648872529423814,0.7072134763846494,999.0,100.0,1,1,0,0.0,0.0,106.48872529423896,5.164508019262435,0.0,106.48872529423896,106.48872529423896
198,5,72,1,0.25,1,0.1,-0.05,0.0,0.55,0.8,1.0,2.0,3.0,12,1.0,both,continuation,False,2.0616319804984578,-0.16705504067021648,-1.6699548350058269,3.437985698417001,0.494333000938693,0.463739235482864,1.281205625383976,3,5,33,10000.0,10154.070534065595,154.07053406559498,1.5407053406559568,1.0224071734156404,1.0997810286938152,43.90243902439025,41,18,23,3.020598477254652,310.1462527861768,3.7578179040387565,1114.176030497116,0.0,275.8586522250859,-133.09802426936147
430,5,72,2,0.25,1,0.0,0.0,0.03,0.65,1.2,1.0,1.0,3.0,48,1.5,short,continuation,False,1.6582251136734893,0.0,0.0,0.943045573129031,0.0,0.0,1.9948068107326145,0,0,2,10000.0,10094.304557312902,94.30455731290203,0.943045573129031,0.6264227134560318,1.9948068107326145,50.0,2,1,1,0.9303750299999936,94.79685532455551,47.15227865645097,60.48990700575304,0.0,189.10141263745726,-94.79685532455532
48,5,72,1,0.15,3,0.05,-0.1,0.03,0.55,1.2,1.0,1.0,3.0,12,1.0,both,continuation,False,1.6431017901082499,0.09607989744082612,-0.929625029999992,2.794302097783885,999.0,0.0,999.0,1,1,2,10000.0,10193.654705509922,193.65470550992177,1.9365470550992248,1.284246005091605,3.081149007630065,75.0,4,3,1,0.9296250299999969,93.05182127754051,48.41367637748073,118.85198579197728,0.0,155.40131112947665,-93.05182127754017
578,5,12,3,0.15,2,0.0,-0.1,0.03,0.55,1.2,2.0,2.0,3.0,24,1.0,short,continuation,False,1.5403328770801261,2.451829727310506,-0.2989085219964882,-0.35435133998664714,2.2946149238423685,0.0,0.9094243015323131,6,1,11,10000.0,10178.363820163353,178.363820163353,1.7836382016335195,1.1831412497071092,1.2878573445693544,33.33333333333333,18,6,12,4.1047532162519955,420.5394775840796,9.90910112018639,482.5719842518246,0.0,272.2238291514977,-130.99909994517975
235,15,72,3,0.25,2,0.05,-0.1,0.0,0.65,1.0,2.0,1.5,1.5,24,0.0,short,reversal,False,1.461989151837857,0.0,0.0,0.5766314784584337,0.0,0.0,999.0,0,0,1,10000.0,10057.663147845844,57.66314784584392,0.5766314784584337,0.38326398965897734,999.0,100.0,1,1,0,0.0,0.0,57.66314784584482,29.956190330911625,0.0,57.66314784584482,57.66314784584482
531,15,12,3,0.25,1,0.1,-0.1,0.0,0.55,0.8,2.0,2.0,2.5,12,1.5,short,reversal,False,1.461989151837857,0.0,0.0,0.5766314784584337,0.0,0.0,999.0,0,0,1,10000.0,10057.663147845844,57.66314784584392,0.5766314784584337,0.38326398965897734,999.0,100.0,1,1,0,0.0,0.0,57.66314784584482,29.956190330911625,0.0,57.66314784584482,57.66314784584482
67,5,48,3,0.15,3,0.0,0.0,0.03,0.55,1.2,1.0,2.0,2.0,24,1.0,both,continuation,False,1.4401707085476279,-0.07832522137452003,-1.327514401371921,3.746551844197188,0.8605066320904333,0.0,999.0,3,1,3,10000.0,10228.912044557599,228.91204455759907,2.2891204455759873,1.5171775659161835,2.2124755632130393,57.14285714285714,7,4,3,1.4047998441528033,140.47998441528034,32.70172065108606,157.69121108933888,0.0,175.32066111450578,-132.6474622778271
261,15,72,2,0.25,1,0.0,0.0,0.0,0.65,0.8,1.0,1.0,1.5,24,1.5,both,reversal,False,1.3136684802854774,0.0,0.569475045000023,0.2103495095801433,0.0,999.0,1.1038554479008722,0,1,4,10000.0,10078.102244254447,78.10224425444721,0.7810224425444767,0.5189378614075535,1.3834291347121803,60.0,5,3,2,2.025406599573924,203.6940784718281,15.620448850889588,147.9516581890705,0.0,116.96277343474202,-126.93304221270327
196,15,48,1,0.15,3,0.0,-0.05,0.03,0.55,1.0,1.0,1.5,2.0,24,0.0,both,reversal,False,1.2698069954436075,0.4324948611627466,0.0,0.0,999.0,0.0,0.0,1,0,0,10000.0,10043.249486116274,43.249486116274056,0.4324948611627466,0.2875312137703423,999.0,100.0,1,1,0,0.0,0.0,43.24948611627328,8.945940466795806,0.0,43.24948611627328,43.24948611627328
336,5,24,1,0.15,3,0.1,0.0,0.03,0.55,1.2,2.0,1.0,3.0,48,1.5,both,continuation,False,1.1231861743596916,0.0,-0.929625029999992,2.5021204868165503,0.0,0.0,3.589491486192592,0,1,3,10000.0,10154.923511849034,154.92351184903418,1.5492351184903441,1.0280529935837945,1.8210470125921219,50.0,4,2,2,0.9338692651159396,95.72768096392065,38.730877962258646,120.49049975885417,0.0,187.34347857349596,-95.72768096392088
442,15,24,2,0.05,2,0.0,-0.1,0.03,0.65,0.8,2.0,1.0,2.0,12,1.0,short,reversal,False,1.122411896427229,0.0,0.0,0.32194853690046266,0.0,0.0,999.0,0,0,1,10000.0,10032.194853690045,32.19485369004542,0.32194853690046266,0.21407730437823513,999.0,100.0,1,1,0,0.0,0.0,32.19485369004628,24.026696420133554,0.0,32.19485369004628,32.19485369004628
56,5,12,2,0.05,3,0.1,0.0,0.03,0.65,1.2,2.0,1.5,1.5,24,0.0,short,reversal,False,1.0002357885937647,2.8294895642284157,1.1964659537087474,-1.8774153333930732,3.1888202224798543,2.0179458895262217,0.4874034309811128,5,4,5,10000.0,10210.617457971357,210.617457971357,2.10617457971356,1.396345931052756,1.3336470376559129,57.14285714285714,14,8,6,3.6332694811666753,381.1252231482158,15.044104140811239,318.9690907059066,0.0,131.28327116366665,-132.9463979885161
203,15,12,2,0.05,2,0.1,0.0,0.03,0.55,1.0,2.0,2.0,3.0,48,1.0,short,reversal,False,0.9077795384935871,0.0,0.0,0.16097426845023133,0.0,0.0,999.0,0,0,1,10000.0,10016.097426845023,16.09742684502271,0.16097426845023133,0.1070674410014627,999.0,100.0,1,1,0,0.0,0.0,16.09742684502314,12.013348210066777,0.0,16.09742684502314,16.09742684502314
263,5,72,2,0.15,3,0.1,-0.1,-0.03,0.65,1.2,2.0,1.5,2.5,24,1.5,short,continuation,False,0.8901394424002902,-0.835964980383197,-2.0794286483256985,5.658462610995185,0.565126432546936,0.642027116345413,1.759724883909457,3,14,16,10000.0,10259.646944639919,259.64694463991873,2.5964694463991966,1.7200119803665093,1.1740861514837162,42.42424242424242,33,14,19,5.664927052773571,568.3345538041431,7.868089231512799,957.5334182380877,0.0,215.97986931091398,-117.06516671603046
15,15,24,3,0.25,3,0.05,-0.05,0.0,0.55,1.0,2.0,2.0,1.5,12,1.5,both,reversal,False,0.8464209618758192,0.0,0.730995805165291,-0.4551386064515994,0.0,999.0,0.5576503050506992,0,1,4,10000.0,10027.253015459286,27.25301545928596,0.2725301545928538,0.18123187108238792,1.2629501917932477,40.0,5,2,3,0.5327251314841616,53.70379039886939,5.450603091857161,147.47592316665148,0.0,73.09958051652883,-49.93947098621575
