time,equity
2026-02-11T00:00:00+00:00,10000.0
2026-02-12T16:45:00+00:00,9887.547780658244
2026-02-13T16:00:00+00:00,9794.568581649533
2026-02-14T09:15:00+00:00,9823.632912201168
2026-02-14T11:45:00+00:00,9693.602579386397
2026-02-15T08:00:00+00:00,9565.466336978065
2026-02-16T13:15:00+00:00,9685.380800985498
2026-02-18T14:45:00+00:00,9561.456286796549
2026-02-18T22:30:00+00:00,9608.66223120511
2026-02-19T08:15:00+00:00,9683.640816467096
2026-02-19T13:00:00+00:00,9572.981631950317
2026-02-20T10:45:00+00:00,9638.025520368365
2026-02-20T13:30:00+00:00,9515.010060945659
2026-02-21T02:00:00+00:00,9497.179415246268
2026-02-21T12:00:00+00:00,9551.363202378832
2026-02-24T01:30:00+00:00,9434.621535135233
2026-02-24T21:15:00+00:00,9512.795189163784
2026-02-25T13:30:00+00:00,9387.498760012299
2026-02-25T14:00:00+00:00,9266.221104187365
2026-02-25T15:30:00+00:00,9154.458665479528
2026-02-25T22:30:00+00:00,9276.158063665378
2026-02-26T14:30:00+00:00,9154.397025491462
2026-02-26T15:00:00+00:00,9039.050227031517
2026-02-27T15:45:00+00:00,9063.87274100797
2026-02-27T23:30:00+00:00,9170.100423747448
2026-03-01T18:00:00+00:00,9289.425728010658
2026-03-04T14:30:00+00:00,9175.547668814506
2026-03-05T09:00:00+00:00,9291.181405936992
2026-03-05T11:45:00+00:00,9374.853425559826
2026-03-08T19:00:00+00:00,9379.761290993778
2026-03-10T09:15:00+00:00,9261.042028362008
2026-03-11T10:00:00+00:00,9201.749288175126
2026-03-15T05:15:00+00:00,9097.717765205307
2026-03-15T22:30:00+00:00,8843.475215410535
2026-03-16T13:45:00+00:00,8730.805867717865
2026-03-18T13:45:00+00:00,8621.48329713876
2026-03-19T19:45:00+00:00,8604.084070898502
2026-03-21T15:45:00+00:00,8569.8990510292
2026-03-25T11:15:00+00:00,8460.36668859674
2026-03-26T16:00:00+00:00,8436.086433916407
2026-03-28T16:15:00+00:00,8390.744707058991
2026-03-30T12:00:00+00:00,8299.197911486486
2026-03-30T13:30:00+00:00,8206.817934834793
2026-03-31T02:00:00+00:00,8185.948320000203
