session,opening_minutes,bins,reload_zone,minimum_breakout_relative_volume,acceptance_closes,retest_bars,stop_mode,reward_risk,management,no_progress_minutes,score,train_pf,train_return,train_trades,validation_pf,validation_return,validation_trades
london_0800,60,24,vah,0.0,2,6,opposite_value_area,3.0,be_1r,0,0.5122641157382682,2.409234361104368,16.271284190068734,30,2.5989962497242307,9.791639823835885,17
london_0800,60,24,val,1.1,2,6,opposite_value_area,3.0,none,0,0.5085774523077354,1.924069587969417,23.220963386467265,42,2.27989050538984,9.090141415839037,14
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,trail_1_5r,90,0.48710721749824964,1.9366842598741982,17.745211559933736,34,2.1867009040317997,5.979017566315448,12
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,trail_1_5r,60,0.48710721749824964,1.9366842598741982,17.745211559933736,34,2.1867009040317997,5.979017566315448,12
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,trail_1_5r,0,0.48710721749824964,1.9366842598741982,17.745211559933736,34,2.1867009040317997,5.979017566315448,12
london_0800,60,24,vah,0.0,2,6,opposite_value_area,3.0,trail_1_5r,0,0.460798698356202,2.6982168461527167,22.06647379682991,30,1.8815620051728257,7.979422226157884,17
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,none,60,0.41390712665963264,2.293541995412138,18.67828252263397,42,2.684829748536144,13.630618837009756,20
london_0800,60,24,val,1.1,2,6,opposite_opening_range,3.0,be_1r,0,0.41164278503221147,2.053157273165319,19.92060714421693,42,2.168061953981354,5.846485056475337,14
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,none,0,0.4100525446553707,2.1678111034208474,18.45936063684328,42,2.773154202253347,13.910738427943325,20
london_0800,60,24,val,1.1,2,6,opposite_value_area,3.0,none,90,0.4048185629805923,1.9109343278660313,18.240034931333724,42,2.527685185417356,9.51044510434711,14
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,none,60,0.4044132133673529,1.7777777777777777,14.560856242007713,34,2.8,9.238864039720362,12
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,none,0,0.4044132133673529,1.7777777777777777,14.560856242007713,34,2.8,9.238864039720362,12
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,none,90,0.4044132133673529,1.7777777777777777,14.560856242007713,34,2.8,9.238864039720362,12
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,none,90,0.40157450806840145,1.6363636363636365,14.293354026421534,34,2.142857142857143,8.051919338198331,12
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,none,0,0.40157450806840145,1.6363636363636365,14.293354026421534,34,2.142857142857143,8.051919338198331,12
comex_0820,60,24,val,1.1,2,6,signal_candle,3.0,none,60,0.40157450806840145,1.6363636363636365,14.293354026421534,34,2.142857142857143,8.051919338198331,12
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,trail_1_5r,60,0.3910006132999293,2.3533463584912298,17.645658122500897,42,3.159948172904277,14.206849149120316,20
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,trail_1_5r,0,0.38714598666930916,2.2096970041809776,17.42864108464184,42,3.289688995445444,14.488389249780642,20
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,2.0,none,60,0.386845832591436,2.33898055420762,17.497862219106054,42,2.416973108330803,11.384997274884046,20
comex_0820,60,48,val,1.1,2,6,signal_candle,3.0,trail_1_5r,90,0.3864155545960891,1.68638876642821,13.35132008888218,33,1.9964119794731943,4.980189201162988,11
comex_0820,60,48,val,1.1,2,6,signal_candle,3.0,trail_1_5r,0,0.3864155545960891,1.68638876642821,13.35132008888218,33,1.9964119794731943,4.980189201162988,11
comex_0820,60,48,val,1.1,2,6,signal_candle,3.0,trail_1_5r,60,0.3864155545960891,1.68638876642821,13.35132008888218,33,1.9964119794731943,4.980189201162988,11
london_0800,60,24,vah,0.0,2,6,opposite_value_area,2.0,be_1r,0,0.3834258793144343,2.6124865051866877,19.009584968460945,30,2.0989962497242307,6.655726596518385,17
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,2.0,none,0,0.3829912505871741,2.1967245402556035,17.281117815440638,42,2.4964857215826797,11.659581011134978,20
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,none,90,0.3794986473310375,2.093740260054746,17.000521000370373,42,2.780567256216226,13.933562126464683,20
london_0800,60,24,val,1.1,2,6,opposite_value_area,3.0,none,60,0.3589399322413823,1.8366536545781331,16.02384583778147,42,2.989921394723601,10.59355165955691,14
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,3.0,trail_1_5r,90,0.3565923346481099,2.1288277926045347,15.982494869176334,42,3.300671427612805,14.511328689174107,20
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,trail_1_5r,60,0.35657411109685366,1.6874150290446126,12.734026736021931,34,2.3957087718868433,7.084657828197605,12
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,trail_1_5r,90,0.35657411109685366,1.6874150290446126,12.734026736021931,34,2.3957087718868433,7.084657828197605,12
comex_0820,60,24,val,1.1,2,6,signal_candle,2.0,trail_1_5r,0,0.35657411109685366,1.6874150290446126,12.734026736021931,34,2.3957087718868433,7.084657828197605,12
london_0800,60,24,val,1.1,2,6,opposite_value_area,3.0,be_1r,0,0.35564167557784143,1.767090148197512,15.881852945926678,42,3.191846707545776,11.305113167879831,14
london_0800,60,24,vah,0.0,2,6,opposite_value_area,3.0,trail_1_5r,90,0.35502857897204015,2.312611679896451,14.48342703006087,30,1.7665077999573329,6.088476849678792,17
comex_0820,30,48,val,1.1,2,6,opposite_opening_range,2.0,none,90,0.35243735326284076,2.1157281564039763,15.836788364739608,42,2.503159199514997,11.68195365702589,20
