risk_pct,strategy_mode,note_point_to_price,target_rr,effective_target_rr,max_target_rr,trailing_enabled,risk_progression_enabled,risk_progression_multiplier,risk_progression_max_pct,pending_mode,s2a_entry_model,s2b_entry_model,runner_trail_bars,runner_buffer_points,slippage_price,max_spread_price,trades,wins,losses,breakeven,win_rate,profit_factor,expectancy_r,net_r,net_profit,ending_balance,max_drawdown_pct,max_consecutive_losses,score
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,DIRECT,CLOSE_PLUS_50,1,5.0,0.15,1.5,101,32,69,0,31.683168316831683,0.8467859042792555,-0.0897689932387411,-9.066668317112851,-928.7971639650532,9071.202836034947,23.549556163717373,17,-1.2328591205892032
1.0,S2A,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,50,13,37,0,26.0,0.5012292423980964,-0.17488905135072114,-8.744452567536056,-844.4217296007682,9155.578270399232,11.836079135364601,9,-1.3272270560239061
1.0,S2A,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,50,13,37,0,26.0,0.5012292423980964,-0.17488905135072114,-8.744452567536056,-844.4217296007682,9155.578270399232,11.836079135364601,9,-1.3272270560239061
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,CLOSE_PLUS_50,2,5.0,0.15,1.5,101,32,69,0,31.683168316831683,0.8308643041266386,-0.10099652375878133,-10.200648899636919,-1031.803834968301,8968.196165031699,23.999261271960382,17,-1.384101261412714
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,DIRECT,CLOSE_PLUS_50,2,5.0,0.15,1.5,101,32,69,0,31.683168316831683,0.8308643041266386,-0.10099652375878133,-10.200648899636919,-1031.803834968301,8968.196165031699,23.999261271960382,17,-1.384101261412714
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,OCO,DIRECT,CLOSE_PLUS_50,2,5.0,0.15,1.5,101,32,69,0,31.683168316831683,0.8308643041266386,-0.10099652375878133,-10.200648899636919,-1031.803834968301,8968.196165031699,23.999261271960382,17,-1.384101261412714
1.0,ALL,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,DIRECT,CLOSE_PLUS_50,2,5.0,0.15,1.5,101,32,69,0,31.683168316831683,0.8308643041266386,-0.10099652375878133,-10.200648899636919,-1031.803834968301,8968.196165031699,23.999261271960382,17,-1.384101261412714
1.0,S2A,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,50,16,34,0,32.0,0.5981015553983273,-0.19099532396077262,-9.549766198038629,-927.4894698737935,9072.510530126207,13.453946886383717,5,-1.4251366763966966
1.0,S2A,0.1,3.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,CLOSE_PLUS_50,1,5.0,0.15,1.5,50,16,34,0,32.0,0.5981015553983273,-0.19099532396077262,-9.549766198038629,-927.4894698737935,9072.510530126207,13.453946886383717,5,-1.4251366763966966
1.0,ALL,0.1,2.0,1.7,1.7,True,False,1.6,5.0,BOTH,REFERENCE_PAIR,MID_LOW_PAIR,1,5.0,0.15,1.5,111,37,74,0,33.33333333333333,0.7360525922213039,-0.13356295515282174,-14.825488021963212,-1423.4644260939986,8576.535573906001,18.098744081178843,10,-1.5760576615355664
