symbol,ny_date,setup,order_kind,entry_time,exit_time,entry,stop,exit_price,target,risk_share,r_multiple,reason
XAUUSD..,2025-08-18,S2B,SELL_STOP,2025-08-18 14:00:00+00:00,2025-08-18 19:59:00+00:00,3346.3199999999997,3446.47,3334.48,3176.47,0.5,0.1182226660009953,SESSION_EXIT
XAUUSD..,2025-08-20,S2B,SELL_LIMIT,2025-08-20 14:00:00+00:00,2025-08-20 14:14:00+00:00,3326.315,3426.465,3329.18,3156.465,0.5,-0.028607089365948867,BODY_INVALIDATION
XAUUSD..,2025-08-21,S2B,SELL_LIMIT,2025-08-21 14:00:00+00:00,2025-08-21 16:14:00+00:00,3329.37,3429.52,3342.42,3159.52,0.5,-0.13030454318522386,BODY_INVALIDATION
XAUUSD..,2025-08-21,S2B,SELL_STOP,2025-08-21 14:01:00+00:00,2025-08-21 16:14:00+00:00,3327.2999999999997,3427.45,3342.42,3157.45,0.5,-0.15097353969046762,BODY_INVALIDATION
XAUUSD..,2025-08-25,S2B,SELL_LIMIT,2025-08-25 14:01:00+00:00,2025-08-25 14:59:00+00:00,3365.98,3466.13,3370.74,3196.13,0.5,-0.04752870693958821,BODY_INVALIDATION
XAUUSD..,2025-08-25,S2B,SELL_STOP,2025-08-25 15:56:00+00:00,2025-08-25 15:56:00+00:00,3364.93,3465.08,3365.12,3195.08,0.5,-0.0018971542685976475,BODY_INVALIDATION
XAUUSD..,2025-08-27,S2B,SELL_LIMIT,2025-08-27 14:00:00+00:00,2025-08-27 17:59:00+00:00,3375.8399999999997,3475.99,3386.65,3205.99,0.5,-0.10793809286071283,BODY_INVALIDATION
XAUUSD..,2025-08-27,S2B,SELL_STOP,2025-08-27 14:01:00+00:00,2025-08-27 17:59:00+00:00,3374.68,3474.83,3386.65,3204.83,0.5,-0.11952071892162001,BODY_INVALIDATION
XAUUSD..,2025-09-11,S2B,SELL_LIMIT,2025-09-11 15:21:00+00:00,2025-09-11 19:14:00+00:00,3622.2549999999997,3722.4049999999997,3640.31,3452.4049999999997,0.5,-0.18027958062905916,BODY_INVALIDATION
XAUUSD..,2025-09-11,S2B,SELL_STOP,2025-09-11 14:01:00+00:00,2025-09-11 19:14:00+00:00,3620.7999999999997,3720.95,3640.31,3450.95,0.5,-0.1948077883175257,BODY_INVALIDATION
XAUUSD..,2025-09-15,S2B,SELL_LIMIT,2025-09-15 14:08:00+00:00,2025-09-15 15:59:00+00:00,3640.8749999999995,3741.0249999999996,3650.5,3471.0249999999996,0.5,-0.09610584123814724,BODY_INVALIDATION
XAUUSD..,2025-09-15,S2B,SELL_STOP,2025-09-15 14:04:00+00:00,2025-09-15 15:59:00+00:00,3638.93,3739.08,3650.5,3469.08,0.5,-0.11552670993509888,BODY_INVALIDATION
XAUUSD..,2025-09-16,S2B,SELL_LIMIT,2025-09-16 14:01:00+00:00,2025-09-16 17:14:00+00:00,3694.11,3794.26,3699.66,3524.26,0.5,-0.05541687468796527,BODY_INVALIDATION
XAUUSD..,2025-09-16,S2B,SELL_STOP,2025-09-16 14:03:00+00:00,2025-09-16 17:14:00+00:00,3692.65,3792.8,3699.66,3522.8,0.5,-0.06999500748876443,BODY_INVALIDATION
XAUUSD..,2025-09-19,S2B,SELL_STOP,2025-09-19 14:00:00+00:00,2025-09-19 16:59:00+00:00,3654.93,3755.08,3663.57,3485.08,0.5,-0.08627059410883993,BODY_INVALIDATION
XAUUSD..,2025-09-23,S2B,SELL_LIMIT,2025-09-23 14:00:00+00:00,2025-09-23 19:59:00+00:00,3782.2949999999996,3882.4449999999997,3779.46,3612.4449999999997,0.5,0.028307538691957852,SESSION_EXIT
XAUUSD..,2025-09-23,S2B,SELL_STOP,2025-09-23 14:12:00+00:00,2025-09-23 19:59:00+00:00,3780.7,3880.85,3779.46,3610.85,0.5,0.012381427858210491,SESSION_EXIT
XAUUSD..,2025-09-26,S2B,SELL_LIMIT,2025-09-26 14:00:00+00:00,2025-09-26 16:14:00+00:00,3744.275,3844.425,3764.59,3574.425,0.5,-0.20284573140289602,BODY_INVALIDATION
XAUUSD..,2025-10-10,S2B,SELL_LIMIT,2025-10-10 14:01:00+00:00,2025-10-10 18:14:00+00:00,3996.325,4096.475,4009.48,3826.474999999999,0.5,-0.13135297054418502,BODY_INVALIDATION
XAUUSD..,2025-10-10,S2B,SELL_STOP,2025-10-10 14:33:00+00:00,2025-10-10 18:14:00+00:00,3992.95,4093.1,4009.48,3823.1,0.5,-0.16505242136794993,BODY_INVALIDATION
XAUUSD..,2025-10-14,S2B,SELL_LIMIT,2025-10-14 14:00:00+00:00,2025-10-14 19:59:00+00:00,4134.05,4234.2,4140.56,3964.2,0.5,-0.06500249625561899,SESSION_EXIT
XAUUSD..,2025-10-14,S2B,SELL_STOP,2025-10-14 14:18:00+00:00,2025-10-14 19:59:00+00:00,4128.59,4228.74,4140.56,3958.74,0.5,-0.11952071892162056,SESSION_EXIT
XAUUSD..,2025-10-22,S2B,SELL_LIMIT,2025-10-22 14:24:00+00:00,2025-10-22 19:59:00+00:00,4042.305,4142.455,4059.45,3872.455,0.5,-0.17119321018472258,SESSION_EXIT
XAUUSD..,2025-10-22,S2B,SELL_STOP,2025-10-22 14:02:00+00:00,2025-10-22 19:59:00+00:00,4024.0099999999998,4124.16,4059.45,3854.16,0.5,-0.3538691962056917,SESSION_EXIT
XAUUSD..,2025-10-23,S2B,SELL_LIMIT,2025-10-23 14:00:00+00:00,2025-10-23 16:29:00+00:00,4107.16,4207.3099999999995,4147.22,3937.3099999999995,0.5,-0.40000000000000546,BODY_INVALIDATION
XAUUSD..,2025-10-23,S2B,SELL_STOP,2025-10-23 15:23:00+00:00,2025-10-23 16:29:00+00:00,4101.52,4201.67,4147.22,3931.67,0.5,-0.4563155267099349,BODY_INVALIDATION
XAUUSD..,2025-10-24,S2B,SELL_LIMIT,2025-10-24 14:08:00+00:00,2025-10-24 17:14:00+00:00,4056.72,4156.87,4133.05,3886.87,0.5,-0.762156764852724,BODY_INVALIDATION
XAUUSD..,2025-10-24,S2B,SELL_STOP,2025-10-24 14:00:00+00:00,2025-10-24 17:14:00+00:00,4053.29,4153.4400000000005,4133.05,3883.439999999999,0.5,-0.7964053919121297,BODY_INVALIDATION
XAUUSD..,2025-10-29,S2B,SELL_LIMIT,2025-10-29 14:00:00+00:00,2025-10-29 19:59:00+00:00,4025.955,4126.105,3993.09,3856.105000000001,0.5,0.32815776335496655,SESSION_EXIT
XAUUSD..,2025-10-29,S2B,SELL_STOP,2025-10-29 14:14:00+00:00,2025-10-29 19:59:00+00:00,4022.5299999999997,4122.68,3993.09,3852.679999999999,0.5,0.2939590614078826,SESSION_EXIT
XAUUSD..,2025-11-04,S2B,SELL_LIMIT,2025-11-04 15:02:00+00:00,2025-11-04 20:59:00+00:00,3987.86,4088.01,3938.12,3818.01,0.5,0.4966550174737912,SESSION_EXIT
XAUUSD..,2025-11-04,S2B,SELL_STOP,2025-11-04 15:00:00+00:00,2025-11-04 20:59:00+00:00,3983.48,4083.63,3938.12,3813.63,0.5,0.45292061907139375,SESSION_EXIT
XAUUSD..,2025-11-06,S2B,SELL_LIMIT,2025-11-06 15:01:00+00:00,2025-11-06 20:59:00+00:00,4006.53,4106.68,3987.99,3836.6800000000003,0.5,0.18512231652521619,SESSION_EXIT
XAUUSD..,2025-11-06,S2B,SELL_STOP,2025-11-06 16:18:00+00:00,2025-11-06 20:59:00+00:00,4002.92,4103.07,3987.99,3833.070000000001,0.5,0.14907638542187066,SESSION_EXIT
XAUUSD..,2025-11-12,S2B,SELL_LIMIT,2025-11-12 16:04:00+00:00,2025-11-12 17:14:00+00:00,4133.325000000001,4233.475,4162.28,3963.4750000000004,0.5,-0.28911632551172367,BODY_INVALIDATION
XAUUSD..,2025-11-12,S2B,SELL_STOP,2025-11-12 15:00:00+00:00,2025-11-12 17:14:00+00:00,4129.63,4229.78,4162.28,3959.7799999999997,0.5,-0.3260109835247105,BODY_INVALIDATION
XAUUSD..,2025-11-17,S2B,SELL_LIMIT,2025-11-17 15:00:00+00:00,2025-11-17 20:59:00+00:00,4079.0099999999998,4179.16,4062.82,3909.16,0.5,0.16165751372940174,SESSION_EXIT
XAUUSD..,2025-11-17,S2B,SELL_STOP,2025-11-17 15:28:00+00:00,2025-11-17 20:59:00+00:00,4074.9,4175.05,4062.82,3905.05,0.5,0.1206190713929098,SESSION_EXIT
XAUUSD..,2025-11-18,S2B,SELL_LIMIT,2025-11-18 15:00:00+00:00,2025-11-18 15:44:00+00:00,4032.1,4132.25,4063.6,3862.25,0.5,-0.314528207688467,BODY_INVALIDATION
XAUUSD..,2025-11-19,S2B,SELL_LIMIT,2025-11-19 15:45:00+00:00,2025-11-19 16:59:00+00:00,4115.725,4215.875,4128.18,3945.875,0.5,-0.12436345481777307,BODY_INVALIDATION
XAUUSD..,2025-11-19,S2B,SELL_STOP,2025-11-19 15:00:00+00:00,2025-11-19 16:59:00+00:00,4112.030000000001,4212.18,4128.18,3942.1800000000003,0.5,-0.1612581128307508,BODY_INVALIDATION
XAUUSD..,2025-12-03,S2B,SELL_LIMIT,2025-12-03 15:00:00+00:00,2025-12-03 15:29:00+00:00,4212.27,4312.42,4220.57,4042.42,0.5,-0.08287568647028759,BODY_INVALIDATION
XAUUSD..,2025-12-03,S2B,SELL_STOP,2025-12-03 16:53:00+00:00,2025-12-03 16:53:00+00:00,4210.51,4310.66,4210.94,4040.66,0.5,-0.0042935596605030765,BODY_INVALIDATION
XAUUSD..,2025-12-10,S2B,SELL_LIMIT,2025-12-10 15:02:00+00:00,2025-12-10 20:59:00+00:00,4196.650000000001,4296.8,4194.81,4026.8,0.5,0.01837244133799453,SESSION_EXIT
XAUUSD..,2025-12-10,S2B,SELL_STOP,2025-12-10 15:00:00+00:00,2025-12-10 20:59:00+00:00,4195.14,4295.29,4194.81,4025.29,0.5,0.0032950574138784668,SESSION_EXIT
XAUUSD..,2025-12-26,S2B,SELL_LIMIT,2025-12-26 15:01:00+00:00,2025-12-26 15:59:00+00:00,4510.185,4610.335,4525.36,4340.335,0.5,-0.1515227159261041,BODY_INVALIDATION
XAUUSD..,2025-12-26,S2B,SELL_STOP,2025-12-26 15:00:00+00:00,2025-12-26 15:59:00+00:00,4506.51,4606.66,4525.36,4336.66,0.5,-0.1882176734897606,BODY_INVALIDATION
XAUUSD..,2025-12-31,S2B,SELL_LIMIT,2025-12-31 15:00:00+00:00,2025-12-31 15:59:00+00:00,4313.99,4414.139999999999,4346.07,4144.139999999999,0.5,-0.32031952071892206,BODY_INVALIDATION
XAUUSD..,2025-12-31,S2B,SELL_STOP,2025-12-31 15:05:00+00:00,2025-12-31 15:59:00+00:00,4310.6,4410.75,4346.07,4140.75,0.5,-0.3541687468796752,BODY_INVALIDATION
XAUUSD..,2026-01-05,S2B,SELL_LIMIT,2026-01-05 15:00:00+00:00,2026-01-05 17:14:00+00:00,4408.835000000001,4508.985000000001,4449.39,4238.985000000001,0.5,-0.4049425861208141,BODY_INVALIDATION
XAUUSD..,2026-01-05,S2B,SELL_STOP,2026-01-05 15:22:00+00:00,2026-01-05 17:14:00+00:00,4405.4400000000005,4505.59,4449.39,4235.59,0.5,-0.4388417373939089,BODY_INVALIDATION
XAUUSD..,2026-01-08,S2B,SELL_LIMIT,2026-01-08 15:00:00+00:00,2026-01-08 17:14:00+00:00,4428.095,4528.245,4448.19,4258.245,0.5,-0.20064902646030372,BODY_INVALIDATION
XAUUSD..,2026-01-08,S2B,SELL_STOP,2026-01-08 15:01:00+00:00,2026-01-08 17:14:00+00:00,4426.02,4526.17,4448.19,4256.17,0.5,-0.22136794807787563,BODY_INVALIDATION
XAUUSD..,2026-01-09,S2B,SELL_LIMIT,2026-01-09 15:00:00+00:00,2026-01-09 15:44:00+00:00,4465.825000000001,4565.975,4487.21,4295.975,0.5,-0.2135297054418311,BODY_INVALIDATION
XAUUSD..,2026-01-09,S2B,SELL_STOP,2026-01-09 15:01:00+00:00,2026-01-09 15:44:00+00:00,4463.570000000001,4563.72,4487.21,4293.72,0.5,-0.23604593110334002,BODY_INVALIDATION
XAUUSD..,2026-01-15,S2B,SELL_LIMIT,2026-01-15 15:00:00+00:00,2026-01-15 20:59:00+00:00,4614.400000000001,4714.55,4617.73,4444.55,0.5,-0.03325012481277114,SESSION_EXIT
XAUUSD..,2026-01-15,S2B,SELL_STOP,2026-01-15 15:01:00+00:00,2026-01-15 20:59:00+00:00,4611.450000000001,4711.6,4617.73,4441.6,0.5,-0.06270594108835605,SESSION_EXIT
XAUUSD..,2026-01-16,S2B,SELL_LIMIT,2026-01-16 15:00:00+00:00,2026-01-16 17:14:00+00:00,4601.370000000001,4701.52,4616.33,4431.52,0.5,-0.14937593609584804,BODY_INVALIDATION
XAUUSD..,2026-01-16,S2B,SELL_STOP,2026-01-16 15:05:00+00:00,2026-01-16 17:14:00+00:00,4597.58,4697.73,4616.33,4427.73,0.5,-0.18721917124313597,BODY_INVALIDATION
XAUUSD..,2026-01-30,S2B,SELL_LIMIT,2026-01-30 15:02:00+00:00,2026-01-30 19:12:00+00:00,5085.555,5185.705,4915.705,4915.705,0.5,1.695956065901158,TARGET
XAUUSD..,2026-01-30,S2B,SELL_STOP,2026-01-30 15:00:00+00:00,2026-01-30 19:42:00+00:00,5055.2300000000005,5155.38,4885.38,4885.38,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-02,S2B,SELL_LIMIT,2026-02-02 15:00:00+00:00,2026-02-02 17:57:00+00:00,4792.860000000001,4893.01,4623.01,4623.01,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-02,S2B,SELL_STOP,2026-02-02 15:00:00+00:00,2026-02-02 18:01:00+00:00,4773.31,4873.46,4603.46,4603.46,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-04,S2B,SELL_LIMIT,2026-02-04 15:23:00+00:00,2026-02-04 18:48:00+00:00,5047.620000000001,5147.77,4877.77,4877.77,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-04,S2B,SELL_STOP,2026-02-04 15:00:00+00:00,2026-02-04 18:48:00+00:00,5037.35,5137.5,4867.5,4867.5,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-09,S2B,SELL_LIMIT,2026-02-09 15:00:00+00:00,2026-02-09 17:44:00+00:00,5012.92,5113.07,5056.25,4843.07,0.5,-0.43265102346480366,BODY_INVALIDATION
XAUUSD..,2026-02-09,S2B,SELL_STOP,2026-02-09 15:23:00+00:00,2026-02-09 17:44:00+00:00,5006.97,5107.12,5056.25,4837.12,0.5,-0.4920619071392903,BODY_INVALIDATION
XAUUSD..,2026-02-12,S2B,SELL_LIMIT,2026-02-12 15:01:00+00:00,2026-02-12 18:28:00+00:00,5053.49,5153.639999999999,4883.639999999999,4883.639999999999,0.5,1.695956065901158,TARGET
XAUUSD..,2026-02-12,S2B,SELL_STOP,2026-02-12 16:56:00+00:00,2026-02-12 20:59:00+00:00,5048.650000000001,5148.8,4935.87,4878.8,0.5,1.1261108337493866,SESSION_EXIT
XAUUSD..,2026-02-16,S2B,SELL_LIMIT,2026-02-16 15:00:00+00:00,2026-02-16 20:59:00+00:00,5002.400000000001,5102.55,4994.81,4832.55,0.5,0.07578632051922289,SESSION_EXIT
XAUUSD..,2026-02-16,S2B,SELL_STOP,2026-02-16 15:13:00+00:00,2026-02-16 20:59:00+00:00,4999.14,5099.29,4994.81,4829.29,0.5,0.04323514727908081,SESSION_EXIT
XAUUSD..,2026-02-17,S2B,SELL_STOP,2026-02-17 15:01:00+00:00,2026-02-17 20:59:00+00:00,4928.84,5028.99,4899.2,4758.99,0.5,0.29595606590115264,SESSION_EXIT
XAUUSD..,2026-02-19,S2B,SELL_LIMIT,2026-02-19 15:00:00+00:00,2026-02-19 20:59:00+00:00,4984.0,5084.15,4981.9,4814.15,0.5,0.020968547179234864,SESSION_EXIT
XAUUSD..,2026-02-19,S2B,SELL_STOP,2026-02-19 15:00:00+00:00,2026-02-19 20:59:00+00:00,4980.71,5080.86,4981.9,4810.86,0.5,-0.011882176734893701,SESSION_EXIT
XAUUSD..,2026-03-06,S2B,SELL_LIMIT,2026-03-06 15:30:00+00:00,2026-03-06 16:59:00+00:00,5088.860000000001,5189.01,5130.2,4919.01,0.5,-0.41278082875685856,BODY_INVALIDATION
XAUUSD..,2026-03-06,S2B,SELL_STOP,2026-03-06 15:00:00+00:00,2026-03-06 16:59:00+00:00,5081.1900000000005,5181.34,5130.2,4911.34,0.5,-0.48936595107338476,BODY_INVALIDATION
XAUUSD..,2026-03-19,S2B,SELL_LIMIT,2026-03-19 14:00:00+00:00,2026-03-19 16:02:00+00:00,4677.620000000001,4777.77,4507.77,4507.77,0.5,1.695956065901158,TARGET
XAUUSD..,2026-03-19,S2B,SELL_STOP,2026-03-19 14:42:00+00:00,2026-03-19 19:59:00+00:00,4666.39,4766.54,4585.1,4496.54,0.5,0.8116824762855742,SESSION_EXIT
XAUUSD..,2026-03-20,S2B,SELL_LIMIT,2026-03-20 14:02:00+00:00,2026-03-20 19:59:00+00:00,4648.870000000001,4749.02,4583.57,4479.02,0.5,0.6520219670494392,SESSION_EXIT
XAUUSD..,2026-03-20,S2B,SELL_STOP,2026-03-20 14:01:00+00:00,2026-03-20 19:59:00+00:00,4637.740000000001,4737.89,4583.57,4467.89,0.5,0.5408886669995125,SESSION_EXIT
XAUUSD..,2026-03-27,S2B,SELL_LIMIT,2026-03-27 14:00:00+00:00,2026-03-27 17:59:00+00:00,4414.9,4515.049999999999,4510.05,4245.049999999999,0.5,-0.9500748876685061,BODY_INVALIDATION
XAUUSD..,2026-03-27,S2B,SELL_STOP,2026-03-27 14:01:00+00:00,2026-03-27 17:58:00+00:00,4410.96,4511.11,4511.11,4241.11,0.5,-1.0,STOP
XAUUSD..,2026-03-30,S2B,SELL_LIMIT,2026-03-30 14:00:00+00:00,2026-03-30 14:44:00+00:00,4532.0,4632.15,4566.5,4362.15,0.5,-0.3444832750873702,BODY_INVALIDATION
XAUUSD..,2026-03-30,S2B,SELL_STOP,2026-03-30 14:02:00+00:00,2026-03-30 14:44:00+00:00,4528.55,4628.7,4566.5,4358.7,0.5,-0.3789316025961054,BODY_INVALIDATION
XAUUSD..,2026-04-06,S2B,SELL_LIMIT,2026-04-06 14:00:00+00:00,2026-04-06 19:59:00+00:00,4690.1050000000005,4790.255,4660.54,4520.255,0.5,0.2952071892161819,SESSION_EXIT
XAUUSD..,2026-04-06,S2B,SELL_STOP,2026-04-06 14:22:00+00:00,2026-04-06 19:59:00+00:00,4684.530000000001,4784.68,4660.54,4514.68,0.5,0.23954068896655795,SESSION_EXIT
XAUUSD..,2026-04-08,S2B,SELL_LIMIT,2026-04-08 14:08:00+00:00,2026-04-08 19:59:00+00:00,4789.015,4889.165,4760.74,4619.165,0.5,0.2823265102346545,SESSION_EXIT
XAUUSD..,2026-04-08,S2B,SELL_STOP,2026-04-08 14:00:00+00:00,2026-04-08 19:59:00+00:00,4782.26,4882.41,4760.74,4612.41,0.5,0.21487768347479297,SESSION_EXIT
XAUUSD..,2026-04-15,S2B,SELL_LIMIT,2026-04-15 14:11:00+00:00,2026-04-15 19:59:00+00:00,4802.25,4902.4,4804.14,4632.4,0.5,-0.018871692461311377,SESSION_EXIT
XAUUSD..,2026-04-15,S2B,SELL_STOP,2026-04-15 14:00:00+00:00,2026-04-15 19:59:00+00:00,4799.4400000000005,4899.59,4804.14,4629.59,0.5,-0.04692960559161093,SESSION_EXIT
XAUUSD..,2026-04-24,S2B,SELL_LIMIT,2026-04-24 14:00:00+00:00,2026-04-24 14:29:00+00:00,4678.495000000001,4778.645,4715.7,4508.645,0.5,-0.3714927608587035,BODY_INVALIDATION
XAUUSD..,2026-04-27,S2B,SELL_LIMIT,2026-04-27 14:00:00+00:00,2026-04-27 19:59:00+00:00,4708.790000000001,4808.9400000000005,4676.88,4538.9400000000005,0.5,0.31862206689965933,SESSION_EXIT
XAUUSD..,2026-04-27,S2B,SELL_STOP,2026-04-27 14:01:00+00:00,2026-04-27 19:59:00+00:00,4706.950000000001,4807.1,4676.88,4537.1,0.5,0.3002496255616648,SESSION_EXIT
XAUUSD..,2026-04-28,S2B,SELL_STOP,2026-04-28 14:00:00+00:00,2026-04-28 19:59:00+00:00,4603.04,4703.19,4592.53,4433.19,0.5,0.10494258612082133,SESSION_EXIT
XAUUSD..,2026-05-01,S2B,SELL_LIMIT,2026-05-01 14:17:00+00:00,2026-05-01 17:14:00+00:00,4568.950000000001,4669.1,4656.5,4399.1,0.5,-0.874188716924609,BODY_INVALIDATION
XAUUSD..,2026-05-01,S2B,SELL_STOP,2026-05-01 14:00:00+00:00,2026-05-01 17:14:00+00:00,4565.9800000000005,4666.13,4656.5,4396.13,0.5,-0.9038442336495243,BODY_INVALIDATION
XAUUSD..,2026-05-05,S2B,SELL_LIMIT,2026-05-05 14:00:00+00:00,2026-05-05 14:44:00+00:00,4542.84,4642.99,4563.62,4372.99,0.5,-0.20748876684972362,BODY_INVALIDATION
XAUUSD..,2026-05-05,S2B,SELL_STOP,2026-05-05 14:01:00+00:00,2026-05-05 14:44:00+00:00,4540.06,4640.21,4563.62,4370.21,0.5,-0.2352471293060367,BODY_INVALIDATION
XAUUSD..,2026-05-13,S2B,SELL_LIMIT,2026-05-13 14:01:00+00:00,2026-05-13 19:59:00+00:00,4695.05,4795.2,4695.93,4525.2,0.5,-0.008786819770345605,SESSION_EXIT
XAUUSD..,2026-05-13,S2B,SELL_STOP,2026-05-13 14:00:00+00:00,2026-05-13 19:59:00+00:00,4693.58,4793.73,4695.93,4523.73,0.5,-0.023464802795810008,SESSION_EXIT
XAUUSD..,2026-05-18,S2B,SELL_LIMIT,2026-05-18 14:33:00+00:00,2026-05-18 14:44:00+00:00,4541.975,4642.125,4562.35,4372.125,0.5,-0.20344483275087444,BODY_INVALIDATION
XAUUSD..,2026-05-18,S2B,SELL_STOP,2026-05-18 14:09:00+00:00,2026-05-18 14:44:00+00:00,4536.51,4636.66,4562.35,4366.66,0.5,-0.25801298052920857,BODY_INVALIDATION
XAUUSD..,2026-05-21,S2B,SELL_LIMIT,2026-05-21 14:02:00+00:00,2026-05-21 19:59:00+00:00,4514.145,4614.295,4519.68,4344.295,0.5,-0.055267099350972286,SESSION_EXIT
XAUUSD..,2026-05-21,S2B,SELL_STOP,2026-05-21 14:01:00+00:00,2026-05-21 19:59:00+00:00,4510.650000000001,4610.8,4519.68,4340.8,0.5,-0.09016475287069174,SESSION_EXIT
XAUUSD..,2026-05-27,S2B,SELL_LIMIT,2026-05-27 15:21:00+00:00,2026-05-27 19:59:00+00:00,4454.6849999999995,4554.834999999999,4451.02,4284.834999999999,0.5,0.0365951073389822,SESSION_EXIT
XAUUSD..,2026-05-27,S2B,SELL_STOP,2026-05-27 14:22:00+00:00,2026-05-27 19:59:00+00:00,4442.58,4542.73,4451.02,4272.73,0.5,-0.08427358961558203,SESSION_EXIT
XAUUSD..,2026-05-28,S2B,SELL_LIMIT,2026-05-28 14:00:00+00:00,2026-05-28 15:59:00+00:00,4382.030000000001,4482.18,4432.39,4212.18,0.5,-0.5028457314028942,BODY_INVALIDATION
XAUUSD..,2026-06-01,S2B,SELL_LIMIT,2026-06-01 14:18:00+00:00,2026-06-01 19:59:00+00:00,4506.605,4606.754999999999,4480.32,4336.754999999999,0.5,0.26245631552670945,SESSION_EXIT
XAUUSD..,2026-06-01,S2B,SELL_STOP,2026-06-01 14:02:00+00:00,2026-06-01 19:59:00+00:00,4502.46,4602.61,4480.32,4332.61,0.5,0.22106839740389822,SESSION_EXIT
XAUUSD..,2026-06-08,S2B,SELL_LIMIT,2026-06-08 14:00:00+00:00,2026-06-08 14:29:00+00:00,4300.77,4400.92,4325.49,4130.92,0.5,-0.24682975536694393,BODY_INVALIDATION
XAUUSD..,2026-06-11,S2B,SELL_LIMIT,2026-06-11 14:03:00+00:00,2026-06-11 19:59:00+00:00,4090.0899999999997,4190.24,4080.44,3920.24,0.5,0.09635546679979658,SESSION_EXIT
XAUUSD..,2026-06-11,S2B,SELL_STOP,2026-06-11 14:00:00+00:00,2026-06-11 19:59:00+00:00,4087.4,4187.55,4080.44,3917.55,0.5,0.06949575636545212,SESSION_EXIT
XAUUSD..,2026-06-12,S2B,SELL_LIMIT,2026-06-12 14:54:00+00:00,2026-06-12 19:59:00+00:00,4213.795,4313.945,4216.21,4043.9449999999997,0.5,-0.024113829256115552,SESSION_EXIT
XAUUSD..,2026-06-12,S2B,SELL_STOP,2026-06-12 14:03:00+00:00,2026-06-12 19:59:00+00:00,4209.09,4309.24,4216.21,4039.24,0.5,-0.07109335996005908,SESSION_EXIT
XAUUSD..,2026-06-18,S2B,SELL_LIMIT,2026-06-18 15:20:00+00:00,2026-06-18 19:59:00+00:00,4260.485000000001,4360.635,4219.62,4090.635,0.5,0.40803794308538033,SESSION_EXIT
XAUUSD..,2026-06-18,S2B,SELL_STOP,2026-06-18 14:00:00+00:00,2026-06-18 19:59:00+00:00,4254.660000000001,4354.81,4219.62,4084.8100000000004,0.5,0.3498751872191812,SESSION_EXIT
XAUUSD..,2026-06-19,S2B,SELL_LIMIT,2026-06-19 14:45:00+00:00,2026-06-19 15:59:00+00:00,4151.165000000001,4251.3150000000005,4179.27,3981.3150000000005,0.5,-0.2806290564153736,BODY_INVALIDATION
