symbol,ny_date,setup,order_kind,entry_time,exit_time,entry,stop,exit_price,target,risk_share,r_multiple,reason
XAUUSD..,2025-08-06,S2A,SELL_STOP,2025-08-06 14:02:00+00:00,2025-08-06 17:59:00+00:00,3361.77,3388.65,3379.56,3316.4790000000003,0.5,-0.6618303571428531,BODY_INVALIDATION
XAUUSD..,2025-08-13,S2A,SELL_LIMIT,2025-08-13 14:00:00+00:00,2025-08-13 17:14:00+00:00,3365.74,3376.62,3367.0,3347.649,0.5,-0.11580882352943067,BODY_INVALIDATION
XAUUSD..,2025-08-22,S2A,SELL_LIMIT,2025-08-22 14:00:00+00:00,2025-08-22 17:00:00+00:00,3330.5299999999997,3345.03,3345.03,3306.2849999999994,0.5,-1.0,STOP
XAUUSD..,2025-08-26,S2A,SELL_LIMIT,2025-08-26 14:03:00+00:00,2025-08-26 18:14:00+00:00,3372.75,3389.79,3381.67,3344.1870000000004,0.5,-0.5234741784037612,BODY_INVALIDATION
XAUUSD..,2025-09-05,S2A,SELL_LIMIT,2025-09-05 14:00:00+00:00,2025-09-05 15:30:00+00:00,3552.24,3571.06,3571.06,3520.651,0.5,-1.0,STOP
XAUUSD..,2025-09-12,S2A,SELL_LIMIT,2025-09-12 14:01:00+00:00,2025-09-12 19:59:00+00:00,3651.27,3666.57,3649.36,3625.665,0.5,0.12483660130717855,SESSION_EXIT
XAUUSD..,2025-09-18,S2A,SELL_LIMIT,2025-09-18 14:18:00+00:00,2025-09-18 16:35:00+00:00,3669.33,3682.94,3646.598,3646.598,0.5,1.6702424687729434,TARGET
XAUUSD..,2025-09-22,S2A,SELL_LIMIT,2025-09-22 14:00:00+00:00,2025-09-22 14:14:00+00:00,3727.02,3737.17,3727.46,3710.17,0.5,-0.04334975369458627,BODY_INVALIDATION
XAUUSD..,2025-09-25,S2A,SELL_STOP,2025-09-25 14:01:00+00:00,2025-09-25 16:40:00+00:00,3755.5899999999997,3771.5,3728.9479999999994,3728.9479999999994,0.5,1.6745443117535992,TARGET
XAUUSD..,2025-09-29,S2A,SELL_LIMIT,2025-09-29 14:00:00+00:00,2025-09-29 14:29:00+00:00,3817.21,3829.69,3823.82,3796.3990000000003,0.5,-0.5296474358974453,BODY_INVALIDATION
XAUUSD..,2025-09-30,S2A,SELL_LIMIT,2025-09-30 14:00:00+00:00,2025-09-30 19:59:00+00:00,3809.65,3881.55,3846.14,3687.8250000000003,0.5,-0.5075104311543774,SESSION_EXIT
XAUUSD..,2025-10-03,S2A,SELL_LIMIT,2025-10-03 14:00:00+00:00,2025-10-03 15:44:00+00:00,3866.0099999999998,3876.16,3870.95,3849.16,0.5,-0.48669950738916357,BODY_INVALIDATION
XAUUSD..,2025-10-13,S2A,SELL_LIMIT,2025-10-13 14:00:00+00:00,2025-10-13 14:14:00+00:00,4076.14,4089.74,4082.23,4053.425,0.5,-0.4477941176470725,BODY_INVALIDATION
XAUUSD..,2025-10-27,S2A,SELL_STOP,2025-10-27 14:00:00+00:00,2025-10-27 19:59:00+00:00,4027.81,4094.73,4006.66,3914.451,0.5,0.3160490137477595,SESSION_EXIT
XAUUSD..,2025-10-28,S2A,SELL_LIMIT,2025-10-28 14:00:00+00:00,2025-10-28 19:59:00+00:00,3908.94,3978.52,3958.7,3791.059,0.5,-0.7151480310434006,SESSION_EXIT
XAUUSD..,2025-10-30,S2A,SELL_STOP,2025-10-30 14:00:00+00:00,2025-10-30 19:59:00+00:00,3982.11,4021.93,4001.67,3914.821000000001,0.5,-0.4912104470115542,SESSION_EXIT
XAUUSD..,2025-11-03,S2A,SELL_LIMIT,2025-11-03 15:00:00+00:00,2025-11-03 20:59:00+00:00,4007.52,4037.91,4006.6,3956.2620000000006,0.5,0.03027311615663299,SESSION_EXIT
XAUUSD..,2025-11-05,S2A,SELL_LIMIT,2025-11-05 15:00:00+00:00,2025-11-05 20:59:00+00:00,3969.6,3997.03,3982.7,3923.374,0.5,-0.47757929274516114,SESSION_EXIT
XAUUSD..,2025-11-13,S2A,SELL_LIMIT,2025-11-13 15:00:00+00:00,2025-11-13 16:08:00+00:00,4236.97,4250.05,4215.138999999999,4215.138999999999,0.5,1.6690366972477952,TARGET
XAUUSD..,2025-11-20,S2A,SELL_LIMIT,2025-11-20 15:00:00+00:00,2025-11-20 15:05:00+00:00,4079.12,4089.27,4089.27,4062.27,0.5,-1.0,STOP
XAUUSD..,2025-11-21,S2A,SELL_LIMIT,2025-11-21 15:00:00+00:00,2025-11-21 15:29:00+00:00,4050.29,4074.89,4067.76,4008.8750000000005,0.5,-0.7101626016260293,BODY_INVALIDATION
XAUUSD..,2025-11-24,S2A,SELL_LIMIT,2025-11-24 15:00:00+00:00,2025-11-24 15:14:00+00:00,4071.0899999999997,4087.16,4078.49,4044.1759999999995,0.5,-0.4604853764779101,BODY_INVALIDATION
XAUUSD..,2025-11-25,S2A,SELL_STOP,2025-11-25 15:00:00+00:00,2025-11-25 19:44:00+00:00,4132.370000000001,4161.92,4152.97,4082.540000000001,0.5,-0.6971235194585436,BODY_INVALIDATION
XAUUSD..,2025-12-05,S2A,SELL_LIMIT,2025-12-05 15:00:00+00:00,2025-12-05 15:29:00+00:00,4229.29,4240.68,4233.21,4210.3319999999985,0.5,-0.34416154521509745,BODY_INVALIDATION
XAUUSD..,2025-12-09,S2A,SELL_LIMIT,2025-12-09 15:00:00+00:00,2025-12-09 18:14:00+00:00,4202.950000000001,4222.89,4218.78,4169.457,0.5,-0.7938816449347711,BODY_INVALIDATION
XAUUSD..,2025-12-16,S2A,SELL_LIMIT,2025-12-16 15:00:00+00:00,2025-12-16 15:14:00+00:00,4292.530000000001,4302.68,4296.12,4275.68,0.5,-0.35369458128072556,BODY_INVALIDATION
XAUUSD..,2025-12-17,S2A,SELL_STOP,2025-12-17 15:01:00+00:00,2025-12-17 15:44:00+00:00,4315.92,4347.73,4338.48,4262.248,0.5,-0.709210939955984,BODY_INVALIDATION
XAUUSD..,2025-12-29,S2A,SELL_LIMIT,2025-12-29 15:00:00+00:00,2025-12-29 17:00:00+00:00,4456.860000000001,4520.65,4348.822000000001,4348.822000000001,0.5,1.693651042483166,TARGET
XAUUSD..,2025-12-30,S2A,SELL_LIMIT,2025-12-30 15:00:00+00:00,2025-12-30 15:14:00+00:00,4398.97,4409.12,4399.6,4382.12,0.5,-0.062068965517254354,BODY_INVALIDATION
XAUUSD..,2026-01-02,S2A,SELL_STOP,2026-01-02 15:01:00+00:00,2026-01-02 15:14:00+00:00,4392.820000000001,4409.32,4400.0,4365.175000000001,0.5,-0.43515151515150163,BODY_INVALIDATION
XAUUSD..,2026-01-06,S2A,SELL_STOP,2026-01-06 15:02:00+00:00,2026-01-06 16:44:00+00:00,4461.360000000001,4485.63,4479.76,4420.506,0.5,-0.7581376184590026,BODY_INVALIDATION
XAUUSD..,2026-01-12,S2A,SELL_LIMIT,2026-01-12 15:00:00+00:00,2026-01-12 15:13:00+00:00,4582.700000000001,4609.25,4609.25,4537.970000000001,0.5,-1.0,STOP
XAUUSD..,2026-01-13,S2A,SELL_LIMIT,2026-01-13 15:00:00+00:00,2026-01-13 15:14:00+00:00,4584.52,4606.92,4603.02,4546.845,0.5,-0.8258928571428705,BODY_INVALIDATION
XAUUSD..,2026-01-14,S2A,SELL_LIMIT,2026-01-14 15:00:00+00:00,2026-01-14 16:39:00+00:00,4638.7300000000005,4649.56,4620.723999999999,4620.723999999999,0.5,1.6626038781164676,TARGET
XAUUSD..,2026-01-19,S2A,SELL_LIMIT,2026-01-19 15:00:00+00:00,2026-01-19 20:59:00+00:00,4671.84,4688.98,4676.93,4643.107,0.5,-0.29696616102685636,SESSION_EXIT
XAUUSD..,2026-02-03,S2A,SELL_LIMIT,2026-02-03 15:05:00+00:00,2026-02-03 18:16:00+00:00,4925.67,4957.69,4957.69,4871.641,0.5,-1.0,STOP
XAUUSD..,2026-02-05,S2A,SELL_LIMIT,2026-02-05 15:00:00+00:00,2026-02-05 20:59:00+00:00,4848.14,4953.46,4858.38,4669.501,0.5,-0.09722749715153636,SESSION_EXIT
XAUUSD..,2026-02-06,S2A,SELL_LIMIT,2026-02-06 15:00:00+00:00,2026-02-06 15:00:00+00:00,4895.89,4913.52,4913.52,4866.323999999999,0.5,-1.0,STOP
XAUUSD..,2026-02-11,S2A,SELL_STOP,2026-02-11 15:00:00+00:00,2026-02-11 20:59:00+00:00,5086.14,5128.98,5082.64,5013.717000000001,0.5,0.08169934640523022,SESSION_EXIT
XAUUSD..,2026-02-13,S2A,SELL_LIMIT,2026-02-13 15:00:00+00:00,2026-02-13 15:30:00+00:00,4972.88,4999.46,4999.46,4928.098999999999,0.5,-1.0,STOP
XAUUSD..,2026-02-18,S2A,SELL_LIMIT,2026-02-18 15:00:00+00:00,2026-02-18 15:01:00+00:00,4929.17,4952.21,4952.21,4890.406999999999,0.5,-1.0,STOP
XAUUSD..,2026-02-27,S2A,SELL_LIMIT,2026-02-27 15:00:00+00:00,2026-02-27 15:07:00+00:00,5189.51,5209.14,5209.14,5156.543999999999,0.5,-1.0,STOP
XAUUSD..,2026-03-02,S2A,SELL_LIMIT,2026-03-02 15:00:00+00:00,2026-03-02 16:25:00+00:00,5395.870000000001,5428.85,5340.209000000001,5340.209000000001,0.5,1.6877198302001455,TARGET
XAUUSD..,2026-03-04,S2A,SELL_STOP,2026-03-04 15:00:00+00:00,2026-03-04 20:59:00+00:00,5174.06,5216.01,5133.84,5103.15,0.5,0.958760429082251,SESSION_EXIT
XAUUSD..,2026-03-05,S2A,SELL_STOP,2026-03-05 15:00:00+00:00,2026-03-05 15:21:00+00:00,5161.77,5190.51,5113.317,5113.317,0.5,1.6859081419624495,TARGET
XAUUSD..,2026-03-13,S2A,SELL_LIMIT,2026-03-13 14:01:00+00:00,2026-03-13 15:29:00+00:00,5096.530000000001,5121.02,5114.28,5055.302,0.5,-0.7247856267864128,BODY_INVALIDATION
XAUUSD..,2026-03-16,S2A,SELL_LIMIT,2026-03-16 14:00:00+00:00,2026-03-16 19:59:00+00:00,4990.900000000001,5046.14,4990.77,4897.397,0.5,0.0023533671252735275,SESSION_EXIT
XAUUSD..,2026-03-17,S2A,SELL_STOP,2026-03-17 14:00:00+00:00,2026-03-17 19:59:00+00:00,5001.5,5054.43,5002.19,4911.923999999998,0.5,-0.013036085395798149,SESSION_EXIT
XAUUSD..,2026-03-23,S2A,SELL_LIMIT,2026-03-23 14:00:00+00:00,2026-03-23 14:07:00+00:00,4274.610000000001,4390.07,4390.07,4078.733000000001,0.5,-1.0,STOP
XAUUSD..,2026-03-24,S2A,SELL_LIMIT,2026-03-24 14:00:00+00:00,2026-03-24 14:01:00+00:00,4432.64,4443.11,4415.246,4415.246,0.5,1.6613180515760573,TARGET
XAUUSD..,2026-03-25,S2A,SELL_LIMIT,2026-03-25 14:00:00+00:00,2026-03-25 14:29:00+00:00,4558.05,4583.32,4580.11,4515.496,0.5,-0.8729719034428137,BODY_INVALIDATION
XAUUSD..,2026-04-10,S2A,SELL_LIMIT,2026-04-10 14:23:00+00:00,2026-04-10 15:34:00+00:00,4760.42,4780.77,4780.77,4726.229999999999,0.5,-1.0,STOP
XAUUSD..,2026-04-13,S2A,SELL_LIMIT,2026-04-13 14:00:00+00:00,2026-04-13 19:44:00+00:00,4717.84,4750.01,4740.62,4663.555999999999,0.5,-0.7081131488964779,BODY_INVALIDATION
XAUUSD..,2026-04-14,S2A,SELL_STOP,2026-04-14 14:00:00+00:00,2026-04-14 17:19:00+00:00,4780.27,4806.09,4806.09,4736.781,0.5,-1.0,STOP
XAUUSD..,2026-04-17,S2A,SELL_STOP,2026-04-17 14:00:00+00:00,2026-04-17 15:25:00+00:00,4788.54,4816.21,4816.21,4741.905999999999,0.5,-1.0,STOP
XAUUSD..,2026-04-20,S2A,SELL_STOP,2026-04-20 14:00:00+00:00,2026-04-20 14:59:00+00:00,4795.04,4815.77,4810.76,4760.203999999998,0.5,-0.7583212735166376,BODY_INVALIDATION
XAUUSD..,2026-04-21,S2A,SELL_LIMIT,2026-04-21 14:00:00+00:00,2026-04-21 17:44:00+00:00,4784.77,4807.78,4746.058000000001,4746.058000000001,0.5,1.6823989569752584,TARGET
XAUUSD..,2026-04-22,S2A,SELL_LIMIT,2026-04-22 14:00:00+00:00,2026-04-22 19:59:00+00:00,4755.860000000001,4782.25,4728.85,4711.402000000001,0.5,1.0234937476317094,SESSION_EXIT
XAUUSD..,2026-04-23,S2A,SELL_LIMIT,2026-04-23 14:00:00+00:00,2026-04-23 15:06:00+00:00,4692.38,4734.82,4734.82,4620.637,0.5,-1.0,STOP
XAUUSD..,2026-04-29,S2A,SELL_STOP,2026-04-29 14:02:00+00:00,2026-04-29 19:59:00+00:00,4567.83,4617.61,4545.64,4483.6089999999995,0.5,0.4457613499397291,SESSION_EXIT
XAUUSD..,2026-04-30,S2A,SELL_LIMIT,2026-04-30 14:09:00+00:00,2026-04-30 15:30:00+00:00,4643.780000000001,4653.93,4626.93,4626.93,0.5,1.660098522167583,TARGET
XAUUSD..,2026-05-11,S2A,SELL_LIMIT,2026-05-11 14:00:00+00:00,2026-05-11 15:23:00+00:00,4665.700000000001,4690.67,4690.67,4623.656000000001,0.5,-1.0,STOP
XAUUSD..,2026-05-12,S2A,SELL_STOP,2026-05-12 14:00:00+00:00,2026-05-12 19:59:00+00:00,4698.81,4740.33,4671.4,4628.631,0.5,0.6601637764932822,SESSION_EXIT
XAUUSD..,2026-05-14,S2A,SELL_LIMIT,2026-05-14 14:00:00+00:00,2026-05-14 19:59:00+00:00,4698.2300000000005,4728.72,4678.78,4646.802,0.5,0.637914070186975,SESSION_EXIT
XAUUSD..,2026-05-15,S2A,SELL_LIMIT,2026-05-15 14:00:00+00:00,2026-05-15 19:59:00+00:00,4563.120000000001,4631.51,4544.57,4447.262000000001,0.5,0.2712384851586672,SESSION_EXIT
XAUUSD..,2026-05-19,S2A,SELL_LIMIT,2026-05-19 14:00:00+00:00,2026-05-19 16:29:00+00:00,4541.650000000001,4569.33,4494.999000000001,4494.999000000001,0.5,1.6853684971098584,TARGET
