symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.71622,0.71776,0.71422,0.71657,timeout,-0.2857,0.0584,9.0,-35.0,0.71646,0.71622,1.2399
EURGBP,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 23:30:00,2026-05-29 06:00:00,SELL,0.86658,0.86812,0.86458,0.86634,timeout,0.0714,0.0844,13.0,24.0,0.86666,0.86658,0.6588
EURUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 03:30:00,BUY,1.16526,1.16372,1.16726,1.16372,loss,-1.0519,0.0519,8.0,-154.0,1.16526,1.16497,1.2531
GBPUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.34451,1.34297,1.34651,1.34435,timeout,-0.1688,0.0649,10.0,-16.0,1.34451,1.3441,1.3732
USDCAD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-28 23:45:00,2026-05-29 06:00:00,BUY,1.37834,1.3768,1.38034,1.37842,timeout,-0.039,0.0909,14.0,8.0,1.37834,1.37812,0.8775
USDCHF,30,1.2987012987012987,2026-05,2026-05-28,2026-05-29 00:00:00,2026-05-29 06:00:00,SELL,0.78368,0.78522,0.78168,0.78349,timeout,0.039,0.0844,13.0,19.0,0.7839,0.78368,1.3276
NZDUSD,30,1.2987012987012987,2026-05,2026-05-28,2026-05-29 00:15:00,2026-05-29 06:00:00,BUY,0.59458,0.59304,0.59658,0.59616,timeout,0.9351,0.0909,14.0,158.0,0.59458,0.59331,4.6789
EURGBP,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,BUY,0.86444,0.8629,0.86644,0.86422,timeout,-0.2273,0.0844,13.0,-22.0,0.86444,0.86438,0.42
NZDUSD,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 00:45:00,BUY,0.59345,0.59191,0.59545,0.59191,loss,-1.0909,0.0909,14.0,-154.0,0.59345,0.59328,0.6118
USDCAD,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,BUY,1.3841,1.38256,1.3861,1.38408,timeout,-0.1039,0.0909,14.0,-2.0,1.3841,1.38388,0.8
USDCHF,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,SELL,0.78632,0.78786,0.78432,0.78565,timeout,0.3506,0.0844,13.0,67.0,0.78663,0.78632,1.6015
USDJPY,30,1.2987012987012987,2026-06,2026-06-01,2026-06-01 23:30:00,2026-06-02 06:00:00,SELL,159.636,159.79,159.436,159.711,timeout,-0.5519,0.0649,10.0,-7500.0,159.657,159.636,0.4382
AUDUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,0.71718,0.71872,0.71518,0.71601,timeout,0.7013,0.0584,9.0,117.0,0.7178,0.71718,3.4173
EURGBP,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,0.86373,0.86219,0.86573,0.86407,timeout,0.1364,0.0844,13.0,34.0,0.86373,0.86355,1.1403
EURUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,SELL,1.16219,1.16373,1.16019,1.16171,timeout,0.2597,0.0519,8.0,48.0,1.16271,1.16219,2.0507
GBPUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 01:30:00,SELL,1.3455,1.34704,1.3435,1.34704,loss,-1.0649,0.0649,10.0,-154.0,1.34621,1.3455,2.3224
USDCAD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,1.38419,1.38265,1.38619,1.38526,timeout,0.6039,0.0909,14.0,107.0,1.38419,1.3839,1.2378
USDCHF,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 06:00:00,BUY,0.78799,0.78645,0.78999,0.78906,timeout,0.6104,0.0844,13.0,107.0,0.78799,0.78732,2.9684
USDJPY,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:30:00,2026-06-03 01:45:00,BUY,159.987,159.833,160.187,159.833,loss,-1.0649,0.0649,10.0,-15400.0,159.987,159.945,1.028
NZDUSD,30,1.2987012987012987,2026-06,2026-06-02,2026-06-02 23:45:00,2026-06-03 06:00:00,SELL,0.59193,0.59347,0.58993,0.59034,timeout,0.9416,0.0909,14.0,159.0,0.59275,0.59193,3.3964
AUDUSD,30,1.2987012987012987,2026-06,2026-06-03,2026-06-03 23:30:00,2026-06-04 06:00:00,SELL,0.71283,0.71437,0.71083,0.71307,timeout,-0.2143,0.0584,9.0,-24.0,0.71368,0.71283,3.6615
