model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.0,0.0,1.5,168,1,52,17,35,32.69230769230769,2.9546219869412726,47.42579503665524,0.9120345199356776,56.34663497475157,8.165554818503221,15634.663497475156,17,3,14,17.647058823529413,2.9698433267651723,16.47276795367171,0.9689863502159829,16.52365869937902,5.634164021427058,11652.365869937901,96.91179985412973
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.0,0.0,1.0,168,1,52,17,35,32.69230769230769,2.9546219869412726,47.42579503665524,0.9120345199356776,56.34663497475157,8.165554818503221,15634.663497475156,17,3,14,17.647058823529413,2.9698433267651723,16.47276795367171,0.9689863502159829,16.52365869937902,5.634164021427058,11652.365869937901,96.91179985412973
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.0,0.0,1.0,168,0,50,19,31,38.0,2.3134960991334785,41.00536029480144,0.8201072058960288,46.56658378008114,8.165554818503226,14656.658378008115,14,4,10,28.571428571428573,2.6580760856462833,16.841740763423065,1.2029814831016474,16.916667984757616,6.622677822055034,11691.66679847576,86.41858451886986
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.0,0.0,1.5,168,0,50,19,31,38.0,2.3134960991334785,41.00536029480144,0.8201072058960288,46.56658378008114,8.165554818503226,14656.658378008115,14,4,10,28.571428571428573,2.6580760856462833,16.841740763423065,1.2029814831016474,16.916667984757616,6.622677822055034,11691.66679847576,86.41858451886986
failed_auction,1440,10,balanced_value,10,0.25,0.0,0,0.1,0.0,1.0,336,0,13,8,5,61.53846153846154,3.2195113571458913,11.347085734444594,0.8728527488034303,11.7331832990333,2.6303466658043164,11173.31832990333,6,4,2,66.66666666666667,3.375561400143454,4.801857248506421,0.8003095414177368,4.829243492833135,3.074535868815845,10482.924349283314,86.04107300455026
failed_auction,240,80,balanced_value,10,0.5,0.1,0,0.0,0.0,1.0,168,1,57,17,40,29.82456140350877,2.607885595072962,44.19980716364724,0.77543521339732,51.35801613177562,8.165554818503221,15135.801613177562,21,4,17,19.047619047619047,2.9227001057789126,22.076261629913347,1.0512505538053976,22.776936835090346,5.634164021427063,12277.693683509035,82.57846348610356
failed_auction,240,80,balanced_value,10,0.5,0.1,0,0.0,0.0,1.5,168,1,57,17,40,29.82456140350877,2.607885595072962,44.19980716364724,0.77543521339732,51.35801613177562,8.165554818503221,15135.801613177562,21,4,17,19.047619047619047,2.9227001057789126,22.076261629913347,1.0512505538053976,22.776936835090346,5.634164021427063,12277.693683509035,82.57846348610356
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.25,0.0,1.5,168,1,48,17,31,35.416666666666664,2.9643489320631136,36.83901647389692,0.7674795098728525,42.39276892525896,5.823896208454763,14239.276892525895,15,3,12,20.0,2.8866140079232196,11.737416048736764,0.7824944032491176,11.748013566072423,3.9186361035064765,11174.801356607242,82.44900410284839
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.25,0.0,1.0,168,1,48,17,31,35.416666666666664,2.9643489320631136,36.83901647389692,0.7674795098728525,42.39276892525896,5.823896208454763,14239.276892525895,15,3,12,20.0,2.8866140079232196,11.737416048736764,0.7824944032491176,11.748013566072423,3.9186361035064765,11174.801356607242,82.44900410284839
failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.1,0.0,1.5,168,1,52,17,35,32.69230769230769,2.658910173562231,39.91380369068292,0.7675731478977484,45.97939233851953,7.032177618721441,14597.939233851954,16,3,13,18.75,2.5969169678486628,13.230720372599958,0.8269200232874974,13.124915384486568,4.794564781343205,11312.491538448656,81.81253940275451
