status,research_status,instrument,symbol,timeframe,model,timeframe_minutes,lookback_days,regime_mode,shift_lag_days,shift_threshold_atr,entry_tolerance_atr,retest_expiry_bars,stop_buffer_atr,reward_risk,minimum_reward_risk,maximum_hold_hours,management,full_trades,full_win_rate_pct,full_pf,full_return_pct,full_cagr_pct,full_max_dd_pct,confirm_trades,confirm_win_rate_pct,confirm_pf,confirm_return_pct,confirm_max_dd_pct
REJECT,FAILED_CONFIRMATION,XAU,XAUUSD..,D1,breakout_retest,1440,80,balanced_value,5,0.5,0.1,6,0.1,3.0,0.0,168,1,25,56.0,3.7765769983843653,24.67141638939092,4.917190381022851,3.56568096899217,1,0.0,0.0,-0.0012417318398516564,1.473233670584664
REJECT,POSITIVE_CONFIRMATION,XAG,XAGUSD..,H4,failed_auction,240,80,balanced_value,10,0.25,0.1,0,0.0,0.0,1.5,168,1,78,28.205128205128204,2.7449303845767385,85.19990318528261,14.328968118636398,9.250409348639263,9,22.22222222222222,1.3555277927988025,1.657190845067813,5.5222218718806015
REJECT,POSITIVE_CONFIRMATION,US30,US30,H4,failed_auction,240,80,balanced_value,5,0.5,0.0,0,0.0,0.0,1.5,336,0,30,23.333333333333332,2.588301167325221,38.356678843491565,7.323054815325736,8.422893145181028,6,16.666666666666668,1.5619626462123815,2.532262887604375,6.81635574843037
REJECT,FAILED_CONFIRMATION,US100,UT100,H4,failed_auction,240,40,migrating_value,5,0.0,0.0,0,0.0,0.0,1.5,168,0,43,23.25581395348837,2.2305269452799705,44.446251569374425,8.334054093869426,14.749218428142907,15,6.666666666666667,0.1866591576170741,-10.89382458476017,14.235813259728156
REJECT,POSITIVE_CONFIRMATION,BTC,BTCUSD,H4,failed_auction,240,40,migrating_value,5,0.0,0.0,0,0.1,0.0,1.0,336,0,66,28.78787878787879,1.8114445115380386,42.86853303857527,8.065186334302886,13.117421555402109,13,15.384615384615385,1.2698568887522577,2.4048682273376087,9.390024504414365
REJECT,POSITIVE_CONFIRMATION,ETH,ETHUSD,H4,failed_auction,240,80,balanced_value,5,0.5,0.0,0,0.0,0.0,1.0,336,0,68,23.529411764705884,2.088663464044819,65.3993521953092,11.55386989299927,14.700886255070431,6,50.0,7.1037313218404705,19.04066041820791,5.8262759672453726
